name,carrier,p_nom,type,bus,marginal_cost,committable,min_up_time,min_down_time,ramp_limit_up,ramp_limit_down,p_min_pu,p_max_pu,up_time_before,start_up_cost
Fraisthorpe Wind Farm,Wind Onshore,27.966673,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Jack's Lane Wind Farm,Wind Onshore,12.994616,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Denzell Downs Wind Farm - resubmission,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Reaps Moss Wind Farm (resubmitted),Wind Onshore,9.604715,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Llynfi Renewable Energy Park, Land at Mynydd Caerau",Wind Onshore,16.949497,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chiplow,Wind Onshore,7.721438,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hook Moor,Wind Onshore,9.698879,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crook Hill (Revised Application - Rochdale MBC) 2 of 2,Wind Onshore,22.411003,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Far Marsh Farm (Resubmission),Wind Onshore,7.0622907,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wear Point,Wind Onshore,7.721438,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Middlewick wind farm,Wind Onshore,19.491922,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blyth Harbour Wind Farm (re-power),Wind Onshore,3.201572,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Corriegarth,Wind Onshore,65.44389,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carsington Pasture,Wind Onshore,7.53311,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langford Wind Farm,Wind Onshore,18.832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mid Hill I,Wind Onshore,54.14423,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ardrossan Extension,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinn Tharsuinn Windfarm Project,Wind Onshore,28.060837,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blaengwen (Re-Submission),Wind Onshore,21.657692,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boyndie Airfield,Wind Onshore,15.725368,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burton Wold Windfarm,Wind Onshore,18.832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Edinbane Wind Farm,Wind Onshore,38.983845,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fairburn,Wind Onshore,40.490467,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Farr Wind Farm,Wind Onshore,86.63077,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ffynnon Oer Wind Farm,Wind Onshore,30.13244,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Flotta,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Forss Wind Farm (Extension),Wind Onshore,4.8965216,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Michelin Tyre Co Ltd - Dundee,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Millennium Windfarm,Wind Onshore,37.66555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Muirhall,Wind Onshore,11.582157,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mynydd Clogau Wind Farm,Wind Onshore,13.653763,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
New Barn Farm,Wind Onshore,4.2373743,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Pickenham,Wind Onshore,13.559599,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Paul's Hill and Extension,Wind Onshore,61.20652,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tir Mostyn And Foel Goch Wind Farm,Wind Onshore,20.056906,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trimdon Grange,Wind Onshore,4.8965216,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wardlaw Wood,Wind Onshore,16.949497,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Southrigg,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gawnsmoss Cluster,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Quarrendon Fields,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Newstead and Annesley Wind Turbine,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beckton Sewage Treatment Works,Wind Onshore,2.0716054,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Melton Waste Park (resubmission),Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burton Wold Wind Farm South,Wind Onshore,7.0622907,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
ANP Newport Wind Turbine,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brenig Wind Farm (Resubmission),Wind Onshore,35.405617,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bodtegir,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West of Rhiwfelin Fach Farm,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marshill Farm,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Woodlands Wind Farm,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Craigannet Farm Wind Turbine,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ferneylea Farm,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Forss Wind Farm,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fen Farm Solar Park,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nanterrow Farm,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Howton Farm,Solar Photovoltaics,6.4295335,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
East Langford Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trevemper solar farm,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chester Energy (East Woolley Farm),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chynoweth Farm,Solar Photovoltaics,4.237647,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carlton Farm Solar farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wheal Jane,Solar Photovoltaics,2.0457606,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cantelupe Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Benbole Farm,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langage Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grange Solar Farm,Solar Photovoltaics,6.721785,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ebbsfleet Farm Solar Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westcott Venture Park Phase 2 & 3,Solar Photovoltaics,1.8996348,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Summerway Drove,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Puriton Solar Farm,Solar Photovoltaics,6.721785,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Toyota Solar Farm,Solar Photovoltaics,6.721785,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Long Sutton Butterfly And Wildlife Park,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Long Sutton Butterfly And Wildlife Park (extension),Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Springhill Solar Park (Northwick),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westmill Farm - PV,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rhosygilwen Solar Farm,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Llancayo Solar Farm,Solar Photovoltaics,5.6989045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shacks Barn Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carines Farm Solar Array,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trigon Solar Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chittering Solar Farm Extension,Solar Photovoltaics,9.205923,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tredinnick Fields,Solar Photovoltaics,8.475294,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Summercourt Solar Farm (Glebe Farm),Solar Photovoltaics,1.6073834,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Trevartha Farm,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beechgrove Farm,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
PARK WOOD SOLAR FARM,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Promens Solar,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Malmesbury Solar,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trefullock Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lower Coombe Farm Solar,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Durrants Farm Solar,Solar Photovoltaics,6.5756593,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dunsfold Park Solar Farm,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Alan Bartlett & Sons Solar,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tavells Lane Solar Farm,Solar Photovoltaics,7.744665,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
LITTLE TREVEASE SOLAR PARK,Solar Photovoltaics,7.744665,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cobbs Cross Solar Park,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
NOTTINGTON LANE SOLAR FARM,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
RUDGE FARM SOLAR FARM,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
CRINACOTT SOLAR FARM (Pyworthy),Solar Photovoltaics,9.790426,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chawton Farm Solar Farm,Solar Photovoltaics,4.6760244,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
VENTNOR ROAD SOLAR PARK,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
ROOKERY FARM SOLAR FARM,Solar Photovoltaics,7.744665,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Little White Alice Solar Park,Solar Photovoltaics,1.8996348,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Park Wall Solar Park,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hall Farm Solar park,Solar Photovoltaics,21.918863,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oulton Airfield Solar Farm (Phase 1),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chalcroft Solar Park,Solar Photovoltaics,9.205923,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bradford Solar Park,Solar Photovoltaics,7.744665,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lower Coombe Farm (Bean Field),Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ffos Las Racecourse,Solar Photovoltaics,8.036917,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Woodforde Farm,Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kingston Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Spriggs Farm,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rotherdale Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Turves Solar Farm (Resubmission),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rexton Cross,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hatchlands Farm,Solar Photovoltaics,7.5985394,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land At Potash Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Upper Clayhill Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Towerbrook Farm (Banwell Solar Farm),Solar Photovoltaics,10.521054,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Twin Elm Solar Farm,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hardingham Solar Farm,Solar Photovoltaics,21.626612,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hollamoor Farm (PV),Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langlands Solar Farm,Solar Photovoltaics,3.068641,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langunnett Solar Farm,Solar Photovoltaics,9.059797,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manston Solar Farm,Solar Photovoltaics,14.46645,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marsh House Solar Park,Solar Photovoltaics,8.036917,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Morrisons roof mounted solar,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rickfield Farm solar park,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tump Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Farm (Solar),Solar Photovoltaics,11.251683,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Owls Lodge Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beckley Solar Farm,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oakham Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Limberlost Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Office Field,Solar Photovoltaics,10.521054,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sandys Moor Road,Solar Photovoltaics,4.237647,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Skylark Meadow Solar park,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Aldi Distribution Centre - Darlington,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bishops Sutton,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blackawton Solar Farm,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
BMW UK Manufacturing Ltd,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land to the East of Burton Lane,Solar Photovoltaics,3.7992697,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land west of Hawkspur Green (Hill Hall Solar),Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kingspan Insulation Solar Installation,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langley Hall Farm,Solar Photovoltaics,3.5070183,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pond Farm,Solar Photovoltaics,5.260527,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nether Mill Farm (resubmission),Solar Photovoltaics,4.5298986,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
NEWNTON DAIRY FARM,Solar Photovoltaics,10.521054,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pierces Farm - resubmission,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rew Farm Solar Farm,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westbury (Closed) Landfill Site,Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wiggin Hill Solar Farm - Phase 2,Solar Photovoltaics,5.991156,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grain Harvesters Ltd,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hyde Farm,Solar Photovoltaics,15.781582,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St Francis Farm,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bishops Waltham Solar Farm,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nova Scotia Farm solar park,Solar Photovoltaics,20.311481,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Hall Farm, East Beckham",Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cefn Betingau Farm,Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hill Farm Solar Park (VoWH),Solar Photovoltaics,21.626612,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wix Lodge,Solar Photovoltaics,27.325518,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Saxley Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Snarlton Farm (Melksham solar farm),Solar Photovoltaics,72.47838,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lackford Estate Solar Park,Solar Photovoltaics,30.540283,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Colpmans Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Porvair International Ltd,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Willsland Solar farm,Solar Photovoltaics,4.6760244,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Frying Down Copse Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wilmingham Lane Solar Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chilton Cantelo Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beaford Brook Solar Park,Solar Photovoltaics,7.5985394,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hayford Farm,Solar Photovoltaics,13.005193,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Halse Farm,Solar Photovoltaics,11.982312,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
STRETE FARM SOLAR FARM,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tregassow Farm - Solar Modules,Solar Photovoltaics,8.767546,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Hatherleigh Solar Farm extension,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pont Andrew Solar Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cairnhill Farm solar park,Solar Photovoltaics,3.5070183,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manston Solar Farm extension (Westwood),Solar Photovoltaics,13.44357,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Newlands Farm Solar - resubmission,Solar Photovoltaics,29.95578,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fen Road,Solar Photovoltaics,2.0457606,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Long Meadow Farm,Solar Photovoltaics,5.991156,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Liverton Farm,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Home Farm (Knowlton - solar),Solar Photovoltaics,16.804462,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lake Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parkhouse Corner (Orta Solar),Solar Photovoltaics,9.6443,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sandhill Solar Park,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mingay Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Jordanston Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Aldi Distribution Centre - Neston,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rodbourne Rail Farm - Solar Park,Solar Photovoltaics,11.105557,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Barnby Moor,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Knockworthy Farm,Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Raglington Farm, Botley Road, Shedfield, Southampton, Hampshire",Solar Photovoltaics,8.475294,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stables Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
