name,carrier,p_nom,type,bus,marginal_cost,committable,min_up_time,min_down_time,ramp_limit_up,ramp_limit_down,p_min_pu,p_max_pu,up_time_before,start_up_cost
Luson Farm,Solar Photovoltaics,2.7763894,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kellygreen Farm,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grove Farm (solar),Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marston Solar Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tredown Solar Farm,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Slaughtergate Farm,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kia Ora Farm,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ellicombe Farm,Solar Photovoltaics,2.0457606,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Southcombe Farm,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Bradley Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Whiddon Farm,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lovedean Farm,Solar Photovoltaics,6.5756593,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Knapp Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Park Farm,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dunkeswell Airfield,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langenhoe Solar Farm,Solar Photovoltaics,31.124786,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kentishes Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marley Thatch Solar Farm,Solar Photovoltaics,9.205923,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Newlands Farm (East Devon),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Goldthorpe,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Barley Wood Farm Lane (Gaston Lane - resubmission),Solar Photovoltaics,7.890791,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Battens Farm Solar Park,Solar Photovoltaics,16.073833,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Combermere Abbey,Solar Photovoltaics,20.457607,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Foxburrow Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Houndbeare Farm,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Condover (Green Farm),Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hurst Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ikea Distribution Centre - resubmission,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Jaguar Land Rover,Solar Photovoltaics,8.475294,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Leverton Ings,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Little Morton Solar Farm,Solar Photovoltaics,20.895983,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lodge Farm - Orston,Solar Photovoltaics,18.119595,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lowther Farms,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mackies Dairy PV,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mingay Farm - extension,Solar Photovoltaics,28.202272,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Redcourt Farm,Solar Photovoltaics,4.82215,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sowerby Lodge Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stone Hill,Solar Photovoltaics,3.7992697,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Taunton Racecourse,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Stables,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Vantage Point,Solar Photovoltaics,2.0457606,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wilsom Farm,Solar Photovoltaics,16.073833,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Woodlands Farm Solar Park,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bowerhouse Farm,Solar Photovoltaics,12.128438,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brickyard Barn (resubmission),Solar Photovoltaics,5.991156,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bronwylfa Reservoir,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land At Court Farm,Solar Photovoltaics,3.2147667,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crapnell Farm Solar Farm,Solar Photovoltaics,7.890791,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Danes Farm - extension,Solar Photovoltaics,15.3432045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ellough Airfield (Resubmission),Solar Photovoltaics,19.2886,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ermine Street Farm solar park,Solar Photovoltaics,47.49087,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Eynsham Solar Farm,Solar Photovoltaics,19.2886,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ford Farm (Ashurst),Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Priors Byne Farm,Solar Photovoltaics,11.105557,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Scottow Moor - RAF Coltishall Solar Farm (Phase 1),Solar Photovoltaics,46.760242,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Owls Lodge Farm Extension,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hawksland Solar,Solar Photovoltaics,4.5298986,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Middle Treworder Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Black Bush Farm,Solar Photovoltaics,3.9453955,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Goonhilly Downs - PV,Solar Photovoltaics,6.5756593,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Tregarne Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Causilgey Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ninnis Farm Solar,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trelow Farm,Solar Photovoltaics,2.3380122,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hewas Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Knowle Farm Solar,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Airfield Farm PV,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lower Bodiniel Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shelswell Park Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chittering Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kernow Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Limes Farm Solar Farm,Solar Photovoltaics,6.721785,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bratton Fleming Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lee Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Woodlands Barton Solar Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Winsdon Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Manor of Cadland Estate,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trenouth Farm,Solar Photovoltaics,5.260527,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Callington Solar Farm,Solar Photovoltaics,9.352049,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St Columb Major Solar Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crossways Pit Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ayshford Court Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Andover Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oving Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grange Farm (Cornwall),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shipton Bellinger - Park House Corner Solar Farm,Solar Photovoltaics,7.890791,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wyld Meadow Solar Farm,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shooters Bottom Solar Park,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Goldenhaye Field Solar Farm,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Clearwell Farm - solar,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Danes Farm,Solar Photovoltaics,4.82215,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langstone Court Road Solar Farm,Solar Photovoltaics,3.653144,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Five Oaks Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Culworth House Solar Farm,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Warleigh Barton Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trenoweth Solar Farm,Solar Photovoltaics,3.653144,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wymeswold Airfield,Solar Photovoltaics,49.68276,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Hatherleigh Solar Farm,Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Barton Solar Farm,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Clann Solar Farm,Solar Photovoltaics,2.0457606,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dolmans Hill (Redbridge Farm) Solar Arrays,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Norfolk Business Centre Solar Park,Solar Photovoltaics,16.073833,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Horsacott Farm Solar Park,Solar Photovoltaics,9.352049,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Broxted Solar Farm (Stradishall Airfield),Solar Photovoltaics,46.17574,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pentylands Farm,Solar Photovoltaics,27.763895,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trefinnick Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Four Burrows Solar farm,Solar Photovoltaics,10.521054,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rudbaxton Solar Park,Solar Photovoltaics,15.781582,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hope Solar Farm,Solar Photovoltaics,10.66718,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Culmhead Solar Farm (Resubmission),Solar Photovoltaics,10.959432,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wheal Alfred Road Solar Farm,Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blatchworthy Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parsonage Barn (extension),Solar Photovoltaics,11.105557,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
BIOSSENCE SOLAR PARK,Solar Photovoltaics,6.5756593,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
HENDRA HOLIDAY PARK SOLAR FARM,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
EASTACOMBE SOLAR FARM,Solar Photovoltaics,5.260527,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wrexham Social Housing PV,Solar Photovoltaics,7.890791,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Creathorne Farm  - Solar Farm,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Pirzwell Solar Farm,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Broadgate Solar Farm,Solar Photovoltaics,1.6073834,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
CRAYSMARSH SOLAR FARM,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
SOLAR PARK - WHITCHURCH FARM,Solar Photovoltaics,9.498175,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
THE HOLLIES SOLAR PARK - SKEGNESS,Solar Photovoltaics,12.566815,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
AMBLESTON SOLAR PANELS,Solar Photovoltaics,8.767546,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ford Farm Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Canworthy Water,Solar Photovoltaics,59.91156,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Foxcombe Farm Solar Park,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Liddeston Ridge Solar Park (Milford Haven),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bodwen Solar Park,Solar Photovoltaics,8.036917,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Treswarrow Solar Park,Solar Photovoltaics,9.498175,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carnemough Farm Solar Park,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Aller Court Farm Solar Park,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Derriton Fields Solar Farm,Solar Photovoltaics,17.24284,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cleave Farm Solar Park,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Four Burrows Farm  (Extension 2),Solar Photovoltaics,9.205923,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chelworth Industrial Estate Solar Park,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Drapers Farm Solar Park,Solar Photovoltaics,8.767546,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Week Farm Solar Park,Solar Photovoltaics,4.82215,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langton Farm Solar park,Solar Photovoltaics,6.4295335,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Says Court Farm solar park,Solar Photovoltaics,28.9329,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ketton solar farm,Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Manor of Cadland Estate - extension,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rowles Farm solar park,Solar Photovoltaics,18.99635,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ryston Estate Solar Park,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Reaches Farm Solar Park,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Watchfield Lawn,Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Witches Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burntstalk Solar Park,Solar Photovoltaics,16.804462,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Claypit Moor Solar Farm (Lexham),Solar Photovoltaics,11.543935,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Holton Airfield,Solar Photovoltaics,16.073833,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Goose Willow Farm,Solar Photovoltaics,16.804462,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chediston Hall Solar Park,Solar Photovoltaics,17.973469,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burthy Farm,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Caeremlyn Solar Farm,Solar Photovoltaics,26.302637,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hazard Farm,Solar Photovoltaics,9.352049,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Home Farm (Merton - solar),Solar Photovoltaics,26.741014,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rudge Hill Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sevor Farm,Solar Photovoltaics,13.589696,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marsh Farm,Solar Photovoltaics,20.457607,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Four Burrows Solar farm (Extension 1),Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Old Rides solar Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parabel North Beer Solar Farm,Solar Photovoltaics,9.936552,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crockers Hele,Solar Photovoltaics,1.8996348,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bentley Motors Ltd 1,Solar Photovoltaics,7.4524136,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Northwick Estate (Extension),Solar Photovoltaics,3.2147667,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Of Field Barn,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wroughton Airfield Solar Park,Solar Photovoltaics,73.06288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Forest Heath Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Abbey Farm,Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Soho Farm,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land South West Of Apollo Business Park,Solar Photovoltaics,2.484138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm (Monmouthshire),Solar Photovoltaics,15.3432045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Mill Farm,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at East Farm,Solar Photovoltaics,9.936552,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
New Rendy Farm,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Reydon Farm (resubmission),Solar Photovoltaics,5.6989045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Copley Farm,Solar Photovoltaics,43.837727,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ellough Airfield (Ellough 2 extension),Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nanteague Farm,Solar Photovoltaics,11.251683,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grange Farm (Burton Pedwardine),Solar Photovoltaics,21.918863,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wheat Leasows Solar Park,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Honington Solar Farm,Solar Photovoltaics,19.873104,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hill Farm Solar Park,Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Homeland Solar Farm,Solar Photovoltaics,19.2886,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
East Fairlee,Solar Photovoltaics,10.66718,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fairwind Farm,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Redlands Farm,Solar Photovoltaics,9.059797,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fenton Home Farm,Solar Photovoltaics,45.737362,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Abbots Ripton Solar Farm,Solar Photovoltaics,36.093063,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
South Lees Farm,Solar Photovoltaics,16.073833,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Southwick Estate,Solar Photovoltaics,70.140366,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Waterloo solar park,Solar Photovoltaics,21.33436,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ketton solar farm - phase 2,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oak Cottage,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
