SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
10-Apr-17,41,36389,36225,37351,37187,33276,1042,5108,0,11750,0,6,3,1998,1000,-76,-380,1971,1003,-74,-382
10-Apr-17,42,36129,35819,37180,36871,33007,1005,5108,0,11750,0,6,5,1998,1017,-122,-423,1971,1021,-126,-420
10-Apr-17,43,34962,34538,36071,35643,31850,986,5108,0,11750,0,6,2,1998,1008,-242,-361,1971,1011,-242,-360
10-Apr-17,44,32921,32555,34046,33675,29958,967,5108,0,11750,0,8,7,1997,1013,-227,-390,1971,1018,-223,-389
10-Apr-17,45,31100,30729,32090,31707,28287,982,5108,0,11750,0,8,7,1997,1032,-201,-281,1971,1033,-197,-276
10-Apr-17,46,29119,28606,29886,29363,26474,996,5108,0,11750,0,7,10,1997,1008,-126,-134,1971,1007,-120,-129
10-Apr-17,47,27017,26546,27564,27093,24585,1027,5108,0,11750,0,16,19,1709,818,-31,12,1678,814,-30,18
10-Apr-17,48,25252,24801,25773,25323,22983,1057,5108,0,11750,0,21,22,1700,817,24,114,1678,819,26,117
11-Apr-17,1,23940,23492,24932,24504,21760,1060,5108,0,11750,0,492,513,1701,823,32,153,1678,825,32,154
11-Apr-17,2,23261,22827,24677,24247,21216,1062,5108,0,11750,0,916,948,1701,791,79,155,1678,790,81,156
11-Apr-17,3,23153,22746,25085,24679,21302,1111,5108,0,11750,0,1432,1433,1701,799,130,210,1678,797,132,214
11-Apr-17,4,23427,23031,25352,24956,21710,1160,5108,0,11750,0,1425,1426,1701,790,181,293,1678,791,182,294
11-Apr-17,5,23212,22793,25120,24709,21558,1209,5108,0,11750,0,1408,1460,1701,812,225,291,1678,814,226,291
11-Apr-17,6,22883,22520,24782,24426,21259,1257,5108,0,11750,0,1399,1555,1701,813,182,339,1678,814,176,340
11-Apr-17,7,22532,22220,24420,24263,20957,1310,5108,0,11750,0,1388,1543,1701,821,107,295,1678,825,106,292
11-Apr-17,8,22289,22001,24164,24032,20808,1363,5108,0,11750,0,1375,1532,1701,830,115,259,1678,830,116,258
11-Apr-17,9,22274,22035,24131,23893,20797,1373,5108,0,11750,0,1357,1357,1702,860,142,239,1678,862,142,239
11-Apr-17,10,22310,22100,24174,23966,20883,1383,5108,0,11750,0,1364,1366,1702,804,146,236,1678,796,145,236
11-Apr-17,11,22936,22772,24782,24618,21457,1393,5108,0,11750,0,1346,1346,1653,382,188,304,1629,370,190,309
11-Apr-17,12,24024,23911,25870,25758,22440,1402,5108,0,11750,0,1346,1347,1642,371,187,379,1630,390,186,381
11-Apr-17,13,26218,26231,27408,27299,24464,1424,5108,31,11750,0,690,640,1993,979,231,453,1971,990,233,451
11-Apr-17,14,28525,28396,29034,28905,26624,1446,5108,290,11750,0,9,9,1998,986,246,326,1971,985,246,320
11-Apr-17,15,30864,30809,31371,31318,28749,1465,5108,708,11750,0,7,9,1997,956,210,176,1971,961,205,171
11-Apr-17,16,32039,31969,32551,32482,29894,1483,5108,1240,11750,0,12,12,1998,1015,87,32,1971,1016,82,26
11-Apr-17,17,32927,32778,33482,33333,30654,1538,5108,1850,11750,0,6,1,1998,973,17,-49,1971,975,16,-50
11-Apr-17,18,32800,32537,33387,33123,30407,1592,5108,2480,11750,0,8,5,1997,982,26,-79,1971,982,26,-80
11-Apr-17,19,32595,32302,33305,33022,30141,1673,5108,3270,11750,0,6,5,1997,752,-27,-177,1971,744,-32,-182
11-Apr-17,20,31766,31456,32683,32379,29316,1754,5108,3960,11750,0,6,7,1998,726,-154,-257,1971,728,-159,-257
11-Apr-17,21,30880,30597,31906,31627,28433,1805,5108,4470,11750,0,2,3,1939,692,-235,-289,1911,690,-235,-293
11-Apr-17,22,30254,29966,31373,31084,27832,1855,5108,4880,11750,0,2,1,1936,690,-252,-365,1912,693,-251,-365
11-Apr-17,23,29822,29556,30950,30684,27438,1921,5108,5320,11750,0,1,1,1994,937,-252,-375,1971,948,-251,-376
11-Apr-17,24,29837,29550,30959,30667,27424,1986,5108,5570,11750,0,1,1,1997,949,-250,-371,1971,950,-248,-370
11-Apr-17,25,29521,29203,30562,30241,27099,2027,5108,5910,11750,0,2,3,1996,950,-215,-324,1971,951,-211,-324
11-Apr-17,26,28986,28658,29984,29655,26568,2068,5108,6020,11750,0,3,3,1998,945,-171,-324,1970,940,-169,-324
11-Apr-17,27,28382,28097,29366,29080,25998,2121,5108,6310,11750,0,2,3,1838,588,-171,-311,1810,581,-169,-310
11-Apr-17,28,27932,27681,28925,28689,25617,2173,5108,6280,11750,0,2,42,1835,574,-187,-304,1813,577,-185,-303
11-Apr-17,29,27662,27419,28587,28493,25417,2231,5108,5870,11750,0,1,155,1896,932,-172,-252,1872,944,-169,-251
11-Apr-17,30,27514,27206,28437,28278,25294,2288,5108,5420,11750,0,2,236,1897,949,-172,-249,1872,950,-169,-249
11-Apr-17,31,27688,27456,28616,28384,25460,2334,5108,5130,11750,0,2,308,1992,866,-187,-239,1970,864,-186,-238
11-Apr-17,32,27990,27781,28946,28735,25788,2379,5108,4710,11750,0,67,378,1998,863,-184,-205,1969,867,-181,-202
11-Apr-17,33,28713,28553,29508,29339,26475,2386,5108,4200,11750,0,148,454,1994,997,-79,-68,1971,1000,-73,-64
11-Apr-17,34,29836,29693,30624,30445,27550,2393,5108,3700,11750,0,104,404,1997,1000,-88,-96,1971,1001,-89,-99
11-Apr-17,35,30924,30763,31523,31356,28575,2361,5108,3170,11750,0,2,305,1997,1000,-24,-73,1971,1000,-20,-71
11-Apr-17,36,31713,31467,32292,32047,29360,2328,5108,2450,11750,0,1,304,1997,999,-24,-54,1971,1001,-25,-54
11-Apr-17,37,32379,32112,32964,32700,30098,2260,5108,1730,11750,0,2,307,1997,897,-83,14,1971,894,-86,20
11-Apr-17,38,33017,32769,33553,33298,30673,2192,5108,1050,11750,0,2,236,1998,890,-34,156,1971,894,-26,160
11-Apr-17,39,33323,32986,33829,33495,30872,2136,5108,472,11750,0,6,13,1997,997,127,254,1971,1001,131,258
11-Apr-17,40,33614,33294,34127,33807,31137,2079,5108,237,11750,0,13,11,1997,1000,167,272,1971,1001,166,271
11-Apr-17,41,34639,34249,35149,34756,32035,2056,5108,0,11750,0,10,6,1997,999,221,191,1971,1000,225,186
11-Apr-17,42,34068,33774,34580,34282,31596,2032,5108,0,11750,0,12,7,1997,1000,179,44,1971,1001,172,37
11-Apr-17,43,32924,32623,33510,33210,30575,2037,5108,0,11750,0,11,11,1997,1000,16,-75,1971,1000,8,-77
11-Apr-17,44,31431,31030,32066,31663,29257,2041,5108,0,11750,0,11,12,1997,1007,-98,-26,1971,1008,-100,-23
11-Apr-17,45,29651,29217,30323,29888,27622,2049,5108,0,11750,0,8,9,1858,992,-139,-25,1827,998,-137,-25
11-Apr-17,46,27600,27106,28187,27681,25712,2056,5108,0,11750,0,10,8,1852,989,-77,42,1827,988,-69,48
11-Apr-17,47,25329,24884,25849,25405,23592,2053,5108,0,11750,0,20,21,1519,769,97,192,1483,757,103,198
11-Apr-17,48,23614,23209,24134,23729,22023,2050,5108,0,11750,0,20,20,1504,739,228,285,1484,738,230,285
12-Apr-17,1,22286,21898,23291,22925,20780,2034,5108,0,11750,0,505,527,1505,738,247,286,1484,740,246,286
12-Apr-17,2,21641,21310,23024,22719,20180,2018,5108,0,11750,0,883,909,1505,730,247,286,1484,725,246,286
12-Apr-17,3,21466,21302,23388,23224,20076,2031,5108,0,11750,0,1422,1422,1506,721,247,286,1484,721,246,286
12-Apr-17,4,21925,21650,23829,23555,20564,2044,5108,0,11750,0,1404,1405,1506,747,247,286,1484,747,246,286
12-Apr-17,5,21688,21356,23582,23250,20365,2051,5108,0,11750,0,1394,1394,1506,751,247,286,1484,752,246,286
12-Apr-17,6,21464,21116,23350,23003,20141,2058,5108,0,11750,0,1386,1387,1506,747,247,286,1484,738,246,286
12-Apr-17,7,21091,20784,22965,22658,19735,2086,5108,0,11750,0,1374,1374,1269,349,247,286,1240,339,246,286
12-Apr-17,8,20939,20631,22798,22491,19586,2114,5108,0,11750,0,1359,1360,1259,348,247,286,1241,346,246,286
12-Apr-17,9,20776,20465,22632,22322,19418,2086,5108,0,11750,0,1356,1358,1260,325,247,286,1241,323,247,286
12-Apr-17,10,20842,20563,22690,22410,19533,2058,5108,0,11750,0,1348,1348,1260,326,247,286,1241,325,246,286
12-Apr-17,11,21465,21336,23304,23177,20047,2062,5108,0,11750,0,1339,1340,1259,317,247,286,1241,318,246,286
12-Apr-17,12,22648,22526,24472,24351,21112,2066,5108,0,11750,0,1324,1326,1257,336,247,287,1242,342,246,286
12-Apr-17,13,24811,24750,25916,25818,23052,2094,5108,4,11750,0,605,559,1383,699,247,287,1364,710,247,286
12-Apr-17,14,27114,26965,27622,27473,25219,2122,5108,126,11750,0,8,7,1379,760,248,287,1364,770,247,286
12-Apr-17,15,29831,29651,30338,30157,27744,2138,5108,355,11750,0,7,5,1548,997,192,287,1527,1006,187,286
12-Apr-17,16,31577,31373,32083,31874,29355,2153,5108,653,11750,0,6,1,1538,1022,128,287,1528,1024,122,286
12-Apr-17,17,32950,32684,33456,33189,30534,2213,5108,1000,11750,0,6,5,1993,1040,51,256,1971,1042,49,252
12-Apr-17,18,33233,32995,33739,33501,30762,2273,5108,1420,11750,0,6,6,1998,1024,16,186,1971,1024,16,186
12-Apr-17,19,33582,33225,34137,33784,31062,2374,5108,1910,11750,0,4,5,1998,1021,-51,182,1971,1022,-54,182
12-Apr-17,20,33342,32950,33983,33594,30883,2474,5108,2380,11750,0,4,5,1998,1032,-137,164,1971,1033,-142,164
12-Apr-17,21,33056,32637,33727,33289,30647,2513,5108,2690,11750,0,3,3,1997,1023,-168,189,1971,1021,-161,190
12-Apr-17,22,32581,32225,33129,32765,30245,2551,5108,3060,11750,0,2,3,1998,985,-46,193,1971,990,-42,193
12-Apr-17,23,32037,31772,32558,32291,29724,2598,5108,3530,11750,0,2,3,1998,1007,-19,181,1971,1010,-17,178
12-Apr-17,24,31676,31445,32235,32011,29400,2645,5108,4060,11750,0,2,3,1997,988,-57,44,1971,984,-61,37
12-Apr-17,25,31251,30998,31944,31691,28962,2665,5108,4380,11750,0,2,3,1997,976,-143,-48,1971,982,-141,-48
12-Apr-17,26,30585,30261,31290,30968,28344,2684,5108,4700,11750,0,2,3,1997,980,-144,-59,1971,980,-143,-61
12-Apr-17,27,29905,29593,30712,30401,27717,2703,5108,4840,11750,0,2,3,1997,986,-160,-145,1971,990,-158,-147
12-Apr-17,28,29376,29034,30171,29828,27235,2722,5108,4840,11750,0,2,3,1998,1000,-143,-150,1971,1001,-141,-150
12-Apr-17,29,28845,28540,29649,29343,26703,2741,5108,4940,11750,0,2,3,1997,1001,-143,-159,1971,1001,-141,-159
12-Apr-17,30,28656,28324,29460,29127,26540,2760,5108,4860,11750,0,2,3,1997,1000,-143,-159,1971,1000,-141,-159
12-Apr-17,31,28879,28544,29794,29466,26764,2761,5108,4440,11750,0,1,1,1997,1001,-195,-219,1971,1001,-198,-223
12-Apr-17,32,29352,29047,30361,30054,27278,2762,5108,4040,11750,0,1,1,1997,999,-219,-289,1971,1001,-217,-290
12-Apr-17,33,30118,29752,30975,30596,27939,2710,5108,3480,11750,0,2,3,1997,1000,-152,-203,1971,1000,-145,-198
12-Apr-17,34,31013,30739,31738,31467,28830,2658,5108,2980,11750,96,3,3,1997,1020,-83,-139,1971,1024,-83,-139
12-Apr-17,35,31693,31389,32477,32172,29455,2605,5108,2430,11750,288,10,10,1997,998,-158,-116,1970,998,-160,-114
12-Apr-17,36,32178,31868,32965,32655,29954,2551,5108,1850,11750,288,11,11,1997,989,-231,-45,1971,991,-233,-43
12-Apr-17,37,32642,32362,33481,33196,30433,2424,5108,1300,11750,258,11,12,1998,979,-250,-78,1971,981,-248,-78
12-Apr-17,38,33180,32958,33968,33738,30938,2297,5108,733,11750,142,11,11,1997,1020,-248,-29,1970,1022,-245,-26
12-Apr-17,39,33513,33271,34220,33973,31322,2219,5108,373,11750,0,12,11,1997,971,-195,55,1971,972,-191,57
12-Apr-17,40,33867,33612,34542,34285,31583,2141,5108,103,11750,0,12,7,1997,1008,-142,-21,1971,1010,-136,-28
12-Apr-17,41,34539,34159,35281,34896,32093,2094,5108,0,11750,0,11,5,1997,1011,-58,-173,1971,1014,-58,-178
12-Apr-17,42,34651,34170,35654,35175,32007,2046,5108,0,11750,0,7,0,1997,994,-174,-322,1971,996,-179,-328
12-Apr-17,43,33668,33204,34774,34366,30994,2010,5108,0,11750,0,8,2,1997,975,-252,-346,1971,977,-251,-343
12-Apr-17,44,31901,31536,32962,32593,29376,1974,5108,0,11750,0,4,3,1997,989,-252,-305,1971,990,-251,-304
12-Apr-17,45,30226,29762,31200,30747,27840,1940,5108,0,11750,0,1,1,1995,981,-252,-221,1971,983,-251,-215
12-Apr-17,46,28359,27906,29182,28715,26061,1905,5108,0,11750,0,8,6,1997,972,-243,-72,1970,972,-239,-66
12-Apr-17,47,26376,25896,27020,26531,24216,1866,5108,0,11750,0,19,18,1616,748,-125,78,1581,734,-116,84
12-Apr-17,48,24882,24463,25484,25122,22801,1827,5108,0,11750,0,102,112,1601,792,51,221,1582,793,59,224
13-Apr-17,1,23560,23121,24598,24273,21486,1729,5108,0,11750,0,538,605,1580,779,188,181,1558,776,191,178
13-Apr-17,2,22789,22448,24244,24083,20790,1631,5108,0,11750,0,955,1130,1578,790,139,214,1559,795,132,217
13-Apr-17,3,22867,22557,24746,24553,20901,1607,5108,0,11750,0,1379,1382,1602,803,102,300,1576,802,103,306
13-Apr-17,4,23255,22946,25236,24930,21301,1583,5108,0,11750,0,1481,1484,1602,810,103,389,1582,814,101,390
13-Apr-17,5,23029,22660,25079,24748,21109,1552,5108,0,11750,0,1550,1551,1602,785,160,454,1582,785,166,458
13-Apr-17,6,22765,22435,24802,24473,20851,1521,5108,0,11750,0,1537,1538,1602,799,223,435,1582,799,219,430
13-Apr-17,7,22497,22154,24522,24180,20502,1506,5108,0,11750,0,1525,1526,1602,806,157,286,1582,806,156,281
13-Apr-17,8,22393,22015,24415,24037,20445,1490,5108,0,11750,0,1522,1523,1603,790,174,205,1582,790,173,205
13-Apr-17,9,22303,21944,24323,23965,20322,1446,5108,0,11750,0,1520,1521,1603,770,169,235,1582,768,168,236
13-Apr-17,10,22409,22062,24414,24215,20394,1401,5108,0,11750,0,1505,1653,1602,785,173,309,1582,787,172,314
13-Apr-17,11,23158,22815,25015,24822,21068,1385,5108,0,11750,0,1357,1507,1602,791,224,434,1582,789,226,435
13-Apr-17,12,24114,23780,25952,25627,21943,1368,5108,0,11750,0,1338,1347,1603,788,183,338,1582,788,179,333
13-Apr-17,13,26094,25887,27215,26961,23813,1345,5108,2,11750,0,621,573,1602,777,188,189,1582,781,188,183
13-Apr-17,14,28399,28213,28906,28864,25931,1322,5108,69,11750,0,7,151,1601,803,91,40,1582,802,83,34
13-Apr-17,15,31038,30825,31739,31692,28378,1314,5108,402,11750,0,4,158,1915,704,-86,-111,1900,701,-91,-116
13-Apr-17,16,32573,32259,33399,33099,29752,1305,5108,957,11750,0,3,5,1925,666,-97,-226,1900,677,-89,-230
13-Apr-17,17,33730,33310,34555,34141,30770,1339,5108,1530,11750,80,3,3,1995,1006,0,-322,1971,1010,-2,-323
13-Apr-17,18,33615,33220,34581,34194,30646,1372,5108,2090,11750,229,9,10,1997,985,-98,-359,1971,990,-101,-360
13-Apr-17,19,33642,33214,34662,34236,30647,1414,5108,2610,11750,229,8,9,1997,828,-171,-341,1971,825,-170,-342
13-Apr-17,20,33360,32903,34420,33967,30391,1455,5108,3230,11750,229,8,9,1997,817,-180,-372,1971,817,-181,-372
13-Apr-17,21,33097,32676,34160,33732,30130,1445,5108,3770,11750,229,8,7,1997,811,-250,-305,1971,813,-249,-300
13-Apr-17,22,32952,32535,33933,33515,30015,1435,5108,4100,11750,229,8,7,1997,796,-252,-221,1971,800,-250,-221
13-Apr-17,23,33002,32591,33955,33541,30102,1436,5108,4080,11750,229,8,9,1998,882,-252,-193,1971,887,-250,-192
13-Apr-17,24,33061,32648,33984,33567,30173,1436,5108,4000,11750,205,6,5,1997,891,-251,-166,1971,894,-249,-166
13-Apr-17,25,32843,32421,33764,33341,30037,1435,5108,4270,11750,190,7,5,1998,956,-226,-188,1971,961,-223,-189
13-Apr-17,26,32503,32085,33442,33025,29766,1433,5108,3540,11750,54,11,7,1997,962,-224,-204,1971,962,-223,-207
13-Apr-17,27,32061,31603,33055,32589,29365,1458,5108,3800,11750,0,11,5,1997,826,-218,-265,1971,823,-216,-265
13-Apr-17,28,31830,31332,32733,32232,29136,1483,5108,4170,11750,0,5,9,1997,832,-155,-243,1971,832,-149,-244
13-Apr-17,29,31730,31255,32690,32221,29107,1508,5108,3990,11750,0,2,7,1997,771,-122,-336,1971,770,-121,-338
13-Apr-17,30,31531,31109,32462,32043,28920,1532,5108,4120,11750,0,3,8,1998,773,-122,-306,1971,778,-121,-304
13-Apr-17,31,31492,31247,32398,32154,28842,1557,5108,3700,11750,0,3,7,1997,997,-143,-260,1971,1001,-144,-258
13-Apr-17,32,31689,31540,32621,32469,29024,1581,5108,2990,11750,0,5,6,1997,1000,-178,-249,1971,1000,-175,-248
13-Apr-17,33,32216,32082,32965,32865,29499,1563,5108,2700,11750,0,3,5,1998,1000,-94,-152,1971,1001,-91,-147
13-Apr-17,34,33163,32890,33940,33707,30383,1544,5108,2270,11750,0,3,4,1998,1000,-134,-140,1971,1001,-134,-146
13-Apr-17,35,33855,33416,34695,34254,31002,1490,5108,1750,11750,0,8,5,1997,1000,-111,-221,1971,1000,-108,-221
13-Apr-17,36,34168,33736,35104,34689,31311,1436,5108,1330,11750,0,3,3,1998,999,-131,-302,1971,1001,-134,-307
13-Apr-17,37,34624,34154,35720,35250,31723,1344,5108,912,11750,0,7,7,1997,1000,-192,-397,1971,1000,-192,-398
13-Apr-17,38,34688,34236,35692,35228,31761,1251,5108,634,11750,186,9,4,1998,1000,-149,-346,1971,1001,-144,-344
13-Apr-17,39,34722,34240,35610,35123,31836,1201,5108,354,11750,188,7,9,1998,1000,-124,-257,1971,1001,-122,-254
13-Apr-17,40,34866,34398,35693,35217,31927,1150,5108,152,11750,188,17,20,1998,1000,-131,-179,1971,1000,-129,-177
13-Apr-17,41,35355,34915,36131,35684,32357,1116,5108,26,11750,150,16,11,1997,1000,-115,-145,1971,1001,-112,-145
13-Apr-17,42,35540,35069,36423,35966,32450,1081,5108,0,11750,0,10,9,1998,1000,-125,-248,1971,1000,-128,-253
13-Apr-17,43,34445,34073,35515,35190,31440,1077,5108,0,11750,0,9,5,1997,999,-229,-332,1971,1001,-229,-333
13-Apr-17,44,32797,32431,33809,33438,29999,1072,5108,0,11750,0,8,9,1997,999,-170,-334,1971,1000,-163,-334
13-Apr-17,45,30979,30573,31880,31467,28355,1079,5108,0,11750,0,8,9,1997,947,-138,-255,1971,948,-136,-250
13-Apr-17,46,29066,28658,29748,29324,26545,1085,5108,0,11750,0,12,11,1997,945,-64,-106,1971,942,-56,-101
13-Apr-17,47,26993,26615,27510,27132,24655,1093,5108,0,11750,0,17,17,1952,668,33,44,1925,658,32,50
13-Apr-17,48,25259,24972,26002,25881,23069,1100,5108,0,11750,0,243,409,1941,655,105,194,1907,654,112,199
14-Apr-17,1,24010,23749,25311,25210,21889,1062,5108,0,11750,0,801,994,1702,655,227,340,1678,654,229,345
14-Apr-17,2,23175,23003,25080,25048,21117,1023,5108,0,11750,0,1405,1559,1701,655,244,417,1678,654,243,417
14-Apr-17,3,23220,23018,25149,25102,21200,1021,5108,0,11750,0,1429,1585,1701,655,244,474,1678,655,244,476
14-Apr-17,4,23582,23422,25500,25496,21609,1019,5108,0,11750,0,1418,1574,1701,655,244,499,1678,654,244,498
14-Apr-17,5,23257,23114,25413,25437,21291,1012,5108,0,11750,0,1656,1865,1701,655,244,498,1678,654,244,498
14-Apr-17,6,22945,22790,25101,25252,20922,1005,5108,0,11750,0,1656,1962,1702,655,244,499,1678,656,244,499
14-Apr-17,7,22692,22506,24907,25027,20572,1011,5108,0,11750,0,1715,2021,1701,844,244,499,1678,853,244,498
14-Apr-17,8,22463,22253,24674,24770,20341,1016,5108,0,11750,0,1711,2017,1701,853,244,499,1678,855,244,499
14-Apr-17,9,22194,22003,24394,24508,20063,988,5108,0,11750,0,1700,2006,1701,853,244,499,1678,854,244,498
14-Apr-17,10,22085,21925,24268,24415,19946,960,5108,0,11750,0,1683,1989,1701,853,244,499,1678,854,244,500
14-Apr-17,11,22424,22206,24587,24666,20176,956,5108,0,11750,0,1663,1961,1701,853,244,499,1678,854,244,498
14-Apr-17,12,22876,22663,24778,24717,20542,952,5108,0,11750,0,1402,1554,1701,852,244,499,1678,849,244,499
14-Apr-17,13,23737,23529,25326,25251,21260,954,5108,3,11750,0,1089,1231,1701,527,245,499,1678,518,244,498
14-Apr-17,14,24647,24535,25864,25918,22016,956,5108,45,11750,0,717,839,1696,488,214,487,1678,467,209,484
14-Apr-17,15,26262,26107,27011,26882,23473,952,5108,166,11750,0,20,15,1991,-229,106,365,1971,-243,104,359
14-Apr-17,16,27470,27287,28236,28061,24574,948,5108,426,11750,0,13,14,1997,-253,128,220,1971,-252,128,215
14-Apr-17,17,28790,28626,29427,29255,25732,987,5108,684,11750,0,12,7,1998,-125,87,91,1971,-121,87,86
14-Apr-17,18,29406,29091,30036,29728,26246,1025,5108,981,11750,0,6,7,1998,-119,43,-5,1971,-116,37,-7
14-Apr-17,19,30091,29725,30657,30290,26881,1075,5108,1450,11750,0,6,7,1996,317,-60,52,1971,334,-59,56
14-Apr-17,20,30171,29791,30738,30366,26964,1125,5108,1740,11750,0,6,7,1997,366,-56,-5,1971,369,-58,-12
14-Apr-17,21,29986,29594,30740,30350,26772,1159,5108,2100,11750,0,7,7,1997,648,-120,-127,1971,659,-120,-129
14-Apr-17,22,29545,29315,30336,30106,26341,1192,5108,2510,11750,0,3,3,1997,661,-138,-150,1971,664,-138,-150
14-Apr-17,23,29280,29054,30042,29811,26094,1260,5108,2850,11750,0,1,1,1997,938,-154,-107,1971,947,-152,-105
14-Apr-17,24,29164,28938,29905,29678,26010,1328,5108,2970,11750,0,2,3,1997,924,-154,-85,1971,929,-152,-85
14-Apr-17,25,29132,28796,29856,29629,25990,1387,5108,3090,11750,0,2,3,1997,962,-161,-61,1971,963,-160,-61
14-Apr-17,26,28850,28348,29627,29322,25753,1446,5108,3300,11750,0,4,1,1998,910,-162,-111,1971,909,-161,-112
14-Apr-17,27,28158,27719,29029,28755,25132,1505,5108,3510,11750,124,4,3,1996,557,-223,-144,1971,554,-223,-144
14-Apr-17,28,27709,27399,28492,28192,24750,1563,5108,3350,11750,136,3,5,1997,565,-204,-76,1970,571,-201,-70
14-Apr-17,29,27682,27339,28399,28117,24781,1633,5108,3240,11750,134,2,5,1904,930,-213,-2,1879,945,-212,1
14-Apr-17,30,27757,27406,28574,28282,24866,1702,5108,2880,11750,90,2,5,1914,920,-214,-101,1872,915,-213,-107
14-Apr-17,31,27706,27340,28701,28402,24846,1760,5108,2440,11750,0,2,5,1913,480,-245,-248,1907,466,-245,-253
14-Apr-17,32,27883,27622,28937,28675,25076,1818,5108,2420,11750,0,2,5,1957,453,-252,-300,1928,456,-250,-299
14-Apr-17,33,28539,28216,29522,29292,25648,1828,5108,1860,11750,0,4,4,1993,543,-247,-232,1971,546,-245,-226
14-Apr-17,34,29799,29436,30635,30420,26847,1837,5108,1490,11750,0,8,5,1996,545,-246,-82,1971,551,-243,-76
14-Apr-17,35,31142,30755,31791,31396,28211,1828,5108,1320,11750,0,10,9,1997,944,-139,35,1971,960,-131,35
14-Apr-17,36,31852,31463,32426,32031,28948,1819,5108,979,11750,0,5,1,1997,928,-64,-5,1971,928,-62,-6
14-Apr-17,37,32049,31623,32634,32204,29220,1797,5108,662,11750,0,9,5,1997,982,-76,61,1971,986,-76,65
14-Apr-17,38,32092,31648,32622,32175,29296,1774,5108,411,11750,0,4,5,1997,995,-26,92,1971,998,-23,92
14-Apr-17,39,32300,31854,32805,32359,29547,1781,5108,201,11750,0,5,5,1997,984,49,67,1971,988,50,63
14-Apr-17,40,32194,31779,32719,32303,29481,1787,5108,50,11750,68,12,11,1996,975,19,-13,1971,976,18,-14
14-Apr-17,41,32199,31981,32711,32492,29446,1794,5108,7,11750,185,12,11,1997,964,19,49,1971,966,16,52
14-Apr-17,42,32019,31698,32667,32351,29233,1800,5108,0,11750,43,12,6,1997,958,-118,-18,1971,963,-124,-24
14-Apr-17,43,31154,30762,32068,31683,28432,1806,5108,0,11750,0,6,7,1997,982,-240,-168,1971,982,-240,-174
14-Apr-17,44,29769,29323,30754,30315,27191,1811,5108,0,11750,0,6,7,1997,982,-190,-289,1971,987,-186,-289
14-Apr-17,45,28242,27720,29059,28586,25781,1810,5108,0,11750,0,7,7,1996,995,-124,-186,1971,995,-121,-180
14-Apr-17,46,26570,26144,27178,26735,24295,1809,5108,0,11750,0,8,7,1997,988,-62,-38,1971,990,-54,-31
14-Apr-17,47,24822,24482,25337,24998,22651,1819,5108,0,11750,0,15,16,1364,716,106,113,1320,702,111,118
14-Apr-17,48,23613,23242,24125,23755,21484,1828,5108,0,11750,0,12,13,1336,699,213,194,1322,697,217,194
15-Apr-17,1,22229,21916,22742,22430,20230,1797,5108,0,11750,0,13,14,1339,687,247,144,1321,687,247,144
15-Apr-17,2,21488,21212,22182,21782,19659,1766,5108,0,11750,0,194,218,1339,653,248,197,1321,651,247,200
15-Apr-17,3,21367,21138,22656,22440,19658,1786,5108,0,11750,0,789,902,1339,687,237,291,1321,687,233,297
15-Apr-17,4,21701,21507,23058,22872,20065,1806,5108,0,11750,0,857,1035,1339,676,183,398,1321,676,182,398
15-Apr-17,5,21435,21248,22790,22757,19919,1822,5108,0,11750,0,855,1161,1339,669,205,350,1321,672,204,350
15-Apr-17,6,21054,20881,22399,22379,19529,1837,5108,0,11750,0,845,1150,1339,705,164,406,1321,700,160,408
15-Apr-17,7,20628,20579,21970,22225,19058,1853,5108,0,11750,0,842,1146,1148,705,45,332,1126,707,41,326
15-Apr-17,8,20403,20318,21696,21964,18812,1869,5108,0,11750,0,793,1099,1140,713,21,183,1126,712,21,177
15-Apr-17,9,20111,20006,21596,21799,18514,1825,5108,0,11750,0,985,1293,760,677,21,101,732,678,21,101
15-Apr-17,10,19862,19789,21312,21515,18294,1780,5108,0,11750,0,950,1200,737,717,21,161,731,718,21,165
15-Apr-17,11,20011,19941,21444,21526,18432,1770,5108,0,11750,0,933,1085,740,701,27,205,731,701,29,205
15-Apr-17,12,20346,20267,21636,21755,18769,1760,5108,0,11750,0,790,942,739,690,129,265,731,686,133,270
15-Apr-17,13,21018,20927,22345,22329,19400,1765,5108,4,11750,0,827,982,740,696,165,414,731,696,162,420
15-Apr-17,14,21863,21686,23047,22844,20154,1770,5108,70,11750,0,684,818,726,695,100,472,732,696,100,470
15-Apr-17,15,23351,23073,24009,23586,21516,1839,5108,312,11750,0,158,257,1769,798,90,407,1778,802,86,407
15-Apr-17,16,24362,24103,24870,24612,22426,1908,5108,704,11750,0,8,9,1803,787,20,373,1776,790,19,369
