SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
16-Jan-19,37,44590,A,43059,45262,43667,40924,1719,5918,0,13052,0,10,7,1997,1058,-62,0,1973,1060,-55,0
16-Jan-19,38,43905,A,42291,44578,42898,40323,1711,5918,0,13052,0,15,7,1997,1058,-58,0,1973,1060,-56,0
16-Jan-19,39,42895,A,41328,43510,41941,39509,1722,5918,0,13052,0,15,14,1997,1058,78,66,1973,1060,85,74
16-Jan-19,40,41891,A,40338,42511,40953,38608,1733,5918,0,13052,0,20,11,1996,1058,83,179,1973,1059,82,184
16-Jan-19,41,40823,A,39276,41442,39903,37667,1751,5918,0,13052,0,19,20,1997,1058,124,289,1973,1060,125,288
16-Jan-19,42,39325,A,37703,39938,38316,36355,1769,5918,0,13052,0,13,11,1997,1058,112,226,1973,1059,111,227
16-Jan-19,43,37505,A,35799,38116,36408,34720,1817,5918,0,13052,0,11,7,1997,1002,124,325,1973,1001,125,324
16-Jan-19,44,35284,A,33654,35894,34261,32734,1864,5918,0,13052,0,10,4,1996,1000,125,252,1973,1001,125,250
16-Jan-19,45,32951,A,31230,33561,31844,30535,1916,5918,0,13052,0,10,11,1996,1000,85,350,1973,1001,82,351
16-Jan-19,46,30920,A,29294,31539,29916,28641,1968,5918,0,13052,0,19,20,1997,1000,40,365,1973,1000,40,361
16-Jan-19,47,28839,A,27209,29458,27831,26795,2001,5918,0,13052,0,19,19,1708,859,14,302,1677,856,16,294
16-Jan-19,48,27360,A,25971,27988,26584,25454,2033,5918,0,13052,0,28,79,1699,853,27,208,1678,855,32,209
17-Jan-19,1,27157,A,25584,28090,26476,25215,2046,5918,0,13052,0,333,489,1603,807,107,332,1580,807,108,334
17-Jan-19,2,27396,A,25908,28611,27135,25554,2058,5918,0,13052,0,615,779,1600,805,110,370,1581,807,110,367
17-Jan-19,3,27050,A,25541,28367,26860,25169,2053,5918,0,13052,0,717,869,1600,804,110,320,1580,807,110,316
17-Jan-19,4,26507,A,25026,28371,26919,24575,2047,5918,0,13052,0,1264,1440,1600,805,110,353,1580,807,110,352
17-Jan-19,5,26215,A,24693,28480,27128,24331,2075,5918,0,13052,0,1665,1817,1600,805,110,330,1581,807,110,328
17-Jan-19,6,25887,A,24368,28312,26937,24021,2103,5918,0,13052,0,1825,1968,1600,805,110,339,1581,807,110,334
17-Jan-19,7,25538,A,23895,27960,26462,23654,2088,5918,0,13052,0,1822,1967,1601,803,110,208,1584,805,110,205
17-Jan-19,8,24882,A,23174,27197,25698,22982,2072,5918,0,13052,0,1715,1876,1601,803,110,177,1584,806,110,175
17-Jan-19,9,24701,A,23073,27077,25438,22773,2115,5918,0,13052,0,1776,2063,1600,804,110,52,1581,807,110,50
17-Jan-19,10,24862,A,23241,27235,25596,22941,2157,5918,0,13052,0,1773,1908,1614,805,84,28,1579,807,81,29
17-Jan-19,11,25438,A,23740,27558,25772,23526,2184,5918,0,13052,0,1449,1587,812,819,-71,0,781,821,-74,0
17-Jan-19,12,26712,A,25108,28427,26643,24682,2210,5918,0,13052,0,1056,1172,801,819,-59,0,781,817,-54,0
17-Jan-19,13,29901,A,28252,30680,28882,27587,2227,5918,0,13052,0,179,318,144,542,51,0,126,532,53,0
17-Jan-19,14,33363,A,31659,34059,32277,30742,2243,5918,0,13052,0,12,64,119,502,-84,0,129,481,-90,0
17-Jan-19,15,37361,A,35711,38463,36527,34369,2239,5918,0,13052,0,12,11,654,-182,-242,-66,658,-194,-246,-74
17-Jan-19,16,39600,A,37904,40980,38718,36307,2234,5918,0,13052,0,11,11,660,-199,-351,-219,658,-201,-354,-224
17-Jan-19,17,40665,A,38920,42453,39910,37175,2209,5918,17,13052,0,10,16,1433,-357,-451,-370,1446,-363,-450,-374
17-Jan-19,18,40757,A,38990,42686,39979,37262,2184,5918,366,13052,0,11,15,1292,-354,-455,-509,1238,-342,-452,-508
17-Jan-19,19,40855,A,39152,42456,39767,37311,2116,5918,925,13052,120,12,13,501,193,-454,-535,492,205,-452,-530
17-Jan-19,20,40282,A,38605,41886,39222,36651,2047,5918,2210,13052,152,13,17,492,212,-455,-536,467,213,-452,-530
17-Jan-19,21,39378,A,37745,40985,38363,35654,2013,5918,3050,13052,0,16,17,356,379,-455,-536,367,383,-452,-530
17-Jan-19,22,38687,A,36994,40286,37608,34906,1979,5918,3720,13052,0,8,14,336,396,-455,-536,310,407,-452,-530
17-Jan-19,23,38193,A,36674,40231,37739,34367,1951,5918,4270,13052,0,5,11,-444,1025,-454,-535,-454,1043,-453,-530
17-Jan-19,24,37603,A,36088,39667,37153,33792,1922,5918,4610,13052,0,7,11,-468,1058,-454,-535,-451,1059,-453,-530
17-Jan-19,25,37602,A,36160,39199,36771,33746,1850,5918,4740,13052,0,6,11,586,1003,-455,-536,619,1001,-452,-530
17-Jan-19,26,37529,A,36184,39125,36795,33653,1777,5918,4720,13052,0,7,11,768,1000,-454,-535,744,1001,-452,-530
17-Jan-19,27,37635,A,36301,39233,36910,33728,1639,5918,4430,13052,0,7,7,1147,1001,-455,-536,1168,1001,-453,-530
17-Jan-19,28,37992,A,36742,39589,37352,34024,1500,5918,3930,13052,0,6,8,1271,1000,-455,-536,1240,1001,-452,-530
17-Jan-19,29,38672,A,37499,40270,38106,34732,1378,5918,3230,13052,0,7,4,1582,1000,-455,-536,1595,1001,-452,-530
17-Jan-19,30,39575,A,38449,41171,39056,35597,1256,5918,2300,13052,0,7,5,1582,999,-454,-535,1531,997,-453,-530
17-Jan-19,31,40595,A,39507,42193,40115,36544,1135,5918,1290,13052,0,7,7,1222,738,-455,-536,1219,729,-452,-530
17-Jan-19,32,42272,A,41171,43872,41781,38135,1013,5918,432,13052,0,11,8,1224,727,-454,-535,1219,727,-452,-530
17-Jan-19,33,43740,A,42703,45347,43314,39412,966,5918,47,13052,0,16,9,1942,916,-455,-536,1939,925,-452,-530
17-Jan-19,34,44736,A,43839,46342,44451,40110,919,5918,4,13052,0,17,12,1997,925,-454,-535,1973,927,-453,-530
17-Jan-19,35,45139,A,44216,46752,44837,40467,870,5918,0,13052,0,24,20,1997,1053,-454,-535,1973,1059,-452,-530
17-Jan-19,36,45328,A,44327,46935,44935,40663,821,5918,0,13052,0,16,4,1997,1058,-455,-536,1973,1060,-453,-530
17-Jan-19,37,45411,A,44522,47009,45128,40791,783,5918,1,13052,0,9,3,1997,1058,-454,-535,1973,1059,-453,-530
17-Jan-19,38,45315,A,44442,46842,45053,40704,745,5918,1,13052,0,12,9,1997,1057,-455,-460,1973,1060,-452,-449
17-Jan-19,39,45473,A,44718,46836,45328,40949,710,5918,1,13052,0,12,7,1996,1057,-441,-310,1973,1059,-438,-299
17-Jan-19,40,44940,A,44104,46134,44720,40484,675,5918,0,13052,0,13,13,1996,1058,-378,-203,1973,1060,-370,-195
17-Jan-19,41,44211,A,43406,45109,44009,39879,651,5918,0,13052,0,12,3,1996,1059,-228,-58,1973,1060,-221,-52
17-Jan-19,42,42844,A,42102,43551,42711,38704,626,5918,0,13052,0,9,7,1996,1057,-98,0,1973,1059,-90,0
17-Jan-19,43,40925,A,40225,41534,40835,36978,623,5918,0,13052,0,9,7,1604,1003,74,66,1567,1001,80,74
17-Jan-19,44,38468,A,37802,39078,38416,34820,619,5918,0,13052,0,10,11,1583,1000,111,181,1570,1001,110,182
17-Jan-19,45,36168,A,35559,36777,36171,32706,623,5918,0,13052,0,9,13,1843,1000,111,83,1826,1001,110,83
17-Jan-19,46,34069,A,33486,34684,34103,30707,627,5918,0,13052,0,15,17,1847,1001,111,94,1825,1001,110,97
17-Jan-19,47,32020,A,31489,32637,32107,28843,641,5918,0,13052,0,17,18,1926,1000,163,172,1905,1001,166,179
17-Jan-19,48,30552,A,30131,31169,30878,27520,655,5918,0,13052,0,17,148,1928,1000,185,290,1906,1001,185,294
18-Jan-19,1,30155,A,29785,31031,30916,27220,683,5918,0,13052,0,276,531,1994,1056,185,438,1973,1059,185,441
18-Jan-19,2,30480,A,30151,31168,31080,27594,711,5918,0,13052,0,88,338,1996,1059,185,504,1973,1059,185,500
18-Jan-19,3,30227,A,29825,31257,31106,27399,734,5918,0,13052,0,430,681,1997,1059,185,504,1973,1060,185,500
18-Jan-19,4,29550,A,29116,30670,30491,26806,757,5918,0,13052,0,520,776,1997,1058,185,504,1973,1060,185,500
18-Jan-19,5,29139,A,28714,30968,30814,26455,787,5918,0,13052,0,1229,1510,1997,1058,185,504,1973,1059,185,500
18-Jan-19,6,28901,A,28468,31054,30790,26223,816,5918,0,13052,0,1553,1786,1997,1058,185,504,1973,1060,185,500
18-Jan-19,7,28470,A,28026,30850,30650,25811,858,5918,0,13052,0,1780,2024,1997,1057,185,504,1973,1060,185,500
18-Jan-19,8,28009,A,27521,30389,30139,25375,900,5918,0,13052,0,1780,2019,1997,1058,185,504,1973,1059,185,500
18-Jan-19,9,27814,A,27304,30168,29895,25242,938,5918,0,13052,0,1754,1991,1997,1003,185,504,1973,1001,185,500
18-Jan-19,10,27901,A,27410,30009,29689,25320,976,5918,0,13052,0,1508,1730,1912,1000,185,504,1858,1001,185,500
18-Jan-19,11,28562,A,28121,29673,29185,25948,1015,5918,0,13052,0,511,712,420,1000,186,504,371,1001,185,500
18-Jan-19,12,29982,A,29607,30592,30458,27227,1053,5918,0,13052,0,10,251,371,982,186,504,377,968,185,500
18-Jan-19,13,33210,A,32850,33824,33465,30212,1082,5918,0,13052,0,14,13,646,199,186,504,639,178,185,500
18-Jan-19,14,36495,A,36055,37105,36670,33233,1111,5918,0,13052,0,10,11,617,149,186,504,644,147,185,500
18-Jan-19,15,40428,A,39905,41037,40516,36802,1159,5918,0,13052,0,9,9,1923,108,176,461,1926,105,175,456
18-Jan-19,16,42607,A,41909,43217,42520,38766,1206,5918,0,13052,91,10,12,1997,106,159,401,1972,106,155,392
18-Jan-19,17,43498,A,42692,44106,43307,39564,1251,5918,18,13052,62,8,15,1980,251,45,250,1955,256,43,244
18-Jan-19,18,43539,A,42642,44149,43255,39637,1295,5918,181,13052,11,10,13,1980,258,42,174,1955,260,43,171
18-Jan-19,19,44281,A,43327,44970,43941,40323,1361,5918,478,13052,0,7,12,1998,531,-82,36,1973,539,-87,34
18-Jan-19,20,44197,A,43080,45013,43691,40214,1427,5918,925,13052,0,6,11,1999,544,-210,0,1973,541,-214,0
18-Jan-19,21,43743,A,42568,44708,43177,39767,1478,5918,1280,13052,0,5,9,1998,390,-360,0,1973,384,-364,0
18-Jan-19,22,43358,A,42077,44414,42686,39392,1529,5918,1530,13052,0,5,9,1999,384,-451,0,1973,384,-450,0
18-Jan-19,23,43210,A,41886,44326,42495,39240,1583,5918,1760,13052,0,5,9,1602,563,-445,-66,1562,567,-443,-73
18-Jan-19,24,42802,A,41497,44081,42107,38887,1636,5918,1790,13052,0,7,10,1597,571,-453,-219,1563,574,-452,-223
18-Jan-19,25,42664,A,41401,44023,42012,38802,1668,5918,1790,13052,0,6,11,804,914,-383,-370,773,926,-378,-373
18-Jan-19,26,42405,A,41105,43869,41715,38586,1700,5918,1710,13052,0,6,9,781,823,-377,-481,777,789,-376,-478
18-Jan-19,27,42139,A,40846,43551,41455,38389,1718,5918,1570,13052,0,7,9,1230,3,-391,-414,1230,-1,-390,-409
18-Jan-19,28,41792,A,40481,43214,41092,38128,1735,5918,1290,13052,0,7,11,1246,0,-403,-412,1211,-1,-399,-408
18-Jan-19,29,41844,A,40499,43220,41109,38197,1764,5918,1020,13052,0,7,9,790,0,-340,-429,777,-1,-340,-425
18-Jan-19,30,41844,A,40359,43320,40970,38181,1792,5918,709,13052,0,6,11,778,0,-444,-426,779,-1,-444,-425
18-Jan-19,31,41705,A,40182,43291,40789,38010,1813,5918,424,13052,0,6,5,1585,97,-454,-526,1588,101,-452,-524
18-Jan-19,32,42456,A,40957,44017,41567,38753,1833,5918,184,13052,0,8,7,1603,102,-418,-535,1586,101,-415,-530
18-Jan-19,33,43344,A,41793,44947,42406,39485,1839,5918,23,13052,0,14,13,1890,596,-453,-536,1873,618,-452,-530
18-Jan-19,34,44459,A,42836,46062,43448,40399,1845,5918,1,13052,0,12,10,1896,677,-455,-536,1872,681,-452,-530
18-Jan-19,35,45024,A,43237,46628,43853,40915,1854,5918,1,13052,0,14,15,1998,1032,-455,-535,1973,1043,-452,-530
18-Jan-19,36,44826,A,42981,46429,43593,40786,1863,5918,0,13052,0,13,9,2000,1048,-455,-535,1973,1050,-453,-530
18-Jan-19,37,44681,A,42861,46284,43475,40716,1864,5918,0,13052,0,12,11,1334,1050,-455,-536,1281,1050,-453,-530
18-Jan-19,38,44672,A,42884,46275,43495,40738,1864,5918,0,13052,0,13,9,1275,1049,-455,-535,1291,1050,-453,-530
18-Jan-19,39,44093,A,42222,45695,42826,40268,1860,5918,0,13052,0,11,3,1998,1058,-455,-536,1973,1059,-453,-530
18-Jan-19,40,42834,A,41018,44365,41633,39082,1856,5918,0,13052,0,12,11,1999,1058,-455,-464,1973,1060,-453,-453
18-Jan-19,41,41316,A,39514,42695,40129,37603,1843,5918,0,13052,0,11,15,1970,1058,-455,-313,1943,1059,-453,-303
18-Jan-19,42,39582,A,37837,40855,38452,36060,1830,5918,0,13052,0,12,15,1979,1059,-455,-206,1941,1059,-453,-198
18-Jan-19,43,37745,A,36030,38857,36645,34317,1810,5918,0,13052,0,12,10,1415,1002,-439,-61,1382,1001,-436,-55
18-Jan-19,44,35906,A,34236,37008,34845,32647,1789,5918,0,13052,0,7,9,1418,1000,-427,-68,1381,1000,-425,-74
18-Jan-19,45,33982,A,32343,35266,32954,30908,1765,5918,0,13052,0,10,11,397,1000,-454,-220,364,1001,-453,-224
18-Jan-19,46,32245,A,30640,33611,31253,29215,1740,5918,0,13052,0,10,13,359,1001,-455,-301,371,1001,-453,-300
18-Jan-19,47,30514,A,28904,31956,29514,27536,1687,5918,0,13052,0,17,8,1108,999,-454,-371,1111,1001,-453,-374
18-Jan-19,48,29179,A,27603,30762,28219,26225,1634,5918,0,13052,0,19,16,1115,1001,-455,-509,1110,1001,-453,-508
19-Jan-19,1,28928,A,27415,30519,28028,26020,1578,5918,0,13052,0,17,13,1680,1055,-439,-535,1673,1059,-434,-530
19-Jan-19,2,29280,A,27821,30755,28429,26383,1521,5918,0,13052,0,17,8,1685,1057,-326,-532,1673,1060,-321,-525
19-Jan-19,3,28869,A,27397,30224,28012,26044,1476,5918,0,13052,0,16,15,1996,1058,-304,-435,1973,1059,-301,-428
19-Jan-19,4,28043,A,26600,29392,27223,25283,1431,5918,0,13052,0,26,23,1999,1057,-304,-419,1973,1059,-301,-413
19-Jan-19,5,27531,A,26197,29195,27289,24823,1386,5918,0,13052,0,479,492,1876,1058,-304,-281,1844,1060,-301,-271
19-Jan-19,6,27356,A,26127,29146,27344,24641,1340,5918,0,13052,0,624,636,1869,1057,-304,-262,1846,1059,-301,-262
19-Jan-19,7,26859,A,25644,29145,27382,24114,1289,5918,0,13052,0,1136,1138,1997,1003,-304,-246,1973,1002,-301,-242
19-Jan-19,8,26334,A,25198,28655,26954,23585,1238,5918,0,13052,0,1172,1156,2000,1000,-304,-245,1973,1002,-301,-241
19-Jan-19,9,25948,A,24897,28214,26649,23236,1204,5918,0,13052,0,1152,1152,1929,999,-304,-210,1901,1000,-301,-205
19-Jan-19,10,25907,A,24901,28181,26655,23174,1169,5918,0,13052,0,1162,1154,1928,1001,-304,-208,1901,1001,-301,-205
19-Jan-19,11,26259,A,25333,28175,26692,23508,1148,5918,0,13052,0,804,777,1845,1000,-304,-208,1817,1001,-301,-207
19-Jan-19,12,26714,A,25851,28405,27011,23886,1127,5918,0,13052,0,573,556,1859,1000,-304,-214,1813,1000,-301,-208
19-Jan-19,13,27919,A,27077,28909,27700,24996,1092,5918,0,13052,0,21,14,862,1000,-304,-65,824,1001,-301,-60
19-Jan-19,14,29187,A,28376,30142,28996,26199,1056,5918,0,13052,0,20,20,833,1000,-304,-31,829,1001,-301,-37
19-Jan-19,15,30956,A,30150,32114,30763,27799,1048,5918,1,13052,0,12,13,1118,999,-372,-174,1109,1001,-376,-178
19-Jan-19,16,32491,A,31658,33718,32271,29211,1039,5918,0,13052,0,9,5,1115,1001,-454,-164,1110,1001,-453,-160
19-Jan-19,17,34564,A,33759,35810,34368,31116,1012,5918,10,13052,0,11,6,1622,1056,-454,-181,1614,1059,-453,-181
19-Jan-19,18,36464,A,35621,37780,36238,32837,985,5918,76,13052,0,10,17,1640,1058,-455,-251,1611,1060,-453,-255
19-Jan-19,19,38287,A,37432,39754,38046,34470,959,5918,230,13052,0,11,11,1341,1059,-454,-402,1312,1059,-453,-405
19-Jan-19,20,39092,A,38241,40641,38854,35177,932,5918,384,13052,0,11,13,1306,1058,-454,-484,1319,1060,-452,-481
19-Jan-19,21,39823,A,38995,41241,39612,35808,910,5918,648,13052,0,10,17,1997,1058,-380,-428,1973,1060,-374,-421
19-Jan-19,22,39960,A,39103,41380,39718,35896,887,5918,901,13052,0,8,12,2001,1058,-390,-422,1973,1060,-390,-421
19-Jan-19,23,40138,A,39286,41687,39899,36018,862,5918,1080,13052,0,6,9,2000,1058,-418,-525,1973,1060,-415,-523
19-Jan-19,24,40180,A,39366,41730,39975,36033,836,5918,1140,13052,0,6,9,2001,1058,-408,-536,1973,1059,-407,-530
19-Jan-19,25,40239,A,39431,41736,40042,36091,800,5918,1080,13052,0,6,5,2001,1003,-415,-476,1973,1001,-414,-470
19-Jan-19,26,40119,A,39343,41655,39952,35949,763,5918,1080,13052,0,6,9,2001,1000,-455,-475,1973,1001,-453,-468
19-Jan-19,27,39859,A,39130,41258,39739,35729,728,5918,998,13052,0,6,7,1809,1001,-455,-338,1775,1001,-453,-328
19-Jan-19,28,39554,A,38908,40897,39517,35505,693,5918,885,13052,0,6,5,1801,1000,-455,-282,1776,1001,-453,-281
19-Jan-19,29,39330,A,38710,40732,39321,35359,656,5918,707,13052,0,6,9,1801,1000,-455,-341,1776,1001,-453,-339
19-Jan-19,30,39238,A,38680,40673,39291,35276,619,5918,497,13052,0,8,8,1801,1000,-455,-372,1776,1001,-453,-374
19-Jan-19,31,39309,A,38730,40883,39346,35317,595,5918,288,13052,25,10,16,1801,1000,-455,-509,1776,1001,-453,-508
19-Jan-19,32,39430,A,38935,41033,39559,35423,571,5918,112,13052,49,12,23,1797,1001,-455,-536,1777,1001,-453,-530
19-Jan-19,33,40571,A,40095,42158,40715,36443,561,5918,20,13052,13,14,20,1997,1000,-455,-518,1973,1001,-453,-511
19-Jan-19,34,42136,A,41657,43707,42269,37822,550,5918,2,13052,33,12,8,2000,1000,-455,-504,1973,1001,-453,-499
19-Jan-19,35,43365,A,42845,44965,43457,38928,546,5918,0,13052,249,10,10,2001,1055,-455,-535,1973,1059,-453,-530
19-Jan-19,36,43297,A,42741,44897,43353,38891,541,5918,0,13052,248,10,12,2000,1058,-455,-535,1972,1060,-453,-530
19-Jan-19,37,42687,A,42139,44290,42751,38369,526,5918,0,13052,151,12,13,1998,1059,-455,-536,1970,1060,-453,-530
19-Jan-19,38,42427,A,41882,44029,42493,38171,510,5918,0,13052,2,11,8,1998,1059,-455,-536,1970,1060,-453,-530
19-Jan-19,39,41500,A,40896,43100,41519,37374,491,5918,0,13052,0,10,18,1998,1059,-455,-535,1970,1059,-453,-530
19-Jan-19,40,39996,A,39425,41535,40045,35963,472,5918,0,13052,0,10,17,1998,1059,-455,-474,1970,1060,-453,-463
19-Jan-19,41,39314,A,38819,40703,39433,35331,454,5918,0,13052,0,10,11,1998,1058,-455,-324,1970,1060,-453,-313
19-Jan-19,42,37957,A,37457,39276,38074,34190,435,5918,0,13052,0,9,17,1998,1059,-455,-255,1970,1059,-453,-250
19-Jan-19,43,36628,A,36169,37835,36783,32985,416,5918,0,13052,0,8,11,1998,1002,-435,-164,1970,1001,-433,-157
19-Jan-19,44,35294,A,34845,36532,35454,31772,397,5918,0,13052,0,7,9,1998,1001,-454,-177,1970,1001,-453,-180
19-Jan-19,45,33741,A,33319,35133,33934,30313,386,5918,0,13052,0,11,16,1998,1000,-454,-327,1970,1001,-453,-329
19-Jan-19,46,32490,A,32063,33950,32678,29086,375,5918,0,13052,0,15,12,1998,1000,-454,-391,1970,1001,-453,-389
19-Jan-19,47,30879,A,30482,32275,31099,27599,348,5918,0,13052,0,17,17,1998,1000,-454,-325,1970,1001,-453,-315
19-Jan-19,48,29807,A,29517,31173,30132,26635,321,5918,0,13052,0,15,15,1998,1000,-454,-297,1970,1001,-453,-299
20-Jan-19,1,29517,A,29242,30892,29856,26431,315,5918,0,13052,0,12,11,1998,1055,-454,-309,1970,1059,-453,-300
20-Jan-19,2,29813,A,29568,31037,30186,26815,308,5918,0,13052,0,12,18,1998,1058,-454,-158,1970,1060,-453,-150
20-Jan-19,3,29336,A,29068,30376,29837,26434,310,5918,0,13052,0,16,167,1999,1059,-403,-21,1970,1060,-398,-19
20-Jan-19,4,28398,A,28179,29362,28948,25580,312,5918,0,13052,0,14,169,1998,1056,-322,-28,1970,1060,-314,-31
20-Jan-19,5,27966,A,27753,29241,29093,25213,308,5918,0,13052,0,503,683,1998,1058,-172,0,1970,1060,-164,0
20-Jan-19,6,27714,A,27468,29016,28871,24952,304,5918,0,13052,0,664,814,1998,1057,-38,0,1970,1059,-34,0
20-Jan-19,7,27104,A,26829,28848,28918,24307,307,5918,0,13052,0,1144,1369,1999,1058,83,32,1970,1060,90,35
20-Jan-19,8,26703,A,26390,28498,28638,23905,309,5918,0,13052,0,1195,1529,1998,1057,189,0,1970,1059,191,0
20-Jan-19,9,26093,A,25792,28323,28479,23284,316,5918,0,13052,0,1630,2026,1998,1002,216,0,1970,1001,215,0
20-Jan-19,10,26013,A,25717,28362,28453,23220,323,5918,0,13052,0,1749,2136,1998,1000,216,0,1970,1001,215,0
20-Jan-19,11,26152,A,25871,28365,28556,23362,332,5918,0,13052,0,1613,1993,1998,1000,216,32,1970,1001,215,37
20-Jan-19,12,26360,A,26065,28629,28748,23549,341,5918,0,13052,0,1669,2067,1998,1000,216,121,1970,1001,215,129
20-Jan-19,13,27207,A,26948,29476,29491,24362,333,5918,0,13052,0,1669,1829,1998,1000,216,272,1970,1001,215,277
20-Jan-19,14,27938,A,27654,30251,29925,25069,324,5918,0,13052,0,1713,1697,1988,1000,216,314,1947,1001,215,315
20-Jan-19,15,28952,A,28626,30499,30153,26003,349,5918,0,13052,0,947,914,883,1000,216,431,824,1001,215,431
20-Jan-19,16,29861,A,29525,31138,30786,26856,374,5918,0,13052,0,677,649,838,1000,216,432,832,1001,215,431
20-Jan-19,17,31535,A,31201,32154,31819,28429,397,5918,30,13052,0,19,18,704,1056,215,503,686,1059,215,500
20-Jan-19,18,33249,A,32793,33857,33409,30041,420,5918,211,13052,0,8,15,678,1058,215,504,692,1060,215,500
20-Jan-19,19,35033,A,34530,35641,35145,31665,457,5918,547,13052,0,8,15,1737,1057,215,504,1741,1060,215,500
20-Jan-19,20,36024,A,35476,36633,36089,32573,493,5918,992,13052,0,9,13,1760,1058,215,504,1738,1060,215,500
20-Jan-19,21,36789,A,36115,37398,36729,33229,534,5918,1500,13052,0,9,13,1988,1058,215,504,1968,1060,215,500
20-Jan-19,22,37011,A,36363,37619,36977,33422,575,5918,1960,13052,0,8,14,1995,1058,216,467,1967,1059,215,459
20-Jan-19,23,37074,A,36400,37680,37009,33434,621,5918,2250,13052,0,6,9,1998,1057,216,323,1970,1060,215,314
20-Jan-19,24,37150,A,36427,37755,37035,33445,666,5918,2530,13052,0,5,9,1998,1057,199,309,1970,1059,196,312
20-Jan-19,25,37232,A,36491,37838,37100,33550,718,5918,2540,13052,0,6,9,1998,1002,71,394,1970,1001,66,395
20-Jan-19,26,37204,A,36495,37861,37104,33596,769,5918,2420,13052,0,6,9,1998,1000,-51,423,1970,1001,-51,415
20-Jan-19,27,37179,A,36453,37785,37062,33679,814,5918,2280,13052,0,6,9,1998,1000,72,274,1970,1001,77,268
20-Jan-19,28,37017,A,36162,37622,36771,33563,859,5918,2030,13052,0,5,9,1998,1001,56,200,1970,1001,58,196
20-Jan-19,29,37224,A,36431,37830,37039,33846,872,5918,1670,13052,0,6,5,1998,1001,163,56,1970,1001,165,53
20-Jan-19,30,37600,A,36780,38209,37390,34236,885,5918,1290,13052,0,9,8,1998,1000,98,0,1970,1001,92,0
20-Jan-19,31,38257,A,37453,38952,38067,34870,880,5918,810,13052,0,11,11,1998,1000,-84,0,1970,1001,-87,0
20-Jan-19,32,39351,A,38536,40045,39151,35927,874,5918,321,13052,0,17,15,1998,1000,-77,0,1970,1001,-77,0
20-Jan-19,33,40920,A,40001,41810,40620,37294,875,5918,38,13052,0,24,15,1998,999,-205,-61,1970,1001,-207,-66
20-Jan-19,34,43275,A,42527,44234,43141,39465,876,5918,1,13052,0,14,7,1998,1000,-254,-91,1970,1001,-256,-93
20-Jan-19,35,44725,A,43752,45961,44391,40489,873,5918,0,13052,0,9,10,1998,1055,-396,-231,1970,1059,-400,-235
20-Jan-19,36,44461,A,43433,45903,44050,40183,869,5918,0,13052,0,12,9,1999,1059,-454,-376,1970,1060,-453,-379
20-Jan-19,37,43799,A,42798,45381,43420,39630,862,5918,0,13052,0,15,20,1998,1058,-455,-512,1970,1059,-453,-511
20-Jan-19,38,43392,A,42436,44994,43046,39264,854,5918,0,13052,0,11,7,1998,1058,-455,-536,1970,1060,-453,-530
20-Jan-19,39,42498,A,41570,44080,42186,38504,832,5918,0,13052,0,18,13,1998,1058,-455,-509,1970,1059,-453,-503
20-Jan-19,40,41133,A,40144,42739,40765,37265,809,5918,0,13052,0,16,21,1998,1059,-455,-535,1970,1060,-453,-530
20-Jan-19,41,40001,A,39066,41582,39687,36241,778,5918,0,13052,0,13,21,1999,1059,-455,-513,1970,1059,-453,-508
20-Jan-19,42,38712,A,37756,40279,38373,35054,746,5918,0,13052,0,10,12,1998,1058,-455,-502,1970,1059,-453,-493
20-Jan-19,43,37200,A,36244,38625,36856,33685,720,5918,0,13052,0,10,8,1998,1003,-455,-360,1971,1001,-453,-350
20-Jan-19,44,35381,A,34508,36816,35122,31997,693,5918,0,13052,0,10,12,1953,1000,-455,-370,1899,1000,-453,-372
20-Jan-19,45,33560,A,32706,35056,33319,30277,681,5918,0,13052,0,11,13,606,1000,-455,-430,552,1001,-453,-428
20-Jan-19,46,31816,A,30948,33397,31564,28614,669,5918,0,13052,0,18,16,536,1000,-455,-508,569,1000,-453,-506
20-Jan-19,47,29895,A,29015,31653,29795,26813,626,5918,0,13052,0,168,180,1906,904,-455,-535,1910,902,-453,-530
20-Jan-19,48,28763,A,27951,31026,29313,25780,583,5918,0,13052,0,672,772,1998,899,-455,-536,1970,902,-453,-530
21-Jan-19,1,28615,A,27845,31293,29829,25685,573,5918,0,13052,0,1088,1332,1998,1050,-455,-535,1971,1058,-453,-530
21-Jan-19,2,29068,A,28332,31536,30095,26164,563,5918,0,13052,0,877,1110,1999,1058,-455,-536,1970,1060,-453,-530
21-Jan-19,3,29021,A,28262,31770,30301,26128,561,5918,0,13052,0,1159,1406,1998,1058,-455,-535,1970,1059,-453,-530
21-Jan-19,4,28535,A,27783,31281,29841,25760,558,5918,0,13052,0,1155,1388,1999,1058,-455,-536,1970,1060,-453,-530
