SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
23-Jan-19,4,29879,A,29301,32320,31868,26929,881,5918,0,13052,0,1815,1968,2001,1058,-26,0,1973,1059,-24,0
23-Jan-19,5,29582,A,28918,32053,31514,26677,900,5918,0,13052,0,1852,1996,2000,1057,-19,0,1973,1060,-17,0
23-Jan-19,6,29425,A,28660,31876,31237,26506,919,5918,0,13052,0,1833,1977,2000,1058,-18,0,1973,1060,-17,0
23-Jan-19,7,28978,A,28292,31403,30842,26074,930,5918,0,13052,0,1807,1950,2001,1058,-18,0,1973,1060,-16,0
23-Jan-19,8,28484,A,27801,30906,30349,25614,940,5918,0,13052,0,1804,1948,2000,1057,-18,0,1973,1053,-17,0
23-Jan-19,9,28282,A,27632,30673,30150,25431,943,5918,0,13052,0,1773,1917,1859,663,-18,0,1829,650,-17,0
23-Jan-19,10,28508,A,27877,30910,30405,25635,945,5918,0,13052,0,1784,1928,1642,643,-18,0,1549,643,-16,0
23-Jan-19,11,29300,A,28643,31639,31244,26336,954,5918,0,13052,0,1053,1011,-686,747,33,62,-757,749,37,69
23-Jan-19,12,30774,A,30212,32992,32394,27669,962,5918,0,13052,0,615,606,-1003,687,44,205,-1008,658,49,211
23-Jan-19,13,33964,A,33604,37468,37296,30592,923,5918,0,13052,0,140,126,-1969,-795,172,356,-1974,-840,174,361
23-Jan-19,14,37514,A,37077,41209,40766,33881,883,5918,0,13052,0,85,83,-2010,-1000,97,371,-1961,-992,91,363
23-Jan-19,15,41038,A,40581,42923,42407,37056,868,5918,0,13052,0,17,16,-931,-318,-19,220,-886,-301,-19,213
23-Jan-19,16,42955,A,42434,44832,44260,38802,853,5918,0,13052,0,13,15,-897,-271,-96,107,-896,-263,-101,104
23-Jan-19,17,43790,A,43158,45833,44955,39499,831,5918,33,13052,88,14,13,-1182,-3,-244,4,-1177,-1,-249,4
23-Jan-19,18,43799,A,43137,45932,44934,39557,808,5918,347,13052,120,12,17,-1206,0,-315,0,-1168,-1,-317,0
23-Jan-19,19,44255,A,43522,45690,44439,39951,763,5918,439,13052,120,15,4,-212,-107,-435,-66,-183,-112,-437,-74
23-Jan-19,20,44043,A,43234,45554,44149,39702,718,5918,1550,13052,254,9,3,-191,-113,-454,-144,-188,-119,-452,-145
23-Jan-19,21,43188,A,42534,45215,43971,38825,697,5918,2120,13052,274,7,3,-79,-682,-454,-205,-74,-703,-453,-205
23-Jan-19,22,42691,A,42061,44827,43504,38325,676,5918,2730,13052,298,14,11,-78,-734,-454,-256,-76,-727,-453,-254
23-Jan-19,23,42568,A,41995,44134,42809,38199,659,5918,3140,13052,246,31,27,-22,-195,-454,-264,-20,-181,-453,-264
23-Jan-19,24,42292,A,41720,43857,42522,37924,642,5918,3360,13052,37,10,15,-21,-165,-454,-315,-20,-166,-453,-316
23-Jan-19,25,42195,A,41641,43768,42423,37846,641,5918,3450,13052,0,10,15,-1,-136,-455,-371,-1,-136,-453,-372
23-Jan-19,26,42005,A,41370,43606,42157,37644,639,5918,3250,13052,0,12,21,3,-135,-455,-399,-3,-135,-453,-391
23-Jan-19,27,41593,A,40980,43384,42051,37254,636,5918,3000,13052,0,41,38,-330,-104,-455,-261,-338,-104,-453,-252
23-Jan-19,28,41561,A,40955,43292,42003,37252,633,5918,2650,13052,0,14,19,-341,-103,-455,-218,-336,-104,-453,-217
23-Jan-19,29,41885,A,41283,43602,42315,37607,628,5918,2190,13052,0,16,15,-330,-103,-455,-213,-325,-104,-453,-211
23-Jan-19,30,42118,A,41544,43832,42582,37865,623,5918,1620,13052,0,16,15,-341,-103,-455,-199,-320,-101,-453,-199
23-Jan-19,31,43074,A,42610,44410,43217,38763,625,5918,928,13052,0,11,2,522,479,-455,-270,532,501,-453,-267
23-Jan-19,32,44089,A,43681,45462,44299,39787,626,5918,357,13052,0,15,15,506,553,-455,-303,541,549,-453,-306
23-Jan-19,33,45022,A,44532,46549,45150,40561,646,5918,56,13052,0,19,18,1900,263,-455,-453,1908,254,-453,-456
23-Jan-19,34,45767,A,45357,47369,45971,41158,665,5918,2,13052,0,12,7,1944,253,-455,-535,1916,259,-453,-530
23-Jan-19,35,47135,A,46597,48734,47202,42398,668,5918,0,13052,0,8,3,1997,736,-455,-536,1970,748,-453,-530
23-Jan-19,36,47198,A,46671,48800,47287,42490,670,5918,1,13052,0,12,12,1998,759,-455,-535,1970,761,-453,-530
23-Jan-19,37,47009,A,46540,48613,47153,42426,666,5918,0,13052,0,13,9,1998,815,-455,-536,1970,818,-453,-530
23-Jan-19,38,46810,A,46370,48419,46983,42267,662,5918,0,13052,0,19,11,1998,818,-455,-535,1970,821,-453,-530
23-Jan-19,39,46180,A,45730,47784,46358,41752,657,5918,0,13052,0,14,16,1997,1048,-455,-535,1970,1057,-453,-530
23-Jan-19,40,46062,A,45564,47638,46180,41679,652,5918,0,13052,0,20,13,1997,1058,-455,-501,1970,1060,-453,-492
23-Jan-19,41,45582,A,45083,47010,45700,41264,645,5918,0,13052,0,9,6,1998,1059,-455,-364,1970,1059,-453,-357
23-Jan-19,42,44056,A,43564,45462,44184,39958,637,5918,0,13052,0,14,18,1997,1059,-455,-337,1969,1059,-453,-330
23-Jan-19,43,42053,A,41524,43301,42140,38140,636,5918,0,13052,0,14,16,1209,1003,-437,-197,1145,1001,-434,-188
23-Jan-19,44,39728,A,39343,40957,39955,36044,635,5918,0,13052,0,16,11,1178,1000,-443,-170,1153,1001,-438,-173
23-Jan-19,45,37252,A,36828,38545,37445,33753,641,5918,0,13052,0,15,16,422,1001,-360,-318,394,1001,-358,-322
23-Jan-19,46,35076,A,34653,36521,35435,31657,647,5918,0,13052,0,24,180,410,999,-444,-377,396,998,-445,-373
23-Jan-19,47,32707,A,32363,34855,34192,29458,608,5918,0,13052,0,851,1089,9,766,-388,-309,-4,758,-381,-299
23-Jan-19,48,31375,A,31129,33725,33455,28310,568,5918,0,13052,0,1275,1634,-1,756,-316,-158,-1,758,-310,-149
24-Jan-19,1,30962,A,30803,33560,33617,27987,572,5918,0,13052,0,1805,2214,0,1044,-171,-22,-2,1055,-162,-18
24-Jan-19,2,31363,A,31227,33902,34093,28422,575,5918,0,13052,0,1877,2267,-4,1059,-58,0,0,1060,-52,0
24-Jan-19,3,31114,A,30887,33576,33744,28237,581,5918,0,13052,0,1862,2257,542,1058,11,0,559,1060,16,0
24-Jan-19,4,30481,A,30261,32938,33110,27684,586,5918,0,13052,0,1857,2249,548,1052,13,0,561,1045,16,0
24-Jan-19,5,30053,A,29794,32531,32623,27312,583,5918,0,13052,0,1836,2229,1816,480,-42,0,1838,465,-43,0
24-Jan-19,6,29946,A,29687,32334,32504,27189,579,5918,0,13052,0,1770,2162,1858,439,-18,0,1825,428,-16,0
24-Jan-19,7,29614,A,29335,31982,32130,26835,560,5918,0,13052,0,1750,2139,1560,105,-18,0,1521,101,-16,0
24-Jan-19,8,29219,A,28963,31643,31761,26431,541,5918,0,13052,0,1806,2198,1455,102,-18,0,1380,99,-17,0
24-Jan-19,9,28892,A,28692,31871,32251,26145,536,5918,0,13052,0,1776,2165,-603,2,83,0,-661,-1,92,0
24-Jan-19,10,29117,A,28995,32268,32540,26341,530,5918,0,13052,0,1763,2152,-788,0,144,0,-793,-1,145,0
24-Jan-19,11,29922,A,29840,34437,34676,27050,523,5918,0,13052,0,1681,1838,-1711,-523,215,66,-1714,-547,215,74
24-Jan-19,12,31281,A,31223,35577,35720,28294,516,5918,0,13052,0,1353,1594,-1733,-610,150,217,-1710,-611,149,224
24-Jan-19,13,34390,A,34434,38018,38065,31159,493,5918,0,13052,0,500,465,-1729,-799,215,370,-1711,-808,216,374
24-Jan-19,14,37746,A,37763,40843,40923,34237,470,5918,0,13052,0,15,13,-1702,-780,153,391,-1630,-763,146,383
24-Jan-19,15,41354,A,41303,42091,42031,37447,460,5918,0,13052,0,11,12,168,-126,27,240,221,-117,26,235
24-Jan-19,16,43131,A,42986,43870,43714,38996,450,5918,1,13052,0,11,9,284,-111,-17,169,279,-108,-17,166
24-Jan-19,17,44025,A,43856,44729,44465,39787,439,5918,25,13052,0,11,7,625,114,-93,33,627,120,-96,30
24-Jan-19,18,44221,A,44080,44957,44693,40002,428,5918,146,13052,0,8,9,622,123,-128,0,625,119,-129,0
24-Jan-19,19,44972,A,44863,45950,45618,40680,412,5918,301,13052,21,10,2,1381,-134,-234,0,1378,-142,-236,0
24-Jan-19,20,45166,A,45058,46167,45818,40856,396,5918,435,13052,290,7,6,1411,-145,-249,0,1380,-146,-247,0
24-Jan-19,21,45080,A,44932,46069,45750,40747,395,5918,590,13052,341,4,4,773,-173,-212,0,750,-174,-207,0
24-Jan-19,22,45132,A,44990,46013,45799,40768,394,5918,691,13052,209,9,7,762,-173,-99,0,750,-168,-90,0
24-Jan-19,23,44990,A,44913,45612,45534,40613,398,5918,831,13052,156,22,14,678,303,24,65,666,319,31,73
24-Jan-19,24,44659,A,44600,45282,45226,40280,401,5918,978,13052,130,23,24,675,340,150,67,666,337,156,65
24-Jan-19,25,44831,A,44710,45451,45334,40448,407,5918,1100,13052,107,20,19,759,129,220,28,752,120,218,29
24-Jan-19,26,44505,A,44381,45128,45005,40159,412,5918,1250,13052,107,23,23,774,119,200,4,751,118,199,7
24-Jan-19,27,44039,A,43883,44659,44504,39740,414,5918,1330,13052,76,20,18,52,115,220,112,35,114,220,118
24-Jan-19,28,43738,A,43661,44358,44285,39469,416,5918,1280,13052,0,20,21,39,119,221,198,36,118,220,203
24-Jan-19,29,43642,A,43647,44481,44395,39392,420,5918,1120,13052,0,21,18,-218,119,220,347,-222,118,220,351
24-Jan-19,30,43617,A,43640,44473,44388,39378,423,5918,824,13052,0,21,20,-235,135,221,434,-221,149,220,432
24-Jan-19,31,43864,A,43842,44484,44466,39633,437,5918,525,13052,0,20,24,390,941,220,483,398,963,220,482
24-Jan-19,32,44456,A,44428,45075,45050,40193,451,5918,227,13052,0,19,20,379,999,221,503,399,995,220,499
24-Jan-19,33,45180,A,45103,45797,45722,40796,460,5918,42,13052,0,17,15,1847,623,221,432,1853,611,220,427
24-Jan-19,34,45940,A,45870,46551,46486,41401,468,5918,1,13052,0,11,14,1879,604,221,437,1851,597,220,431
24-Jan-19,35,46406,A,46195,47017,46808,41810,478,5918,0,13052,0,11,13,1993,213,186,296,1969,201,185,289
24-Jan-19,36,46297,A,46082,46910,46697,41747,488,5918,0,13052,0,13,15,1997,193,214,165,1969,193,212,161
24-Jan-19,37,46334,A,46154,46949,46773,41867,520,5918,0,13052,0,15,15,1983,156,109,27,1955,153,102,25
24-Jan-19,38,46175,A,45976,46791,46595,41766,552,5918,1,13052,0,16,19,1984,154,70,0,1955,147,76,0
24-Jan-19,39,45637,A,45397,46257,46018,41390,590,5918,0,13052,0,20,22,1886,3,201,0,1857,-1,204,0
24-Jan-19,40,45379,A,45129,46000,45752,41187,627,5918,0,13052,0,21,24,1890,0,220,16,1857,-1,220,20
24-Jan-19,41,44159,A,43802,44780,44428,40095,677,5918,0,13052,0,21,22,1329,96,208,113,1297,101,205,115
24-Jan-19,42,42636,A,42229,43255,42856,38807,726,5918,0,13052,0,19,23,1338,102,113,25,1296,101,112,25
24-Jan-19,43,40593,A,40097,41230,40769,36990,792,5918,0,13052,0,16,24,-21,227,192,87,-51,231,192,90
24-Jan-19,44,38090,A,37449,38737,38118,34748,857,5918,0,13052,0,14,21,-33,247,99,46,-49,258,92,44
24-Jan-19,45,35628,A,34995,37405,36747,32442,943,5918,0,13052,0,15,16,-1111,953,-51,0,-1129,973,-51,0
24-Jan-19,46,33517,A,32810,35038,34564,30452,1028,5918,0,13052,0,23,14,-898,1000,12,0,-827,1001,16,0
24-Jan-19,47,31175,A,30384,31835,31199,28298,1050,5918,0,13052,0,60,215,1489,1000,78,66,1536,1001,83,74
24-Jan-19,48,29804,A,29080,30476,29921,27080,1071,5918,0,13052,0,72,241,1998,1000,118,218,1970,1001,117,224
25-Jan-19,1,29395,A,28718,30774,30109,26774,1152,5918,0,13052,0,779,977,1998,1055,118,342,1970,1059,117,342
25-Jan-19,2,29714,A,28910,31652,30995,27103,1232,5918,0,13052,0,1338,1489,1998,1052,118,367,1970,1045,117,363
25-Jan-19,3,29355,A,28444,31473,30719,26830,1304,5918,0,13052,0,1518,1676,1998,405,118,275,1970,385,117,273
25-Jan-19,4,28619,A,27684,30904,30116,26225,1375,5918,0,13052,0,1685,1832,1998,348,112,272,1970,335,111,273
25-Jan-19,5,28048,A,27079,30583,29989,25767,1448,5918,0,13052,0,1935,2310,1562,3,117,320,1522,-1,117,320
25-Jan-19,6,27709,A,26723,30248,29768,25434,1520,5918,0,13052,0,1939,2445,1570,0,117,340,1522,-1,117,340
25-Jan-19,7,27191,A,26165,29707,29238,24894,1553,5918,0,13052,0,1916,2413,22,0,104,425,-15,-1,103,423
25-Jan-19,8,26767,A,25679,29278,28754,24482,1585,5918,0,13052,0,1911,2415,5,0,117,432,-10,-1,117,429
25-Jan-19,9,26499,A,25409,30096,29396,24284,1630,5918,0,13052,0,1905,2252,-984,-108,118,474,-996,-113,117,473
25-Jan-19,10,26416,A,25283,30012,29007,24278,1675,5918,0,13052,0,1877,2221,-1004,-115,118,485,-996,-120,117,482
25-Jan-19,11,27128,A,25963,31052,30054,25015,1702,5918,0,13052,0,1556,1771,-1283,-485,118,504,-1277,-498,117,500
25-Jan-19,12,28425,A,27333,32184,31315,26213,1729,5918,0,13052,0,1359,1565,-1293,-507,118,504,-1277,-511,117,500
25-Jan-19,13,31750,A,30524,34858,33625,29295,1766,5918,0,13052,0,503,467,-1189,-816,118,504,-1174,-829,117,500
25-Jan-19,14,34765,A,33525,37401,36184,32119,1803,5918,0,13052,0,17,19,-1189,-830,111,440,-1174,-835,109,431
25-Jan-19,15,38366,A,37112,40997,39780,35397,1836,5918,0,13052,0,15,18,-1087,-929,25,289,-1071,-936,24,282
25-Jan-19,16,40274,A,38857,42987,41523,37180,1869,5918,0,13052,0,12,16,-1085,-933,-83,203,-1071,-937,-89,199
25-Jan-19,17,40941,A,39483,43761,42205,37838,1905,5918,6,13052,0,10,15,-1085,-994,-131,58,-1071,-997,-125,55
25-Jan-19,18,41174,A,39682,43968,42403,38116,1940,5918,89,13052,0,10,13,-1086,-992,-106,0,-1071,-987,-110,0
25-Jan-19,19,41509,A,40026,43897,42158,38404,1951,5918,130,13052,0,13,14,-1008,-517,-250,0,-994,-505,-253,0
25-Jan-19,20,41204,A,39508,43587,41638,38150,1962,5918,576,13052,0,9,12,-1005,-492,-277,0,-994,-493,-275,0
25-Jan-19,21,40732,A,38984,43244,41208,37658,2014,5918,998,13052,0,7,10,-1134,-459,-312,0,-1124,-459,-314,0
25-Jan-19,22,40267,A,38517,42793,40740,37160,2066,5918,1400,13052,0,7,8,-1138,-459,-322,0,-1124,-464,-314,0
25-Jan-19,23,39955,A,38187,42695,40803,36825,2105,5918,1670,13052,0,8,10,-1138,-821,-173,24,-1124,-834,-164,25
25-Jan-19,24,39616,A,37913,42315,40530,36494,2143,5918,1840,13052,0,7,10,-1138,-839,-115,0,-1124,-841,-115,0
25-Jan-19,25,39319,A,37693,41954,40220,36252,2208,5918,1920,13052,0,7,8,-1137,-740,-151,0,-1123,-736,-150,0
25-Jan-19,26,38689,A,37135,41226,39666,35659,2273,5918,1800,13052,0,8,9,-1138,-692,-99,0,-1123,-672,-90,0
25-Jan-19,27,38468,A,36837,40175,38534,35397,2281,5918,1720,13052,0,6,6,-994,-107,11,0,-979,-104,16,0
25-Jan-19,28,37951,A,36274,39652,37976,34898,2288,5918,1430,13052,0,8,10,-990,-103,13,0,-979,-104,16,0
25-Jan-19,29,38077,A,36456,39741,38083,35080,2274,5918,1170,13052,0,7,10,-918,-103,-36,0,-905,-104,-38,0
25-Jan-19,30,38110,A,36524,39815,38151,35125,2259,5918,811,13052,0,7,10,-912,-103,-83,0,-905,-104,-85,0
25-Jan-19,31,38231,A,36593,40425,38640,35136,2187,5918,546,13052,0,9,6,-1201,-192,-192,0,-1200,-195,-192,0
25-Jan-19,32,39127,A,37523,41289,39576,36011,2114,5918,291,13052,0,12,14,-1195,-193,-162,0,-1143,-194,-160,0
25-Jan-19,33,40196,A,38464,41431,39403,36953,2052,5918,81,13052,0,17,10,638,-307,-245,-66,672,-311,-244,-73
25-Jan-19,34,41666,A,39937,43051,40881,38231,1990,5918,4,13052,0,24,12,742,-306,-253,-202,732,-296,-256,-206
25-Jan-19,35,43631,A,41831,44998,42444,40078,1964,5918,0,13052,0,16,11,1217,818,-399,-352,1213,863,-403,-356
25-Jan-19,36,43681,A,41802,45206,42417,40126,1937,5918,0,13052,0,19,14,1230,1054,-422,-484,1213,1055,-418,-482
25-Jan-19,37,43180,A,41268,44631,41886,39748,1954,5918,0,13052,0,21,16,1210,1058,-419,-411,1193,1059,-417,-406
25-Jan-19,38,42371,A,40400,43737,41015,39060,1970,5918,0,13052,0,15,13,1199,1058,-416,-335,1193,1060,-414,-326
25-Jan-19,39,41160,A,39242,42372,39851,37980,1988,5918,0,13052,0,14,5,1835,1058,-413,-185,1825,1060,-411,-176
25-Jan-19,40,39948,A,38025,41041,38630,36918,2006,5918,0,13052,0,15,4,1850,1058,-383,-95,1825,1059,-375,-91
25-Jan-19,41,38532,A,36509,39387,37122,35573,2036,5918,0,13052,0,18,9,1944,1058,-234,-3,1923,1060,-226,-2
25-Jan-19,42,36767,A,34754,37479,35365,33988,2065,5918,0,13052,0,13,11,1966,1058,-99,0,1924,1059,-90,0
25-Jan-19,43,34852,A,32911,35473,33524,32185,2096,5918,0,13052,0,21,13,791,1003,38,8,751,1001,42,11
25-Jan-19,44,32966,A,31144,33586,31757,30471,2126,5918,0,13052,0,20,9,754,1000,55,0,735,1001,59,0
25-Jan-19,45,31154,A,29287,31773,29898,28765,2149,5918,0,13052,0,19,9,21,1001,118,60,-3,1001,117,67
25-Jan-19,46,29432,A,27541,30057,28156,27119,2171,5918,0,13052,0,17,15,-8,1000,117,145,25,1000,115,149
25-Jan-19,47,27629,A,25745,28248,26366,25400,2209,5918,0,13052,0,19,18,1695,908,54,121,1716,905,51,117
25-Jan-19,48,26659,A,24944,27297,25562,24496,2246,5918,0,13052,0,21,18,1813,904,-17,62,1778,903,-16,68
26-Jan-19,1,26319,A,24808,26935,25422,24200,2232,5918,0,13052,0,16,14,1536,882,67,206,1510,882,73,212
26-Jan-19,2,26524,A,25048,27212,25746,24476,2218,5918,0,13052,0,88,98,1530,880,94,294,1510,881,94,297
26-Jan-19,3,26105,A,24624,26738,25248,24116,2202,5918,0,13052,0,33,24,1337,789,94,428,1315,784,94,429
26-Jan-19,4,25287,A,23806,26066,24580,23379,2185,5918,0,13052,0,179,192,1331,785,94,453,1315,783,94,452
26-Jan-19,5,24726,A,23225,26256,24776,22877,2156,5918,0,13052,0,930,952,1331,715,94,504,1314,711,94,500
26-Jan-19,6,24326,A,22825,26111,24566,22445,2127,5918,0,13052,0,1185,1174,1331,712,94,504,1314,711,94,500
26-Jan-19,7,23753,A,22267,25622,24122,21874,2087,5918,0,13052,0,1269,1259,1331,712,94,504,1314,711,94,500
26-Jan-19,8,23209,A,21822,25131,23676,21362,2047,5918,0,13052,0,1322,1319,1332,712,94,504,1314,711,94,500
26-Jan-19,9,22898,A,21602,25098,23724,21100,2022,5918,0,13052,0,1600,1595,1332,711,94,504,1314,710,94,500
26-Jan-19,10,22870,A,21531,25249,23890,21007,1997,5918,0,13052,0,1779,1764,1333,710,94,504,1314,710,94,500
26-Jan-19,11,23204,A,21861,25422,24055,21312,1959,5918,0,13052,0,1618,1595,1277,709,94,504,1258,709,94,500
26-Jan-19,12,23540,A,22303,25504,24270,21587,1921,5918,0,13052,0,1364,1332,1269,709,94,504,1258,709,94,500
26-Jan-19,13,25114,A,23836,26326,25041,22999,1921,5918,0,13052,0,612,600,1649,802,94,504,1643,807,94,500
26-Jan-19,14,26287,A,24892,27375,25982,24105,1920,5918,0,13052,0,488,473,1627,805,94,504,1566,809,94,500
26-Jan-19,15,27903,A,26626,28711,27618,25650,1962,5918,0,13052,0,14,10,-194,898,94,504,-241,902,94,500
26-Jan-19,16,28400,A,27935,29543,28929,26105,2003,5918,0,13052,0,9,14,-534,903,94,504,-378,903,94,500
26-Jan-19,17,30737,A,29570,31353,30189,28246,2035,5918,34,13052,0,16,17,3,1052,94,504,9,1059,94,500
26-Jan-19,18,32469,A,31074,33100,31692,29926,2067,5918,195,13052,0,17,18,-14,1058,94,504,7,1059,94,500
26-Jan-19,19,33661,A,32099,34277,32717,31051,2112,5918,444,13052,0,16,18,1244,1058,94,504,1256,1060,94,500
26-Jan-19,20,34200,A,32739,34816,33357,31546,2157,5918,679,13052,0,16,17,1267,1058,94,504,1256,1060,94,500
26-Jan-19,21,34739,A,33213,35349,33825,31947,2218,5918,897,13052,0,10,12,1741,1059,94,504,1730,1060,94,500
26-Jan-19,22,34534,A,32817,35141,33427,31736,2278,5918,1080,13052,0,7,10,1749,1059,94,504,1730,1059,94,500
26-Jan-19,23,34494,A,32748,35101,33358,31671,2318,5918,1210,13052,0,7,10,1968,1057,35,504,1950,1060,31,500
26-Jan-19,24,34442,A,32706,35049,33316,31493,2358,5918,1240,13052,0,7,10,1974,1059,20,504,1950,1060,24,500
26-Jan-19,25,34353,A,32627,34960,33237,31347,2375,5918,1440,13052,0,7,10,1996,1003,19,477,1971,1001,21,470
26-Jan-19,26,34198,A,32470,34805,33080,31152,2392,5918,1340,13052,0,7,10,1997,1000,29,472,1972,1001,32,470
26-Jan-19,27,33923,A,32147,34530,32757,30849,2355,5918,1130,13052,0,7,10,1997,1000,22,460,1972,1001,24,456
26-Jan-19,28,33664,A,31794,34271,32402,30574,2317,5918,953,13052,0,7,8,1996,1000,34,401,1972,1001,38,392
26-Jan-19,29,33668,A,31799,34275,32406,30547,2252,5918,755,13052,0,7,4,1997,1000,74,249,1971,1001,74,242
26-Jan-19,30,33915,A,32128,34522,32735,30687,2186,5918,507,13052,0,7,6,1997,1000,25,152,1971,1001,25,150
26-Jan-19,31,34109,A,32321,34718,32933,30795,2114,5918,284,13052,0,9,11,1997,1000,14,44,1972,1001,16,45
26-Jan-19,32,34655,A,33038,35271,33655,31422,2041,5918,145,13052,0,16,14,1996,1000,31,37,1972,1001,33,38
26-Jan-19,33,35671,A,34017,36344,34636,32364,2004,5918,53,13052,0,16,19,1996,1000,-57,2,1972,1001,-58,10
26-Jan-19,34,37392,A,35712,38048,36323,33882,1966,5918,4,13052,0,12,8,1996,1000,-44,0,1972,1001,-44,0
26-Jan-19,35,39197,A,37470,40007,38079,35552,1950,5918,0,13052,0,9,8,1997,1055,-172,-29,1972,1059,-175,-30
26-Jan-19,36,39591,A,37621,40399,38228,35936,1934,5918,0,13052,0,7,5,1996,1059,-201,0,1972,1060,-198,0
26-Jan-19,37,39126,A,37178,39884,37786,35647,1961,5918,0,13052,0,8,6,1996,1058,-150,0,1972,1059,-145,0
26-Jan-19,38,38424,A,36414,39096,37018,35044,1988,5918,0,13052,0,5,2,1996,1059,-67,65,1972,1060,-61,74
26-Jan-19,39,37520,A,35507,38126,36114,34417,2004,5918,0,13052,0,6,5,1996,1058,68,217,1972,1060,73,224
26-Jan-19,40,36129,A,34022,36746,34633,33320,2020,5918,0,13052,0,17,9,1996,1058,95,370,1972,1059,94,374
26-Jan-19,41,34936,A,32851,35547,33462,32398,2096,5918,0,13052,0,11,9,1996,1058,95,493,1972,1060,94,491
26-Jan-19,42,33573,A,31464,34185,32078,31276,2171,5918,0,13052,0,12,11,1996,1058,95,504,1972,1059,94,500
26-Jan-19,43,31991,A,29954,32603,30570,29959,2226,5918,0,13052,0,12,8,1996,1003,95,504,1972,1001,94,500
26-Jan-19,44,30927,A,28841,31537,29454,28954,2281,5918,0,13052,0,10,9,1996,1000,95,504,1972,1001,94,500
26-Jan-19,45,29222,A,27278,29832,27888,27335,2304,5918,0,13052,0,10,10,1361,1001,94,504,1318,1001,94,500
26-Jan-19,46,27875,A,25910,28493,26530,26053,2327,5918,0,13052,0,18,19,1272,1000,95,504,1264,997,94,500
26-Jan-19,47,26567,A,24638,27186,25256,24839,2380,5918,0,13052,0,19,17,1396,725,92,504,1380,714,91,500
26-Jan-19,48,25714,A,23759,26375,24374,24054,2433,5918,0,13052,0,61,65,1396,710,92,504,1380,710,91,500
27-Jan-19,1,25396,A,23420,26048,24037,23774,2472,5918,0,13052,0,52,39,1397,712,92,504,1379,711,91,500
27-Jan-19,2,25731,A,23852,26365,24468,24125,2510,5918,0,13052,0,34,40,1397,712,92,504,1379,711,91,500
27-Jan-19,3,25089,A,23177,26211,24211,23568,2551,5918,0,13052,0,522,530,1397,711,92,504,1379,710,91,500
27-Jan-19,4,24004,A,22141,25272,23407,22610,2592,5918,0,13052,0,668,665,1397,711,92,504,1379,710,91,500
27-Jan-19,5,23294,A,21484,25290,23556,21999,2542,5918,0,13052,0,1396,1411,1397,664,92,504,1379,661,91,500
27-Jan-19,6,23021,A,21190,25206,23501,21747,2492,5918,0,13052,0,1585,1813,1397,662,92,504,1379,657,91,500
27-Jan-19,7,22486,A,20610,24918,23539,21144,2641,5918,0,13052,0,1832,2330,1397,383,92,504,1379,372,91,500
27-Jan-19,8,21729,A,19876,24245,22889,20392,2789,5918,0,13052,0,1916,2413,1397,360,92,504,1379,344,91,500
27-Jan-19,9,21240,A,19334,23931,22546,19888,2847,5918,0,13052,0,1888,2384,1397,-203,92,504,1379,-215,91,500
27-Jan-19,10,20950,A,19135,23658,22343,19627,2904,5918,0,13052,0,1884,2380,1397,-224,92,504,1379,-228,91,500
27-Jan-19,11,20873,A,19059,23866,22428,19568,2873,5918,0,13052,0,1859,2355,1397,-534,92,504,1379,-545,91,500
27-Jan-19,12,21045,A,19287,24031,22628,19710,2842,5918,0,13052,0,1836,2324,1397,-550,92,504,1379,-549,91,500
27-Jan-19,13,22047,A,20334,24879,23457,20634,2829,5918,0,13052,0,1783,2280,1397,-449,92,504,1379,-445,91,500
27-Jan-19,14,22806,A,21045,25443,23892,21394,2816,5918,0,13052,0,1593,1976,1434,-444,92,504,1434,-445,91,500
27-Jan-19,15,23978,A,22119,26044,24195,22419,2838,5918,0,13052,0,885,1136,1779,-581,92,504,1750,-587,91,500
27-Jan-19,16,24670,A,22781,26365,24618,23056,2860,5918,0,13052,0,541,669,1777,-554,92,504,1750,-533,91,500
27-Jan-19,17,26193,A,24421,26858,25043,24458,2823,5918,53,13052,0,60,124,1422,-5,92,504,1392,-1,91,500
27-Jan-19,18,27846,A,26020,28463,26640,25984,2785,5918,468,13052,0,17,13,1390,0,92,504,1393,-1,91,500
27-Jan-19,19,29175,A,27189,29790,27805,27138,2930,5918,1210,13052,0,15,16,1994,369,92,504,1971,387,91,500
27-Jan-19,20,29753,A,27747,30366,28363,27615,3074,5918,1860,13052,0,13,15,1997,422,92,504,1970,429,91,500
27-Jan-19,21,30411,A,28415,31022,29031,28127,3172,5918,2380,13052,0,11,12,1997,966,92,504,1970,985,91,500
27-Jan-19,22,30695,A,28700,31307,29314,28370,3270,5918,2510,13052,0,12,14,1997,1000,92,504,1970,1001,91,500
