,Grid
2640,-23.1
2641,-16.4
2642,-12.400000000000006
2643,-24.4
2644,-20.6
2645,-24.4
2646,-21.45
2647,-28.599999999999998
2648,-23.2
2649,-28.799999999999997
2650,-25.65
2651,-22.3
2652,-12.200000000000003
2653,-13.450000000000003
2654,39.900000000000006
2655,42.0
2656,44.95
2657,43.25
2658,43.25
2659,37.8
2660,35.699999999999996
2661,33.199999999999996
2662,31.5
2663,28.900000000000002
2664,31.7
2665,30.45
2666,32.55
2667,32.85
2668,32.65
2669,32.55
2670,30.45
2671,32.25
2672,39.8452381
2673,48.245238099999995
2674,48.245238099999995
2675,55.5952381
2676,60.1952381
2677,56.8452381
2678,-9.0047619
2679,43.449999999999996
2680,39.900000000000006
2681,37.8
2682,36.75
2683,34.65
2684,39.900000000000006
2685,31.5
2686,39.900000000000006
2687,30.150000000000002
2688,29.4
2689,34.65
2690,-19.0
2691,-19.849999999999998
2692,-20.099999999999998
2693,-21.65
2694,-20.099999999999998
2695,-29.0
2696,-27.400000000000002
2697,-27.400000000000002
2698,-22.05
2699,-19.849999999999998
2700,-15.149999999999999
2701,-3.799999999999997
2702,-6.950000000000003
2703,-2.549999999999997
2704,-3.5
2705,-4.299999999999997
2706,-7.049999999999997
2707,-8.650000000000006
2708,-17.65
2709,-17.75
2710,-19.849999999999998
2711,-19.849999999999998
2712,-19.849999999999998
2713,-19.849999999999998
2714,-20.6
2715,-20.6
2716,-20.6
2717,-20.6
2718,-18.4
2719,-14.950000000000003
2720,-12.904761900000004
2721,-10.454761900000001
2722,-2.904761899999997
2723,7.695238099999997
2724,8.945238099999997
2725,5.595238100000003
2726,-57.7047619
2727,-2.950000000000003
2728,-6.299999999999997
2729,-12.200000000000003
2730,-11.700000000000003
2731,-13.549999999999997
2732,-10.5
2733,-19.849999999999998
2734,-18.0
2735,-19.2
2736,-19.35
2737,-10.099999999999994
2738,-15.899999999999999
2739,-18.5
2740,-12.200000000000003
2741,-17.450000000000003
2742,-10.600000000000001
2743,-19.55
2744,-18.5
2745,-19.45
2746,-15.550000000000004
2747,-16.4
2748,-11.150000000000006
2749,-12.200000000000003
2750,-8.0
2751,-1.2999999999999972
2752,-0.6500000000000057
2753,-0.6500000000000057
2754,-1.2999999999999972
2755,-3.799999999999997
2756,-5.899999999999999
2757,-12.200000000000003
2758,-15.25
2759,-17.15
2760,-12.200000000000003
2761,-18.4
2762,-18.4
2763,-19.849999999999998
2764,-20.7
2765,-20.6
2766,-20.6
2767,-18.599999999999998
2768,-14.554761900000003
2769,-8.704761899999994
2770,-10.154761899999997
2771,4.845238099999996
2772,0.345238099999996
2773,-0.20476190000000116
2774,-65.2047619
2775,-8.0
2776,-11.549999999999997
2777,-14.300000000000004
2778,-15.350000000000001
2779,-16.4
2780,-14.300000000000004
2781,-20.6
2782,-19.0
2783,-22.3
2784,-22.7
2785,-18.0
2786,-17.450000000000003
2787,-18.1
2788,-18.1
2789,-18.0
2790,-18.0
2791,-18.5
2792,-18.0
2793,-19.15
2794,-18.0
2795,-18.2
2796,-17.549999999999997
2797,-15.550000000000004
2798,-11.700000000000003
2799,-9.25
2800,-3.3999999999999986
2801,-4.800000000000004
2802,-2.75
2803,-5.899999999999999
2804,-7.049999999999997
2805,-12.200000000000003
2806,-11.700000000000003
2807,-14.0
2808,-10.099999999999994
2809,-15.350000000000001
2810,-16.6
2811,-19.45
2812,-20.6
2813,-22.3
2814,-20.7
2815,-17.65
2816,-16.654761900000004
2817,-14.3547619
2818,-7.004761899999998
2819,0.345238099999996
2820,0.7452380999999946
2821,-2.3047619000000026
2822,-65.7047619
2823,-12.599999999999994
2824,-16.4
2825,-18.900000000000002
2826,-14.100000000000001
2827,-17.65
2828,-21.0
2829,-22.7
2830,-11.150000000000006
2831,-12.400000000000006
2832,
2833,
2834,
2835,
2836,
2837,
2838,
2839,
2840,
2841,
2842,
2843,
2844,
2845,
2846,
2847,
2848,
2849,
2850,
2851,
2852,
2853,
2854,
2855,
2856,
2857,
2858,
2859,
2860,
2861,
2862,
2863,
2864,
2865,
2866,
2867,
2868,
2869,
2870,
2871,
2872,
2873,
2874,
2875,
2876,
2877,
2878,
2879,
2880,-39.0
2881,-27.95
2882,-31.1
2883,-39.2
2884,-37.4
2885,-44.0
2886,-42.65
2887,-46.3
2888,-43.7
2889,-44.65
2890,-42.95
2891,-39.5
2892,-41.2
2893,-32.9
2894,-40.75
2895,-39.0
2896,-41.4
2897,-24.6
2898,-29.0
2899,-24.5
2900,-20.6
2901,-20.6
2902,-18.0
2903,-16.4
2904,-15.550000000000004
2905,-15.649999999999999
2906,-15.550000000000004
2907,-15.350000000000001
2908,-15.149999999999999
2909,-17.049999999999997
2910,-17.049999999999997
2911,-16.9
2912,-13.1047619
2913,-15.404761900000004
2914,-7.004761899999998
2915,4.545238100000006
2916,12.945238100000005
2917,9.8952381
2918,-58.1547619
2919,-7.599999999999994
2920,-8.0
2921,-14.399999999999999
2922,-13.199999999999996
2923,-13.350000000000001
2924,-13.25
2925,-17.450000000000003
2926,-16.9
2927,-24.8
2928,-24.5
2929,-13.25
2930,-12.950000000000003
2931,-18.599999999999998
2932,-16.800000000000004
2933,-21.349999999999998
2934,-18.1
2935,-21.75
2936,-18.5
2937,-19.75
2938,-15.649999999999999
2939,-9.349999999999994
2940,-6.950000000000003
2941,-14.300000000000004
2942,-9.699999999999996
2943,-5.899999999999999
2944,-5.399999999999999
2945,-5.899999999999999
2946,-6.550000000000004
2947,-14.799999999999997
2948,-13.549999999999997
2949,-17.549999999999997
2950,-16.4
2951,-17.049999999999997
2952,-14.950000000000003
2953,-17.25
2954,-16.4
2955,-17.85
2956,-17.25
2957,-18.700000000000003
2958,-20.2
2959,-20.2
2960,-12.804761900000003
2961,-2.8047619000000026
2962,-3.5547619000000026
2963,6.6452381
2964,16.095238100000003
2965,12.945238100000005
2966,-57.3047619
2967,-2.75
2968,-7.049999999999997
2969,-14.799999999999997
2970,-13.350000000000001
2971,-18.5
2972,-21.85
2973,-27.650000000000002
2974,-21.65
2975,-22.7
2976,-27.3
2977,-21.099999999999998
2978,-14.300000000000004
2979,-22.200000000000003
2980,-18.5
2981,-20.099999999999998
2982,-16.4
2983,-24.8
2984,-17.450000000000003
2985,-21.349999999999998
2986,-15.350000000000001
2987,-12.200000000000003
2988,42.400000000000006
2989,44.3
2990,43.9
2991,46.7
2992,45.15
2993,42.85
2994,42.0
2995,39.900000000000006
2996,-11.800000000000004
2997,-14.100000000000001
2998,-12.850000000000001
2999,-12.599999999999994
3000,-13.25
3001,-15.550000000000004
3002,34.65
3003,29.700000000000003
3004,33.6
3005,29.4
3006,28.450000000000003
3007,30.45
3008,39.6452381
3009,50.245238099999995
3010,47.1952381
3011,62.945238100000005
3012,66.3952381
3013,65.34523809999999
3014,-3.1047618999999997
3015,48.6
3016,46.2
3017,37.5
3018,38.199999999999996
3019,32.55
3020,39.05
3021,34.0
3022,-22.200000000000003
3023,-23.75
3024,-27.400000000000002
3025,-20.2
3026,36.1
3027,28.55
3028,31.5
3029,29.4
3030,34.449999999999996
3031,28.15
3032,30.65
3033,28.35
3034,37.8
3035,32.55
3036,38.849999999999994
3037,42.85
3038,50.4
3039,57.1
3040,52.5
3041,51.75
3042,58.4
3043,52.5
3044,52.5
3045,47.45
3046,52.5
3047,49.349999999999994
3048,51.550000000000004
3049,49.45
3050,48.6
3051,47.9
3052,48.3
3053,48.3
3054,42.0
3055,45.8
3056,49.2952381
3057,63.995238099999995
3058,68.5952381
3059,94.9952381
3060,101.4952381
3061,99.6952381
3062,27.345238100000003
3063,68.25
3064,54.6
3065,44.1
3066,36.75
3067,33.4
3068,31.5
3069,26.25
3070,35.2
3071,31.5
3072,31.099999999999998
3073,38.849999999999994
3074,36.65
3075,32.0
3076,33.6
3077,31.5
3078,32.75
3079,31.099999999999998
3080,31.200000000000003
3081,30.85
3082,34.65
3083,31.099999999999998
3084,34.449999999999996
3085,46.0
3086,49.349999999999994
3087,56.7
3088,53.75
3089,51.449999999999996
3090,58.4
3091,52.5
3092,48.3
3093,46.2
3094,46.2
3095,43.05
3096,46.2
3097,44.1
3098,43.150000000000006
3099,39.900000000000006
3100,39.4
3101,37.400000000000006
3102,33.6
3103,41.6
3104,46.3452381
3105,51.7952381
3106,58.7452381
3107,81.9452381
3108,108.0412371
3109,120.0
3110,29.4452381
3111,67.2
3112,49.75
3113,45.15
3114,35.699999999999996
3115,34.65
3116,36.75
3117,29.900000000000002
3118,31.5
3119,29.700000000000003
3120,29.700000000000003
3121,31.5
3122,31.5
3123,29.700000000000003
3124,31.8
3125,31.5
3126,32.0
3127,29.8
3128,31.099999999999998
3129,31.099999999999998
3130,31.5
3131,31.5
3132,38.849999999999994
3133,44.400000000000006
3134,38.3
3135,42.0
3136,42.300000000000004
3137,42.300000000000004
3138,42.300000000000004
3139,42.300000000000004
3140,35.699999999999996
3141,32.55
3142,34.449999999999996
3143,32.95
3144,33.6
3145,31.299999999999997
3146,32.55
3147,31.8
3148,32.55
3149,30.049999999999997
3150,30.049999999999997
3151,30.049999999999997
3152,38.1452381
3153,45.0952381
3154,50.345238099999996
3155,68.1952381
3156,96.5452381
3157,96.5452381
3158,4.0952380999999995
3159,47.65
3160,44.3
3161,36.949999999999996
3162,-14.300000000000004
3163,-11.549999999999997
3164,35.699999999999996
3165,30.049999999999997
3166,-2.75
3167,-10.099999999999994
3168,39.900000000000006
3169,44.1
3170,42.400000000000006
3171,39.4
3172,42.0
3173,39.900000000000006
3174,38.849999999999994
3175,31.0
3176,-14.300000000000004
3177,-20.6
3178,-24.4
3179,-24.900000000000002
3180,-21.65
3181,-13.899999999999999
3182,-18.4
3183,-16.4
3184,-13.25
3185,-7.699999999999996
3186,-6.100000000000001
3187,-6.100000000000001
3188,-8.0
3189,-12.0
3190,-13.650000000000006
3191,-13.25
3192,-15.350000000000001
3193,-16.1
3194,-21.099999999999998
3195,-22.7
3196,-25.85
3197,-25.85
3198,-24.15
3199,-22.599999999999998
3200,-15.004761899999998
3201,-8.254761899999998
3202,-8.054761900000003
3203,-1.654761899999997
3204,-1.204761899999994
3205,-5.304761900000003
3206,-74.1047619
3207,-15.350000000000001
3208,-14.300000000000004
3209,-16.4
3210,-20.6
3211,-26.9
3212,-26.9
3213,-33.7
3214,-27.549999999999997
3215,-34.15
3216,-40.55
3217,-38.45
3218,-40.55
3219,-47.9
3220,-43.7
3221,-47.9
3222,-40.35
3223,-47.9
3224,-40.35
3225,-44.75
3226,-43.7
3227,-37.4
3228,-46.75
3229,-35.3
3230,-39.5
3231,-39.5
3232,-36.35
3233,-21.65
3234,-31.1
3235,-29.0
3236,-23.75
3237,-22.7
3238,-19.0
3239,-20.6
3240,-18.5
3241,-18.4
3242,-14.300000000000004
3243,-16.4
3244,-16.299999999999997
3245,-15.350000000000001
3246,-26.9
3247,-24.8
3248,-10.154761899999997
3249,-10.154761899999997
3250,-9.404761899999997
3251,-2.8047619000000026
3252,15.045238100000006
3253,18.195238099999997
3254,-54.1547619
3255,-2.75
3256,-11.150000000000006
3257,-18.4
3258,-9.699999999999996
3259,-13.25
3260,-18.5
3261,-26.0
3262,-14.300000000000004
3263,-25.85
3264,-27.95
3265,-16.0
3266,-16.299999999999997
3267,-27.95
3268,-24.8
3269,-29.0
3270,-21.0
3271,-32.150000000000006
3272,-30.900000000000002
3273,-29.0
3274,-14.300000000000004
3275,-12.0
3276,-10.75
3277,-11.150000000000006
3278,-4.850000000000001
3279,-5.399999999999999
3280,42.300000000000004
3281,42.0
3282,39.25
3283,37.8
3284,-12.299999999999997
3285,-15.550000000000004
3286,-15.049999999999997
3287,-15.049999999999997
3288,-16.9
3289,-16.9
3290,-15.25
3291,-16.0
3292,-16.700000000000003
3293,-16.700000000000003
3294,-16.9
3295,-16.4
3296,-11.204761900000001
3297,-3.8547618999999997
3298,-1.7547619000000054
3299,13.995238099999995
3300,9.795238099999999
3301,8.745238100000002
3302,-73.9047619
3303,-14.0
3304,-15.550000000000004
3305,-15.899999999999999
3306,-16.4
3307,-18.5
3308,-19.55
3309,-21.95
3310,-25.0
3311,-32.150000000000006
3312,-32.7
3313,-27.400000000000002
3314,-27.400000000000002
3315,-27.95
3316,-39.5
3317,-39.5
3318,-39.5
3319,-42.85
3320,-39.5
3321,-39.5
3322,-30.6
3323,-29.0
3324,-28.25
3325,-18.5
3326,-18.5
3327,-14.300000000000004
3328,-14.300000000000004
3329,-15.350000000000001
3330,-11.150000000000006
3331,-11.150000000000006
3332,-14.300000000000004
3333,-15.450000000000003
3334,-16.200000000000003
3335,-18.3
3336,-16.1
3337,-18.5
3338,-22.200000000000003
3339,-23.2
3340,-23.2
3341,-23.55
3342,-24.8
3343,-21.65
3344,-18.0047619
3345,-17.5047619
3346,-13.204761900000001
3347,-0.7047619000000012
3348,5.595238100000003
3349,8.945238099999997
3350,-51.0047619
3351,2.5
3352,-5.899999999999999
3353,-12.950000000000003
3354,-8.099999999999994
3355,-12.200000000000003
3356,-16.4
3357,-19.55
3358,-19.55
3359,-22.7
3360,-18.1
3361,-12.700000000000003
3362,-14.200000000000003
3363,-19.55
3364,-19.55
3365,-21.45
3366,-19.55
3367,-32.150000000000006
3368,-25.45
3369,-26.9
3370,-24.3
3371,-19.55
3372,-13.25
3373,-12.400000000000006
3374,-10.600000000000001
3375,-10.099999999999994
3376,-10.850000000000001
3377,-13.899999999999999
3378,-13.450000000000003
3379,-17.450000000000003
3380,-20.6
3381,-22.7
3382,-22.7
3383,-22.7
3384,-22.7
3385,-24.700000000000003
3386,-22.7
3387,-22.7
3388,-22.7
3389,-22.7
3390,-25.55
3391,-20.7
3392,-16.8547619
3393,-14.3547619
3394,-13.954761900000001
3395,1.3952381000000003
3396,10.845238100000003
3397,11.8952381
3398,-57.3047619
3399,-3.799999999999997
3400,-10.099999999999994
3401,-14.300000000000004
3402,-13.450000000000003
3403,-18.5
3404,-19.55
3405,-26.9
3406,-25.950000000000003
3407,-34.25
3408,-36.9
3409,-36.35
3410,-39.5
3411,-44.75
3412,-45.8
3413,-45.8
3414,-47.05
3415,-47.9
3416,-43.7
3417,-41.6
3418,-34.55
3419,-29.0
3420,-9.600000000000001
3421,-13.25
3422,-13.25
3423,-9.25
3424,-15.149999999999999
3425,-16.4
3426,-13.25
3427,-18.5
3428,-17.75
3429,-20.099999999999998
3430,-22.599999999999998
3431,-22.7
3432,-21.0
3433,-21.099999999999998
3434,-21.0
3435,-21.0
3436,-20.2
3437,-19.950000000000003
3438,-20.6
3439,-18.2
3440,-12.904761900000004
3441,-7.004761899999998
3442,-8.054761900000003
3443,0.5952381000000031
3444,11.495238099999995
3445,16.095238100000003
3446,-54.5547619
3447,-1.0500000000000043
3448,-7.149999999999999
3449,-13.25
3450,-8.0
3451,-13.799999999999997
3452,-17.450000000000003
3453,-23.75
3454,-25.85
3455,-25.85
3456,-22.3
3457,-12.0
3458,-13.549999999999997
3459,-18.5
3460,-18.5
3461,-18.5
3462,-18.5
3463,-18.5
3464,-13.25
3465,-12.950000000000003
3466,-8.949999999999996
3467,-10.099999999999994
3468,-2.75
3469,-10.099999999999994
3470,-16.4
3471,-10.099999999999994
3472,41.050000000000004
3473,39.900000000000006
3474,45.05
3475,38.849999999999994
3476,40.55
3477,37.75
3478,40.949999999999996
3479,38.849999999999994
3480,46.2
3481,42.199999999999996
3482,42.0
3483,38.849999999999994
3484,39.05
3485,33.6
3486,30.35
3487,32.15
3488,42.9952381
3489,51.3952381
3490,58.7452381
3491,72.3952381
3492,94.4452381
3493,97.1952381
3494,-1.0047619
3495,50.4
3496,43.05
3497,35.3
3498,-9.050000000000004
3499,-9.600000000000001
3500,-2.75
3501,-12.200000000000003
3502,-13.25
3503,-9.050000000000004
3504,-11.25
3505,-10.099999999999994
3506,-12.200000000000003
3507,-18.5
3508,-16.4
3509,-19.55
3510,-18.5
3511,-20.6
3512,-19.55
3513,-19.55
3514,-19.55
3515,-18.5
3516,-18.5
3517,-15.149999999999999
3518,-16.4
3519,-17.450000000000003
3520,-11.899999999999999
3521,-6.950000000000003
3522,-4.850000000000001
3523,-3.799999999999997
3524,-6.299999999999997
3525,-6.950000000000003
3526,-7.599999999999994
3527,-8.0
3528,-12.649999999999999
3529,-12.700000000000003
3530,-14.300000000000004
3531,-18.3
3532,-18.5
3533,-19.950000000000003
3534,-22.200000000000003
3535,-19.15
3536,-14.3547619
3537,-4.704761900000001
3538,-9.404761899999997
3539,-1.7547619000000054
3540,1.1952380999999974
3541,2.4452380999999974
3542,-64.6547619
3543,-8.650000000000006
3544,-13.549999999999997
3545,-16.0
3546,-15.350000000000001
3547,-22.7
3548,-18.5
3549,-29.4
3550,-29.0
3551,-35.3
3552,-39.5
3553,-32.35
3554,-29.5
3555,-40.55
3556,-37.4
3557,-40.55
3558,-40.55
3559,-45.8
3560,-40.55
3561,-44.75
3562,-44.75
3563,-40.55
3564,-37.4
3565,-36.35
3566,-29.0
3567,-29.0
3568,-36.25
3569,-18.2
3570,-18.5
3571,-14.100000000000001
3572,-13.25
3573,-12.0
3574,-14.300000000000004
3575,-13.25
3576,-12.200000000000003
3577,-13.050000000000004
3578,-10.950000000000003
3579,-12.850000000000001
3580,-16.9
3581,-17.450000000000003
3582,-24.8
3583,-20.6
3584,-15.004761899999998
3585,-9.504761899999998
3586,-11.204761900000001
3587,-7.204761900000001
3588,0.345238099999996
3589,8.745238100000002
3590,-55.2047619
3591,0.3999999999999986
3592,2.5
3593,-5.899999999999999
3594,-3.799999999999997
3595,-8.0
3596,37.8
3597,33.6
3598,29.4
3599,25.2
3600,29.2
3601,39.900000000000006
3602,39.900000000000006
3603,35.699999999999996
3604,39.900000000000006
3605,35.699999999999996
3606,39.900000000000006
3607,35.699999999999996
3608,35.699999999999996
3609,27.3
3610,35.699999999999996
3611,32.45
3612,46.2
3613,45.15
3614,54.6
3615,55.85
3616,54.6
3617,52.9
3618,2.5
3619,-12.200000000000003
3620,-18.1
3621,-17.450000000000003
3622,-20.6
3623,-21.25
3624,-20.6
3625,-25.85
3626,-24.8
3627,-25.85
3628,-23.75
3629,-24.8
3630,-26.9
3631,-20.4
3632,-17.7047619
3633,-12.904761900000004
3634,-9.1047619
3635,1.3952381000000003
3636,9.795238099999999
3637,13.995238099999995
3638,-65.2047619
3639,-8.0
3640,-10.099999999999994
3641,-16.800000000000004
3642,-16.4
3643,-20.6
3644,-13.25
3645,-25.85
3646,-26.400000000000002
3647,-28.5
3648,-30.049999999999997
3649,-19.55
3650,-23.1
3651,-30.049999999999997
3652,-27.95
3653,-29.4
3654,-24.8
3655,-30.049999999999997
3656,-30.049999999999997
3657,-30.049999999999997
3658,-24.8
3659,-22.200000000000003
3660,-15.350000000000001
3661,-15.350000000000001
3662,-18.5
3663,-14.300000000000004
3664,-10.099999999999994
3665,-13.350000000000001
3666,-9.050000000000004
3667,-12.299999999999997
3668,-13.050000000000004
3669,-16.4
3670,-16.4
3671,-16.4
3672,-17.35
3673,-18.4
3674,-17.049999999999997
3675,-19.15
3676,-21.65
3677,-21.65
3678,-21.65
3679,-21.65
3680,-17.0047619
3681,-15.6047619
3682,-8.054761900000003
3683,0.345238099999996
3684,2.4452380999999974
3685,6.545238099999999
3686,-56.9047619
3687,-0.6500000000000057
3688,-7.049999999999997
3689,-15.350000000000001
3690,-15.350000000000001
3691,-15.350000000000001
3692,-15.350000000000001
3693,-20.6
3694,-24.8
3695,-25.65
3696,-24.4
3697,-21.65
3698,-21.65
3699,-22.7
3700,-22.7
3701,-25.85
3702,-26.9
3703,-27.95
3704,-27.95
3705,-26.9
3706,-21.0
3707,-19.55
3708,-12.850000000000001
3709,-13.25
3710,-17.65
3711,-18.5
3712,-13.899999999999999
3713,-16.4
3714,-10.099999999999994
3715,-12.200000000000003
3716,-12.599999999999994
3717,-15.350000000000001
3718,-13.050000000000004
3719,-13.25
3720,-12.599999999999994
3721,-12.599999999999994
3722,-13.25
3723,-15.75
3724,-15.350000000000001
3725,-16.6
3726,-20.7
3727,-18.900000000000002
3728,-11.004761900000005
3729,-6.154761899999997
3730,-7.004761899999998
3731,0.9952381000000017
3732,10.845238100000003
3733,12.945238100000005
3734,-54.0547619
3735,0.8999999999999986
3736,-5.899999999999999
3737,-14.300000000000004
3738,-14.300000000000004
3739,-16.4
3740,-17.75
3741,-22.5
3742,-20.299999999999997
3743,-22.599999999999998
3744,-19.55
3745,-14.300000000000004
3746,-14.300000000000004
3747,-19.75
3748,-19.55
3749,-20.2
3750,-19.75
3751,-22.7
3752,-21.65
3753,-21.65
3754,-22.7
3755,-20.8
3756,-14.950000000000003
3757,-16.0
3758,-16.0
3759,-10.099999999999994
3760,47.25
3761,45.15
3762,50.4
3763,48.3
3764,49.15
3765,47.25
3766,45.8
3767,44.95
3768,47.25
3769,46.2
3770,45.7
3771,44.1
3772,43.35
3773,39.5
3774,32.55
3775,40.199999999999996
3776,48.245238099999995
3777,57.6952381
3778,57.6952381
3779,68.2952381
3780,94.2452381
3781,105.9793814
3782,37.095238099999996
3783,63.0
3784,46.849999999999994
3785,38.1
3786,34.5
3787,33.6
3788,35.699999999999996
3789,27.3
3790,28.650000000000002
3791,26.25
3792,28.75
3793,33.6
3794,33.1
3795,27.3
3796,29.8
3797,27.3
3798,29.4
3799,26.8
3800,26.8
3801,26.8
3802,27.3
3803,28.35
3804,29.0
3805,31.7
3806,27.3
3807,31.400000000000002
3808,35.699999999999996
3809,35.3
3810,38.3
3811,33.7
3812,31.400000000000002
3813,29.6
3814,28.55
3815,27.95
3816,30.25
3817,26.8
3818,28.55
3819,23.1
3820,26.150000000000002
3821,23.1
3822,-27.95
3823,-26.9
3824,-20.6547619
3825,-17.804761900000003
3826,-14.3547619
3827,-10.704761900000001
3828,-5.954761900000001
3829,3.095238100000003
3830,-14.6547619
3831,36.1
3832,34.85
3833,31.5
3834,33.199999999999996
3835,30.75
3836,32.55
3837,27.3
3838,-10.099999999999994
3839,-15.350000000000001
3840,-14.300000000000004
3841,-10.0
3842,-11.150000000000006
3843,-15.350000000000001
3844,-13.25
3845,-13.25
3846,-15.25
3847,-18.5
3848,-24.8
3849,-24.8
3850,-27.0
3851,-29.2
3852,-24.8
3853,-20.6
3854,-22.200000000000003
3855,-19.55
3856,-11.150000000000006
3857,-13.799999999999997
3858,-14.300000000000004
3859,-17.25
3860,-25.65
3861,-29.2
3862,-27.95
3863,-27.95
3864,-33.2
3865,-33.2
3866,-33.7
3867,-36.35
3868,-34.65
3869,-35.7
3870,-34.25
3871,-31.1
3872,-21.054761900000003
3873,-16.4547619
3874,-12.254761900000005
3875,-9.1047619
3876,-2.8047619000000026
3877,0.345238099999996
3878,-64.6547619
3879,-5.899999999999999
3880,-10.099999999999994
3881,-16.800000000000004
3882,-12.200000000000003
3883,-16.4
3884,-14.300000000000004
3885,-17.700000000000003
3886,-20.6
3887,-23.75
3888,-17.450000000000003
3889,-10.099999999999994
3890,-13.25
3891,-18.1
3892,-15.350000000000001
3893,-15.350000000000001
3894,-16.4
3895,-21.45
3896,-20.6
3897,-24.6
3898,-21.25
3899,-15.350000000000001
3900,-15.350000000000001
3901,-15.350000000000001
3902,-24.8
3903,-24.8
3904,-20.6
3905,-20.6
3906,-19.55
3907,-19.65
3908,-17.450000000000003
3909,-18.1
3910,-16.4
3911,-17.450000000000003
3912,-17.450000000000003
3913,-17.450000000000003
3914,-19.55
3915,-20.6
3916,-24.8
3917,-24.8
3918,-21.45
3919,-15.649999999999999
3920,-15.004761899999998
3921,-7.004761899999998
3922,-9.1047619
3923,2.045238100000006
3924,5.595238100000003
3925,11.8952381
3926,-53.1047619
3927,-1.7000000000000028
3928,-7.25
3929,-15.649999999999999
3930,-19.25
3931,-21.65
3932,-12.200000000000003
3933,-23.75
3934,-26.9
3935,-22.7
3936,-19.55
3937,-11.450000000000003
3938,-12.950000000000003
3939,-19.55
3940,-19.55
3941,-19.55
3942,-14.300000000000004
3943,-19.55
3944,-19.55
3945,-19.55
3946,-23.75
3947,-21.65
3948,-9.600000000000001
3949,-7.5
3950,-8.200000000000003
3951,-3.799999999999997
3952,-8.299999999999997
3953,-9.600000000000001
3954,-10.600000000000001
3955,-14.300000000000004
3956,-18.5
3957,-21.65
3958,-21.099999999999998
3959,-21.65
3960,-16.4
3961,-21.349999999999998
3962,-18.799999999999997
3963,-23.75
3964,-23.75
3965,-23.75
3966,-29.0
3967,-22.9
3968,-17.5047619
3969,-12.254761900000005
3970,-12.654761899999997
3971,-7.204761900000001
3972,-3.204761900000001
3973,1.3952381000000003
3974,-60.6547619
3975,-9.699999999999996
3976,-15.350000000000001
3977,-18.5
3978,-14.950000000000003
3979,-18.5
3980,-13.050000000000004
3981,-23.75
3982,-25.299999999999997
3983,-25.299999999999997
3984,-29.3
3985,-25.299999999999997
3986,-26.400000000000002
3987,-30.25
3988,-27.95
3989,-29.2
3990,-31.299999999999997
3991,-33.2
3992,-32.35
3993,-31.1
3994,-32.35
3995,-29.0
3996,-18.900000000000002
3997,-20.6
3998,-17.450000000000003
3999,-14.300000000000004
4000,-14.300000000000004
4001,-17.15
4002,-13.25
4003,-18.5
4004,-20.7
4005,-24.8
4006,-22.7
4007,-23.1
4008,-22.7
4009,-24.8
4010,-23.75
4011,-23.75
4012,-23.75
4013,-23.75
4014,-22.7
4015,-19.8
4016,-19.1047619
4017,-18.654761899999997
4018,-12.6047619
4019,-11.204761900000001
4020,-6.6047619
4021,-1.9547619000000012
4022,-62.5547619
4023,-9.600000000000001
4024,-14.300000000000004
4025,-20.2
4026,-15.350000000000001
4027,-24.6
4028,-21.25
4029,-24.8
4030,-31.1
4031,-31.599999999999998
4032,-31.5
4033,-28.5
4034,-30.049999999999997
4035,-30.15
4036,-30.049999999999997
4037,-31.599999999999998
4038,-31.5
4039,-31.599999999999998
4040,-30.049999999999997
4041,-30.049999999999997
4042,-29.0
4043,-27.400000000000002
4044,-11.549999999999997
4045,-17.049999999999997
4046,-21.65
4047,-22.7
4048,-18.5
4049,-21.549999999999997
4050,34.449999999999996
4051,31.7
4052,28.15
4053,31.5
4054,30.55
4055,30.45
4056,30.45
4057,32.25
4058,-18.5
4059,-19.0
4060,-21.75
4061,-22.200000000000003
4062,-22.200000000000003
4063,-21.65
4064,-17.5047619
4065,-18.3547619
4066,42.7952381
4067,52.045238100000006
4068,64.9452381
4069,82.8952381
4070,16.2952381
4071,52.5
4072,48.3
4073,34.95
4074,32.0
4075,32.55
4076,32.55
4077,28.15
4078,28.35
4079,28.35
4080,27.7
4081,29.6
4082,29.4
4083,28.55
4084,29.4
4085,28.35
4086,28.35
4087,27.3
4088,28.35
4089,26.8
4090,26.25
4091,27.3
4092,28.35
4093,28.35
4094,33.1
4095,34.65
4096,36.2
4097,33.7
4098,34.55
4099,29.4
4100,28.05
4101,27.799999999999997
4102,28.05
4103,28.05
4104,28.35
4105,28.05
4106,28.05
4107,28.05
4108,28.05
4109,27.5
4110,27.3
4111,27.400000000000002
4112,31.1452381
4113,31.445238099999997
4114,40.8952381
4115,45.0952381
4116,47.5952381
4117,60.8452381
4118,-7.7047619
4119,41.900000000000006
4120,37.8
4121,29.3
4122,33.4
4123,27.799999999999997
4124,29.4
4125,28.450000000000003
4126,32.55
4127,31.5
4128,31.5
4129,39.8
4130,36.75
4131,32.55
4132,29.700000000000003
4133,27.3
4134,31.9
4135,28.55
4136,29.900000000000002
4137,26.25
4138,27.3
4139,28.35
4140,33.6
4141,32.55
4142,39.05
4143,44.1
4144,42.85
4145,41.6
4146,41.8
4147,33.199999999999996
4148,31.5
4149,27.3
4150,27.3
4151,26.349999999999998
4152,-19.55
4153,-25.0
4154,-23.75
4155,-23.75
4156,-25.0
4157,-25.0
4158,-25.0
4159,-25.0
4160,-21.9047619
4161,-21.9047619
4162,-19.6047619
