,Grid
15018,51.449999999999996
15019,43.05
15020,45.9
15021,36.75
15022,54.6
15023,52.5
15024,46.2
15025,48.4
15026,52.599999999999994
15027,48.3
15028,43.6
15029,42.0
15030,37.8
15031,34.449999999999996
15032,29.4
15033,29.4
15034,34.1
15035,40.85
15036,35.699999999999996
15037,43.6
15038,40.199999999999996
15039,50.7
15040,47.65
15041,46.7
15042,53.35
15043,51.75
15044,51.65
15045,45.9
15046,47.25
15047,52.5
15048,56.7
15049,56.7
15050,56.3
15051,50.4
15052,49.65
15053,49.65
15054,52.5
15055,57.1
15056,59.2952381
15057,94.6452381
15058,92.44523810000001
15059,96.34523809999999
15060,81.9452381
15061,63.8452381
15062,-6.9047619000000005
15063,49.050000000000004
15064,49.65
15065,40.300000000000004
15066,49.75
15067,42.95
15068,46.5
15069,36.2
15070,45.15
15071,45.15
15072,46.6
15073,47.9
15074,50.099999999999994
15075,47.25
15076,44.75
15077,42.85
15078,43.7
15079,42.0
15080,37.8
15081,31.5
15082,43.35
15083,44.1
15084,50.4
15085,47.25
15086,42.400000000000006
15087,55.650000000000006
15088,51.449999999999996
15089,51.25
15090,52.5
15091,47.45
15092,50.5
15093,47.25
15094,-2.1000000000000014
15095,-2.1000000000000014
15096,-1.7999999999999972
15097,-2.1000000000000014
15098,0.3999999999999986
15099,-2.0
15100,-1.2000000000000028
15101,-1.2000000000000028
15102,-0.3500000000000014
15103,4.600000000000001
15104,7.695238099999997
15105,47.59523809999999
15106,38.3452381
15107,38.795238100000006
15108,16.095238100000003
15109,-2.8047619000000026
15110,-59.4047619
15111,-6.299999999999997
15112,-3.049999999999997
15113,-4.100000000000001
15114,6.700000000000003
15115,-10.5
15116,-12.200000000000003
15117,-12.200000000000003
15118,-13.25
15119,-15.350000000000001
15120,-15.350000000000001
15121,-15.350000000000001
15122,-12.200000000000003
15123,-16.299999999999997
15124,-13.25
15125,-18.5
15126,-14.300000000000004
15127,-21.0
15128,-17.15
15129,-20.6
15130,-16.4
15131,-14.700000000000003
15132,-8.200000000000003
15133,-8.0
15134,-4.850000000000001
15135,-2.950000000000003
15136,-2.450000000000003
15137,-2.950000000000003
15138,-2.450000000000003
15139,-2.450000000000003
15140,-4.649999999999999
15141,-8.0
15142,-5.899999999999999
15143,-5.899999999999999
15144,-4.0
15145,-4.0
15146,-2.1000000000000014
15147,-4.549999999999997
15148,-4.0
15149,-4.200000000000003
15150,-10.299999999999997
15151,-4.450000000000003
15152,1.3952381000000003
15153,31.845238100000003
15154,25.745238099999995
15155,23.6452381
15156,19.8952381
15157,3.095238100000003
15158,-61.3047619
15159,-4.850000000000001
15160,-0.6500000000000057
15161,-6.200000000000003
15162,-1.7000000000000028
15163,-8.0
15164,-8.399999999999999
15165,-18.1
15166,-21.65
15167,-18.700000000000003
15168,-21.45
15169,-18.5
15170,-21.65
15171,-20.6
15172,-23.95
15173,-23.55
15174,-23.1
15175,-23.55
15176,-22.200000000000003
15177,-19.35
15178,-15.649999999999999
15179,-12.200000000000003
15180,-1.7000000000000028
15181,-5.899999999999999
15182,-5.899999999999999
15183,-5.700000000000003
15184,0.3999999999999986
15185,-1.2999999999999972
15186,1.25
15187,-2.75
15188,-8.0
15189,-12.200000000000003
15190,-12.200000000000003
15191,-12.200000000000003
15192,-10.5
15193,-8.399999999999999
15194,-1.7000000000000028
15195,-4.649999999999999
15196,-4.200000000000003
15197,-3.799999999999997
15198,-6.950000000000003
15199,-2.950000000000003
15200,-0.8047618999999955
15201,26.59523809999999
15202,24.595238100000003
15203,27.6452381
15204,17.1452381
15205,0.9952381000000017
15206,-61.1047619
15207,-5.899999999999999
15208,-6.75
15209,-6.299999999999997
15210,-3.799999999999997
15211,-13.25
15212,-8.0
15213,-22.7
15214,-16.4
15215,-24.6
15216,-23.1
15217,-19.0
15218,-21.25
15219,-23.55
15220,-23.650000000000002
15221,-23.650000000000002
15222,-19.55
15223,-22.3
15224,-23.650000000000002
15225,-22.7
15226,-18.5
15227,-15.550000000000004
15228,-10.299999999999997
15229,-2.75
15230,-3.1500000000000057
15231,6.700000000000003
15232,-3.3999999999999986
15233,-2.1000000000000014
15234,-0.6500000000000057
15235,-6.299999999999997
15236,-3.799999999999997
15237,-8.849999999999994
15238,-8.849999999999994
15239,-8.849999999999994
15240,-8.0
15241,-8.0
15242,-5.149999999999999
15243,-5.399999999999999
15244,-1.7000000000000028
15245,-2.75
15246,-7.599999999999994
15247,-5.899999999999999
15248,1.3952381000000003
15249,26.195238099999997
15250,34.995238099999995
15251,33.94523810000001
15252,17.695238099999997
15253,3.4952381000000017
15254,-62.4547619
15255,-6.649999999999999
15256,-5.700000000000003
15257,-9.699999999999996
15258,-3.3999999999999986
15259,-6.75
15260,-4.850000000000001
15261,-8.399999999999999
15262,0.3999999999999986
15263,-3.799999999999997
15264,-12.200000000000003
15265,-3.799999999999997
15266,-13.350000000000001
15267,-17.25
15268,-13.549999999999997
15269,-14.300000000000004
15270,-13.799999999999997
15271,-16.4
15272,-13.799999999999997
15273,-17.25
15274,-18.0
15275,-21.65
15276,-18.799999999999997
15277,-18.799999999999997
15278,-17.450000000000003
15279,-8.0
15280,-10.099999999999994
15281,0.3999999999999986
15282,2.5
15283,2.5
15284,1.4499999999999957
15285,2.5
15286,6.399999999999999
15287,6.399999999999999
15288,7.549999999999997
15289,4.600000000000001
15290,5.850000000000001
15291,2.5
15292,-9.050000000000004
15293,-11.150000000000006
15294,-15.049999999999997
15295,-6.299999999999997
15296,0.9952381000000017
15297,21.345238100000003
15298,30.3952381
15299,31.095238100000003
15300,17.345238100000003
15301,3.4952381000000017
15302,-59.4047619
15303,-1.2000000000000028
15304,-1.7000000000000028
15305,-18.5
15306,-12.200000000000003
15307,-31.200000000000003
15308,-20.6
15309,-38.05
15310,-40.85
15311,-41.6
15312,-49.15
15313,-48.1
15314,-45.8
15315,-48.95
15316,-45.8
15317,-48.3
15318,-45.8
15319,-50.0
15320,-50.0
15321,-50.0
15322,-50.0
15323,-48.3
15324,-50.0
15325,-38.75
15326,-39.5
15327,-33.2
15328,-30.349999999999998
15329,-20.6
15330,-8.0
15331,3.5500000000000043
15332,4.600000000000001
15333,1.1500000000000057
15334,1.4499999999999957
15335,3.6500000000000057
15336,6.700000000000003
15337,6.600000000000001
15338,6.600000000000001
15339,6.600000000000001
15340,6.700000000000003
15341,5.75
15342,-11.700000000000003
15343,-12.200000000000003
15344,-1.654761899999997
15345,24.495238099999995
15346,36.045238100000006
15347,31.745238099999995
15348,20.29523809999999
15349,2.6452381000000003
15350,-57.3047619
15351,-0.6500000000000057
15352,-3.700000000000003
15353,-6.950000000000003
15354,8.150000000000006
15355,0.3999999999999986
15356,-8.0
15357,-31.5
15358,-39.5
15359,-47.4
15360,-48.3
15361,-45.5
15362,-45.8
15363,-50.0
15364,-50.0
15365,-51.05
15366,-46.65
15367,-50.0
15368,-49.6
15369,-50.0
15370,-34.25
15371,-25.950000000000003
15372,-7.5
15373,-5.5
15374,-15.350000000000001
15375,-4.299999999999997
15376,-8.099999999999994
15377,-4.850000000000001
15378,-0.6500000000000057
15379,-2.75
15380,-7.149999999999999
15381,-9.699999999999996
15382,-9.050000000000004
15383,-8.099999999999994
15384,-0.75
15385,-1.7000000000000028
15386,-1.2000000000000028
15387,-3.299999999999997
15388,-1.0500000000000043
15389,-1.3999999999999986
15390,-9.699999999999996
15391,-5.899999999999999
15392,-0.7047619000000012
15393,21.345238100000003
15394,31.19523810000001
15395,33.745238099999995
15396,13.1452381
15397,0.8952381000000003
15398,-55.3047619
15399,2.5999999999999943
15400,-3.799999999999997
15401,-9.050000000000004
15402,1.3499999999999943
15403,-1.7999999999999972
15404,-2.75
15405,-18.900000000000002
15406,-10.099999999999994
15407,-21.65
15408,-22.3
15409,-18.5
15410,-16.4
15411,-20.099999999999998
15412,-21.65
15413,-25.0
15414,-19.950000000000003
15415,-26.9
15416,-24.8
15417,-21.65
15418,-20.6
15419,-13.050000000000004
15420,-20.6
15421,-1.7000000000000028
15422,-20.6
15423,-0.6500000000000057
15424,-5.899999999999999
15425,-3.799999999999997
15426,-0.45000000000000284
15427,-3.799999999999997
15428,-3.799999999999997
15429,-8.0
15430,-2.75
15431,-2.950000000000003
15432,-2.75
15433,-1.7000000000000028
15434,-0.5499999999999972
15435,-3.799999999999997
15436,-0.45000000000000284
15437,-6.299999999999997
15438,-6.849999999999994
15439,0.3999999999999986
15440,-3.204761900000001
15441,24.495238099999995
15442,27.84523809999999
15443,26.995238099999995
15444,16.095238100000003
15445,-2.8047619000000026
15446,-60.4547619
15447,-3.799999999999997
15448,-4.850000000000001
15449,-8.0
15450,-4.850000000000001
15451,-14.950000000000003
15452,-8.849999999999994
15453,-24.8
15454,-11.25
15455,-26.8
15456,-22.7
15457,-22.7
15458,-22.200000000000003
15459,-22.7
15460,-20.299999999999997
15461,-29.0
15462,-22.7
15463,-31.0
15464,-30.049999999999997
15465,-35.3
15466,-35.3
15467,-23.849999999999998
15468,-18.5
15469,-3.799999999999997
15470,-8.0
15471,4.600000000000001
15472,-5.5
15473,-3.799999999999997
15474,-2.950000000000003
15475,-3.1500000000000057
15476,-7.149999999999999
15477,-8.0
15478,-2.75
15479,0.3999999999999986
15480,2.5
15481,3.5500000000000043
15482,1.5500000000000043
15483,-2.75
15484,-5.399999999999999
15485,-10.0
15486,-8.0
15487,-1.7000000000000028
15488,-6.904761899999997
15489,23.995238099999995
15490,27.84523809999999
15491,26.59523809999999
15492,16.095238100000003
15493,-0.6047618999999997
15494,-59.5047619
15495,-8.0
15496,-2.1000000000000014
15497,-3.799999999999997
15498,-12.200000000000003
15499,-22.7
15500,-10.099999999999994
15501,-33.2
15502,-27.95
15503,-33.2
15504,-33.2
15505,-32.150000000000006
15506,-35.7
15507,-38.65
15508,-43.7
15509,-47.5
15510,-44.1
15511,-47.9
15512,-40.75
15513,-36.35
15514,-26.9
15515,-18.900000000000002
15516,-16.4
15517,-8.0
15518,-10.099999999999994
15519,-5.799999999999997
15520,-3.799999999999997
15521,-4.850000000000001
15522,3.5500000000000043
15523,1.8499999999999943
15524,-2.6499999999999986
15525,-7.049999999999997
15526,-8.399999999999999
15527,-8.849999999999994
15528,-4.549999999999997
15529,-0.45000000000000284
15530,-1.6000000000000014
15531,-4.649999999999999
15532,-4.850000000000001
15533,-4.850000000000001
15534,-14.300000000000004
15535,-10.099999999999994
15536,-1.7547619000000054
15537,27.6452381
15538,45.495238099999995
15539,43.795238100000006
15540,26.59523809999999
15541,3.4952381000000017
15542,-55.2047619
15543,-2.8500000000000014
15544,-1.7000000000000028
15545,-8.399999999999999
15546,46.7
15547,42.0
15548,46.3
15549,44.1
15550,47.55
15551,45.15
15552,47.9
15553,48.3
15554,52.5
15555,47.9
15556,42.0
15557,39.900000000000006
15558,36.75
15559,31.400000000000002
15560,35.699999999999996
15561,34.65
15562,39.8
15563,40.85
15564,47.25
15565,51.449999999999996
15566,0.0
15567,10.899999999999999
15568,7.75
15569,8.049999999999997
15570,9.850000000000001
15571,9.850000000000001
15572,10.899999999999999
15573,7.950000000000003
15574,5.450000000000003
15575,3.5500000000000043
15576,1.4499999999999957
15577,0.3999999999999986
15578,1.5500000000000043
15579,-2.75
15580,-0.6500000000000057
15581,-2.75
15582,-5.899999999999999
15583,0.3999999999999986
15584,0.4452381000000045
15585,22.3952381
15586,7.695238099999997
15587,7.195238099999997
15588,4.345238100000003
15589,0.345238099999996
15590,-67.4047619
15591,-3.799999999999997
15592,-2.1000000000000014
15593,-8.0
15594,-4.549999999999997
15595,-16.4
15596,-12.049999999999997
15597,-26.8
15598,-14.700000000000003
15599,-19.55
15600,-19.35
15601,-20.6
15602,-20.6
15603,-22.9
15604,-22.7
15605,-25.299999999999997
15606,-25.65
15607,-29.2
15608,-26.05
15609,-26.5
15610,-27.95
15611,-24.700000000000003
15612,-26.9
15613,-21.45
15614,-23.75
15615,-12.850000000000001
15616,-20.6
15617,-3.799999999999997
15618,-3.6000000000000014
15619,-0.6500000000000057
15620,2.1000000000000014
15621,0.0
15622,-8.0
15623,-9.050000000000004
15624,-7.599999999999994
15625,-7.699999999999996
15626,-5.049999999999997
15627,-4.850000000000001
15628,-5.899999999999999
15629,-6.950000000000003
15630,-8.399999999999999
15631,-8.0
15632,2.2452381000000017
15633,21.345238100000003
15634,24.195238099999997
15635,24.3952381
15636,15.045238100000006
15637,3.095238100000003
15638,-61.0047619
15639,-9.050000000000004
15640,-4.0
15641,-8.0
15642,-5.899999999999999
15643,-16.4
15644,-9.050000000000004
15645,-21.45
15646,-8.949999999999996
15647,-14.300000000000004
15648,-17.65
15649,-14.300000000000004
15650,-13.149999999999999
15651,-18.5
15652,-16.4
15653,-19.55
15654,-19.55
15655,-20.099999999999998
15656,-19.55
15657,-19.55
15658,-19.0
15659,-18.5
15660,-16.4
15661,-13.149999999999999
15662,-23.75
15663,-16.4
15664,-16.0
15665,-9.050000000000004
15666,-6.399999999999999
15667,-3.799999999999997
15668,-5.899999999999999
15669,-4.200000000000003
15670,-2.8500000000000014
15671,-3.6000000000000014
15672,-8.75
15673,-6.75
15674,-4.649999999999999
15675,-6.950000000000003
15676,-6.0
15677,-8.0
15678,-12.200000000000003
15679,-12.200000000000003
15680,-0.7047619000000012
15681,17.345238100000003
15682,31.945238099999997
15683,26.8952381
15684,16.095238100000003
15685,4.345238100000003
15686,-61.5047619
15687,-5.799999999999997
15688,-5.799999999999997
15689,-10.200000000000003
15690,-9.050000000000004
15691,-13.25
15692,-10.099999999999994
15693,-13.350000000000001
15694,-12.5
15695,-13.25
15696,-13.25
15697,-11.150000000000006
15698,-12.299999999999997
15699,-13.25
15700,-14.300000000000004
15701,-14.300000000000004
15702,-12.200000000000003
15703,-13.25
15704,-8.0
15705,-8.0
15706,-7.5
15707,-3.799999999999997
15708,5.650000000000006
15709,2.5
15710,1.25
15711,12.25
15712,7.75
15713,6.299999999999997
15714,2.5
15715,-1.7000000000000028
15716,-2.1000000000000014
15717,-8.849999999999994
15718,-6.550000000000004
15719,-8.849999999999994
15720,-7.149999999999999
15721,-8.0
15722,0.3999999999999986
15723,-3.799999999999997
15724,0.3999999999999986
15725,-3.799999999999997
15726,-5.899999999999999
15727,0.3999999999999986
15728,-2.8047619000000026
15729,21.345238100000003
15730,15.245238099999995
15731,13.995238099999995
15732,16.095238100000003
15733,1.3952381000000003
15734,-63.6047619
15735,-0.9499999999999957
15736,-5.899999999999999
15737,-7.599999999999994
15738,-1.2999999999999972
15739,-12.200000000000003
15740,-2.75
15741,-21.85
15742,-13.050000000000004
15743,-17.549999999999997
15744,-18.2
15745,-13.25
15746,-12.950000000000003
15747,-18.0
15748,-18.4
15749,-22.3
15750,-16.4
15751,-19.15
15752,-21.45
15753,-19.15
15754,-17.25
15755,-13.25
15756,-3.799999999999997
15757,-1.5
15758,-6.0
15759,5.25
15760,2.5
15761,1.25
15762,-0.8500000000000014
15763,-4.649999999999999
15764,-3.799999999999997
15765,-7.149999999999999
15766,-6.799999999999997
15767,-6.849999999999994
15768,-5.899999999999999
15769,-5.049999999999997
15770,-3.799999999999997
15771,-5.899999999999999
15772,-2.75
15773,-8.0
15774,-3.799999999999997
15775,0.5
15776,-2.8047619000000026
15777,13.995238099999995
15778,15.445238099999997
15779,14.095238099999989
15780,9.3952381
15781,-1.9547619000000012
15782,-59.4047619
15783,-8.0
15784,-6.75
15785,-5.049999999999997
15786,-3.799999999999997
15787,-6.950000000000003
15788,-8.0
15789,-13.25
15790,-8.0
15791,-10.099999999999994
15792,-12.200000000000003
15793,-12.200000000000003
15794,-8.0
15795,-11.150000000000006
15796,-10.099999999999994
15797,-12.200000000000003
15798,-10.5
15799,-14.300000000000004
15800,-13.899999999999999
15801,-14.300000000000004
15802,-8.949999999999996
15803,-8.0
15804,-0.6500000000000057
15805,-4.549999999999997
15806,43.7
15807,53.35
15808,51.449999999999996
15809,51.449999999999996
15810,49.55
15811,49.349999999999994
15812,50.099999999999994
15813,50.099999999999994
15814,49.349999999999994
15815,49.349999999999994
15816,49.55
15817,49.55
15818,50.7
15819,50.0
15820,50.4
15821,49.349999999999994
15822,51.900000000000006
15823,56.7
15824,55.795238100000006
15825,76.9952381
15826,101.79523809999999
15827,102.7452381
15828,81.8452381
15829,65.7952381
15830,-4.4047619
15831,48.3
15832,49.65
15833,46.2
15834,47.25
15835,41.150000000000006
15836,42.0
15837,28.35
15838,42.0
15839,35.699999999999996
15840,37.8
15841,42.0
15842,42.0
15843,39.900000000000006
15844,40.300000000000004
15845,37.8
15846,41.7
15847,36.949999999999996
15848,39.900000000000006
15849,39.900000000000006
15850,42.400000000000006
15851,45.15
15852,54.6
15853,52.5
15854,53.75
15855,65.5
15856,62.15
15857,58.8
15858,57.1
15859,54.6
15860,56.7
15861,52.5
15862,51.449999999999996
15863,51.449999999999996
15864,53.75
15865,53.75
15866,57.1
15867,58.8
15868,58.8
15869,60.9
15870,60.9
15871,78.94999999999999
15872,88.7952381
15873,225.0515464
15874,334.9484536
15875,308.7628866
15876,185.0515464
15877,101.79523809999999
15878,22.595238100000003
15879,60.9
15880,60.9
15881,50.4
15882,52.75
15883,43.150000000000006
15884,52.800000000000004
15885,37.400000000000006
15886,43.05
15887,41.8
15888,40.75
15889,44.1
15890,41.8
15891,38.650000000000006
15892,39.7
15893,37.8
15894,43.7
15895,37.8
15896,42.0
15897,40.949999999999996
15898,48.2
15899,51.25
15900,57.75
15901,57.55
15902,63.0
15903,90.39999999999999
15904,73.89999999999999
15905,76.44999999999999
15906,71.39999999999999
15907,72.45
15908,72.45
15909,72.45
15910,69.4
15911,69.4
15912,69.4
15913,68.25
15914,71.9
15915,68.25
15916,71.39999999999999
15917,69.3
15918,68.25
15919,84.0
15920,87.0952381
15921,135.9793814
15922,145.5670103
15923,144.8453608
15924,89.5952381
15925,63.595238099999996
15926,-5.604761900000001
15927,52.1
15928,56.7
15929,46.550000000000004
15930,54.6
15931,39.900000000000006
15932,54.699999999999996
15933,39.900000000000006
15934,50.4
15935,52.5
15936,47.800000000000004
15937,47.800000000000004
15938,51.449999999999996
15939,47.25
15940,46.95
15941,44.1
15942,41.6
15943,39.7
15944,41.6
15945,40.949999999999996
15946,41.25
15947,43.25
15948,44.1
15949,42.75
15950,44.1
15951,52.0
15952,45.45
15953,59.45
15954,50.4
15955,55.949999999999996
15956,52.9
15957,54.699999999999996
15958,53.550000000000004
15959,57.0
15960,59.85
15961,58.8
15962,59.2
15963,55.650000000000006
15964,52.5
15965,50.4
15966,44.3
15967,49.349999999999994
15968,57.9952381
15969,80.99523810000001
15970,92.3452381
15971,90.2452381
15972,79.09523809999999
15973,64.8452381
15974,-1.0047619
15975,44.6
15976,51.25
15977,48.7
15978,51.25
15979,42.95
15980,47.25
15981,42.0
15982,48.3
15983,50.099999999999994
15984,50.8
15985,54.2
15986,52.55
15987,49.349999999999994
15988,49.349999999999994
15989,46.2
15990,45.8
15991,43.05
15992,43.05
15993,42.0
15994,42.0
15995,42.5
15996,42.0
15997,42.0
15998,42.0
15999,42.0
16000,42.0
16001,45.9
16002,47.25
16003,50.0
16004,49.45
16005,48.099999999999994
16006,45.300000000000004
16007,47.9
16008,56.3
16009,58.5
16010,59.65
16011,54.6
16012,50.8
16013,48.3
16014,46.6
16015,53.650000000000006
16016,61.8952381
16017,100.19523810000001
16018,100.0
16019,98.4452381
16020,37.0952381
16021,16.095238100000003
16022,-49.3047619
16023,-1.6000000000000014
16024,0.3999999999999986
16025,2.0
16026,10.899999999999999
16027,-2.3500000000000014
16028,6.700000000000003
16029,-8.75
16030,-5.5
16031,-6.75
16032,-9.050000000000004
16033,-6.550000000000004
16034,-6.550000000000004
16035,-12.200000000000003
16036,-11.349999999999994
16037,-12.200000000000003
16038,-12.200000000000003
16039,-13.25
16040,-12.200000000000003
16041,-12.200000000000003
16042,-1.7000000000000028
16043,4.600000000000001
16044,5.850000000000001
16045,13.0
16046,2.5
16047,12.599999999999994
16048,7.75
16049,12.049999999999997
16050,5.850000000000001
16051,7.850000000000001
16052,7.75
16053,5.099999999999994
16054,5.0
16055,4.600000000000001
16056,5.650000000000006
16057,4.600000000000001
16058,5.650000000000006
16059,3.3500000000000014
16060,2.8999999999999986
16061,0.3999999999999986
16062,-3.799999999999997
16063,2.5
16064,-3.8547618999999997
16065,19.245238099999995
16066,11.8952381
16067,10.845238100000003
16068,11.8952381
16069,0.4452381000000045
16070,-61.5047619
16071,-2.6499999999999986
16072,-1.2999999999999972
16073,-5.799999999999997
16074,-4.649999999999999
16075,-8.0
16076,-6.950000000000003
16077,-8.0
16078,-6.950000000000003
16079,-8.849999999999994
16080,-11.150000000000006
16081,-9.600000000000001
16082,-8.849999999999994
16083,-10.5
16084,-6.299999999999997
16085,-12.700000000000003
16086,-5.899999999999999
16087,-13.899999999999999
16088,-11.349999999999994
16089,-11.899999999999999
16090,-4.850000000000001
16091,-5.5
16092,3.6500000000000057
16093,-2.75
16094,46.2
16095,58.5
16096,56.7
16097,57.95
16098,60.5
16099,59.3
16100,58.8
16101,55.85
16102,54.6
16103,54.6
16104,57.75
16105,58.8
16106,57.95
16107,56.7
16108,54.6
16109,55.45
16110,4.600000000000001
16111,15.5
16112,7.795238099999999
16113,46.34523809999999
16114,40.34523809999999
16115,36.6952381
16116,21.745238099999995
16117,1.8952381000000003
16118,-53.9547619
16119,2.5
16120,2.5999999999999943
16121,-3.799999999999997
16122,-0.45000000000000284
16123,-3.799999999999997
16124,-3.799999999999997
16125,-12.200000000000003
16126,-5.899999999999999
16127,-5.899999999999999
16128,-8.0
16129,-5.899999999999999
16130,-3.799999999999997
16131,-9.699999999999996
16132,-6.399999999999999
16133,-11.150000000000006
16134,-2.3500000000000014
16135,-9.050000000000004
16136,-2.549999999999997
16137,-7.149999999999999
16138,4.600000000000001
16139,-0.6500000000000057
16140,0.3999999999999986
16141,2.5
16142,-0.6500000000000057
16143,14.150000000000006
16144,15.75
16145,17.200000000000003
16146,18.25
16147,18.25
16148,17.200000000000003
16149,14.700000000000003
16150,13.0
16151,16.25
16152,18.25
16153,18.25
16154,18.25
16155,15.099999999999994
16156,15.099999999999994
16157,14.700000000000003
16158,7.100000000000001
16159,20.349999999999994
16160,37.9452381
16161,66.9072165
16162,49.49523810000001
16163,45.495238099999995
16164,31.845238100000003
16165,16.195238099999997
16166,-53.6047619
16167,4.600000000000001
16168,3.5500000000000043
16169,0.3999999999999986
16170,0.3999999999999986
16171,-6.75
16172,-1.7000000000000028
16173,-10.099999999999994
16174,-4.850000000000001
16175,-5.049999999999997
16176,-8.200000000000003
16177,-4.850000000000001
16178,-5.899999999999999
16179,-8.0
16180,-8.0
16181,-8.0
16182,-8.0
16183,-13.149999999999999
16184,40.300000000000004
16185,43.35
16186,52.5
16187,49.3
16188,56.7
16189,53.150000000000006
16190,54.1
16191,68.25
16192,63.849999999999994
16193,69.3
16194,63.0
16195,65.1
16196,64.05
16197,65.1
16198,63.849999999999994
16199,65.1
16200,63.0
16201,65.1
16202,62.599999999999994
16203,61.4
16204,61.75
16205,63.0
16206,60.5
16207,77.30000000000001
16208,88.7952381
16209,194.9484536
16210,163.1958763
16211,148.04123710000002
16212,100.54523809999999
16213,71.3452381
16214,22.0952381
16215,65.1
16216,54.349999999999994
16217,50.4
16218,50.4
16219,50.4
16220,50.9
16221,44.6
16222,4.600000000000001
16223,3.5500000000000043
16224,2.3000000000000043
16225,3.5500000000000043
16226,5.450000000000003
16227,-1.7999999999999972
16228,-4.850000000000001
16229,-10.099999999999994
16230,-19.15
16231,-26.7
16232,-16.299999999999997
16233,-17.450000000000003
16234,-13.25
16235,-11.150000000000006
16236,-2.75
16237,0.3999999999999986
16238,0.3999999999999986
16239,3.75
16240,4.600000000000001
16241,8.799999999999997
16242,6.050000000000004
16243,7.75
16244,6.700000000000003
16245,7.100000000000001
16246,10.5
16247,9.850000000000001
16248,7.950000000000003
16249,5.650000000000006
16250,6.299999999999997
16251,0.3999999999999986
16252,-1.7000000000000028
16253,-3.799999999999997
16254,2.1000000000000014
16255,10.5
16256,1.7952380999999988
16257,21.345238100000003
16258,16.095238100000003
16259,12.945238100000005
16260,19.445238099999997
16261,9.795238099999999
16262,-56.2547619
16263,2.1000000000000014
16264,8.799999999999997
16265,0.3999999999999986
16266,6.700000000000003
16267,-7.149999999999999
16268,2.5
16269,-6.950000000000003
16270,-7.5
16271,-8.5
16272,-8.399999999999999
16273,-2.1000000000000014
16274,-6.849999999999994
16275,-10.850000000000001
16276,-8.849999999999994
16277,-12.100000000000001
16278,-5.899999999999999
16279,-10.5
16280,-11.150000000000006
16281,-10.099999999999994
16282,-6.299999999999997
16283,-7.5
16284,-9.699999999999996
16285,-10.099999999999994
16286,-4.850000000000001
16287,-1.7000000000000028
16288,-8.0
16289,6.700000000000003
16290,3.75
16291,13.0
16292,4.600000000000001
16293,9.549999999999997
16294,6.600000000000001
16295,8.799999999999997
16296,61.3
16297,62.15
16298,63.4
16299,63.0
16300,64.6
16301,64.6
16302,55.45
16303,66.15
16304,71.1452381
16305,159.1752577
16306,205.5670103
16307,199.1752577
16308,204.4329897
16309,102.9452381
16310,24.5952381
16311,69.3
16312,67.2
16313,55.35
16314,51.050000000000004
16315,40.8
16316,56.7
16317,42.95
16318,43.05
16319,40.949999999999996
16320,36.75
16321,42.0
16322,45.35
16323,36.75
16324,42.75
16325,36.75
16326,35.2
16327,26.25
16328,29.4
16329,27.3
16330,27.3
16331,31.9
16332,36.75
16333,34.65
16334,42.0
16335,46.7
16336,36.949999999999996
16337,52.5
16338,48.3
16339,52.1
16340,47.05
16341,52.1
16342,48.3
16343,52.1
16344,52.5
16345,56.7
16346,55.45
16347,53.75
16348,56.4
16349,60.5
16350,63.0
16351,74.55
16352,100.74523810000001
16353,250.0
16354,334.4329897
16355,250.0
16356,174.4329897
16357,97.3952381
16358,27.5452381
16359,58.8
16360,56.7
16361,42.1
16362,47.55
16363,29.4
16364,43.7
16365,25.2
16366,44.1
16367,44.1
16368,46.2
16369,47.05
16370,50.4
16371,43.05
16372,46.2
16373,42.0
16374,47.25
16375,38.1
16376,41.1
16377,36.75
16378,47.55
16379,48.3
16380,52.5
16381,49.349999999999994
16382,61.65
16383,89.25
16384,93.45
16385,94.5
16386,98.69999999999999
16387,102.15
16388,98.3
16389,98.69999999999999
16390,101.64999999999999
16391,100.8
16392,94.60000000000001
16393,94.60000000000001
16394,84.85
16395,80.85000000000001
16396,26.650000000000006
16397,26.650000000000006
16398,23.5
16399,39.25
16400,42.1452381
16401,124.84536080000001
16402,101.95876289999998
16403,86.80412370000002
16404,51.3952381
16405,21.345238100000003
16406,-39.6547619
16407,3.5500000000000043
16408,2.5
16409,-0.25
16410,6.700000000000003
16411,-3.799999999999997
16412,6.700000000000003
16413,-8.0
16414,-9.050000000000004
16415,-6.299999999999997
16416,-13.25
16417,-3.799999999999997
16418,-6.950000000000003
16419,-6.950000000000003
16420,-6.950000000000003
16421,-6.950000000000003
16422,-5.899999999999999
16423,-11.150000000000006
16424,-5.899999999999999
16425,-6.950000000000003
16426,-0.75
16427,-0.6500000000000057
16428,15.849999999999994
16429,4.400000000000006
16430,8.799999999999997
16431,36.599999999999994
16432,34.0
16433,40.3
16434,36.099999999999994
16435,40.39999999999999
16436,34.0
16437,35.150000000000006
16438,28.099999999999994
16439,29.150000000000006
16440,29.599999999999994
16441,30.450000000000003
16442,31.89999999999999
16443,27.200000000000003
16444,30.85000000000001
16445,30.85000000000001
16446,29.80000000000001
16447,45.150000000000006
16448,41.295238100000006
16449,194.0206186
16450,135.0515464
16451,102.0618557
16452,51.6494845
16453,38.545238100000006
16454,-27.9047619
16455,13.0
16456,19.5
16457,2.4000000000000057
16458,4.600000000000001
16459,-3.799999999999997
16460,-0.6500000000000057
