station_name,x_coordinate,y_coordinate,technology,capacity_mw,company_name,country,region,source,scraped_date
Puriton,332462.0,142273.0,Solar,4.56768,Anesco,England,South West,dukes_5.11,2025-12-18
Bourne Park,372107.0,97577.0,Solar,0.2484,Anesco,England,South West,dukes_5.11,2025-12-18
Owls Lodge,443869.0,142971.0,Solar,10.00465,Anesco,England,South East,dukes_5.11,2025-12-18
Shelswell,460822.0,230982.0,Solar,5.06331,Anesco,England,South East,dukes_5.11,2025-12-18
Skylark,531754.0,257635.0,Solar,4.93885,Anesco,England,East of England,dukes_5.11,2025-12-18
Halse Solar Farm,315101.0,128738.0,Solar,8.34048,Anesco,England,South West,dukes_5.11,2025-12-18
Jordanston Solar Farm,206785.0,201103.0,Solar,4.631,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Horsacott Solar Farm,252330.0,131541.0,Solar,6.54,Anesco,England,South West,dukes_5.11,2025-12-18
Sandys Moor,308509.0,127381.0,Solar,2.9,Anesco,England,South West,dukes_5.11,2025-12-18
East Farm,398727.0,142115.0,Solar,6.843,Anesco,England,South West,dukes_5.11,2025-12-18
Huntingdon,520021.0,281612.0,Solar,10.204,Anesco,England,East of England,dukes_5.11,2025-12-18
Blackdown,320819.0,114679.0,Solar,7.454,Anesco,England,South West,dukes_5.11,2025-12-18
Mendip,359176.0,151234.0,Solar,7.175,Anesco,England,South West,dukes_5.11,2025-12-18
Newnton Dairy,392277.0,191968.0,Solar,7.176,Anesco,England,South West,dukes_5.11,2025-12-18
Whitchurch,363439.0,153553.0,Solar,6.52,Anesco,England,South West,dukes_5.11,2025-12-18
Watchfield Solar Farm,334135.0,147772.0,Solar,10.6998,Anesco,England,South West,dukes_5.11,2025-12-18
Eynsham Solar Farm,439658.0,210754.0,Solar,13.452,Anesco,England,South East,dukes_5.11,2025-12-18
Steventon,444299.0,192928.0,Solar,10.03917,Anesco,England,South East,dukes_5.11,2025-12-18
Anglesey,238717.0,367342.0,Solar,14.92608,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Welbeck,457669.0,369999.0,Solar,11.2608,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Salcey Farm,485184.0,250544.0,Solar,5.46156,Anesco,England,South East,dukes_5.11,2025-12-18
Bulls Head North,481460.0,251327.0,Solar,5.51304,Anesco,England,South East,dukes_5.11,2025-12-18
Bilsthorpe,465147.0,361625.0,Solar,5.7408,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Tope Farm,283048.0,52733.0,Solar,3.31197,Anesco,England,South West,dukes_5.11,2025-12-18
Horam Solar Park,556616.0,115760.0,Solar,2.571,Anesco,England,South East,dukes_5.11,2025-12-18
Pierces Farm,468119.0,167296.0,Solar,1.74312,Anesco,England,South East,dukes_5.11,2025-12-18
Culworth,454564.0,245985.0,Solar,3.63639,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Abergelli,265507.0,202009.0,Solar,7.68222,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Gedling,461655.0,344045.0,Solar,5.7408,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Higher Bye,305042.0,142360.0,Solar,6.79059,Anesco,England,South West,dukes_5.11,2025-12-18
Trickey Warren,320109.0,114779.0,Solar,4.63197,Anesco,England,South West,dukes_5.11,2025-12-18
Cotgrave,463974.0,336042.0,Solar,4.9833,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Pen-Y-Cae,260143.0,211806.0,Solar,6.76227,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Radcliffe,463038.0,338202.0,Solar,4.15745,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Askern,455441.0,413876.0,Solar,4.97372,Anesco,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Lodge Farm ,441566.0,370954.0,Solar,4.87968,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Oak Cottage,202839.0,217801.0,Solar,4.8672,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Playters,644257.0,287733.0,Solar,8.6295,Anesco,England,East of England,dukes_5.11,2025-12-18
Yarburgh,534300.0,391971.0,Solar,8.08606,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Brookbarn,500000.0,102000.0,Solar,3.63,Anesco,England,South East,dukes_5.11,2025-12-18
Portworthy,256878.0,60850.0,Solar,4.0239,Anesco,England,South West,dukes_5.11,2025-12-18
Shalfleet ,440587.0,88605.0,Solar,4.99602,Anesco,England,South East,dukes_5.11,2025-12-18
Homestead,439433.0,88404.0,Solar,3.95355,Anesco,England,South East,dukes_5.11,2025-12-18
Rainbow,331238.0,141809.0,Solar,4.79074,Anesco,England,South West,dukes_5.11,2025-12-18
Hale,409997.0,97268.0,Solar,3.599,Anesco,England,South West,dukes_5.11,2025-12-18
Woodtown,409156.0,97807.0,Solar,2.71936,Anesco,England,South West,dukes_5.11,2025-12-18
Salford Lodge Solar Farm,404789.0,250939.0,Solar,4.9962,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Bourne Park 2,372234.0,97408.0,Solar,2.39974,Anesco,England,South West,dukes_5.11,2025-12-18
Radford,435175.0,261988.0,Solar,4.97352,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Eaton Hill ,350554.0,259596.0,Solar,0.4743,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Coleford Pingry Solar Farm,357121.0,209434.0,Solar,3.40272,Anesco,England,South West,dukes_5.11,2025-12-18
Milkwall Solar Farm,357646.0,209411.0,Solar,3.50064,Anesco,England,South West,dukes_5.11,2025-12-18
Sheepbridge,472076.0,165355.0,Solar,5.0,Anesco,England,South East,dukes_5.11,2025-12-18
Lindridge,446680.0,305219.0,Solar,4.92408,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Lee Moor,256033.0,60850.0,Solar,4.98732,Anesco,England,South West,dukes_5.11,2025-12-18
Oakham,359684.0,183393.0,Solar,4.63962,Anesco,England,South West,dukes_5.11,2025-12-18
The Beeches,414445.0,254098.0,Solar,4.9998,Anesco,England,West Midlands,dukes_5.11,2025-12-18
East Appleton,423660.0,495768.0,Solar,4.97952,Anesco,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Fell View,358322.0,433776.0,Solar,4.2588,Anesco,England,North West,dukes_5.11,2025-12-18
Grimsargh,358322.0,433776.0,Solar,2.91564,Anesco,England,North West,dukes_5.11,2025-12-18
Sheep Shed,415469.0,255805.0,Solar,4.98576,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Stripe,419640.0,502487.0,Solar,4.97952,Anesco,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
The Rushes,416507.0,255215.0,Solar,4.97952,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Wymeswold,460007.0,323259.0,Solar,2.12784,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Oxcroft,446492.0,374323.0,Solar,4.18965,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Berry Court,461938.0,159221.0,Solar,3.92028,Anesco,England,South East,dukes_5.11,2025-12-18
Stud Farm,464448.0,361853.0,Solar,2.36808,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Brookside,414476.0,254127.0,Solar,4.99737,Anesco,England,West Midlands,dukes_5.11,2025-12-18
The Leys,415118.0,253833.0,Solar,4.97952,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Misson Park,467034.0,394719.0,Solar,4.9896,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Crow Trees Solar Farm,447248.0,357200.0,Solar,4.693149999999999,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Hermitage,503595.0,232813.0,Solar,4.99881,Anesco,England,East of England,dukes_5.11,2025-12-18
Brook Hall,385169.0,153475.0,Solar,4.67376,Anesco,England,South West,dukes_5.11,2025-12-18
Wymeswold - Wide Lane,463380.0,323140.0,Solar,4.2796,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Abbey Fields Solar Farm,602677.0,162028.0,Solar,4.94208,Anesco,England,South East,dukes_5.11,2025-12-18
Warren,437906.0,121342.0,Solar,4.98888,Anesco,England,South East,dukes_5.11,2025-12-18
Hungerford,478178.0,153997.0,Solar,4.47426,Anesco,England,South East,dukes_5.11,2025-12-18
Blue House,446965.0,526727.0,Solar,4.97952,Anesco,England,North East,dukes_5.11,2025-12-18
Low Burntoft,445706.0,527911.0,Solar,4.99824,Anesco,England,North East,dukes_5.11,2025-12-18
Palmersford,409981.0,99040.0,Solar,3.03597,Anesco,England,South West,dukes_5.11,2025-12-18
Granville,372363.0,313370.0,Solar,4.43716,Anesco,England,West Midlands,dukes_5.11,2025-12-18
High Meadow,439442.0,521774.0,Solar,3.88752,Anesco,England,North East,dukes_5.11,2025-12-18
Heywood Grange,396689.0,345502.0,Solar,4.9631,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Blisworth Solar Farm,473113.0,252638.0,Solar,3.588,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Thame,473366.0,206186.0,Solar,4.7916,Anesco,England,South East,dukes_5.11,2025-12-18
Michaelston Solar Farm,322998.0,183674.0,Solar,4.17428,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Greencroft,417307.0,550812.0,Solar,4.92752,Anesco,England,North East,dukes_5.11,2025-12-18
Moneystone,404572.0,346224.0,Solar,4.98324,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Willows Farm,410262.0,333700.0,Solar,4.62,Anesco,England,West Midlands,dukes_5.11,2025-12-18
The Willows,410262.0,333700.0,Solar,4.734,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Poplars,415118.0,253833.0,Solar,4.98,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Clayhill,504351.0,233195.0,Solar,9.8406,Anesco,England,East of England,dukes_5.11,2025-12-18
Ollerton,463220.0,366009.0,Solar,4.25256,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Nanthenfoel,254014.0,252465.0,Solar,4.99684,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Albrighton,383987.0,305139.0,Solar,4.97352,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Ashton,388976.0,158134.0,Solar,4.80816,Anesco,England,South West,dukes_5.11,2025-12-18
Blackwell Grange,422892.0,243330.0,Solar,4.97664,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Hyde Farm,488765.0,253909.0,Solar,4.94208,Anesco,England,South East,dukes_5.11,2025-12-18
Spring Lane,436639.0,314607.0,Solar,0.958,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Moss Thorn,348608.0,530601.0,Solar,4.97352,Anesco,England,North West,dukes_5.11,2025-12-18
Bristol Water,353895.0,167517.0,Solar,0.80255,Anesco,England,South West,dukes_5.11,2025-12-18
Bumpers Farm,476303.0,205882.0,Solar,4.99712,Anesco,England,South East,dukes_5.11,2025-12-18
Wreay,342315.0,547311.0,Solar,4.97536,Anesco,England,North West,dukes_5.11,2025-12-18
Bumpers Farm 2,477235.0,206455.0,Solar,12.0077,Anesco,England,South East,dukes_5.11,2025-12-18
Chalgrove,462500.0,196438.0,Solar,2.402,Anesco,England,South East,dukes_5.11,2025-12-18
Nether Mill,302094.0,112271.0,Solar,3.765,Anesco,England,South West,dukes_5.11,2025-12-18
Barr Farm,391152.0,307977.0,Solar,1.885,Anesco,England,West Midlands,dukes_5.11,2025-12-18
Dale Farm,96201.0,539164.0,Solar,4.996,Anesco,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Sandridge,393855.0,163823.0,Solar,49.62,Anesco,England,South West,dukes_5.11,2025-12-18
Darran,318423.0,199274.0,Solar,1.823,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Langley Priory,443358.0,323561.0,Solar,2.036,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Milborne Port,368218.0,119662.0,Solar,3.292,Anesco,England,South West,dukes_5.11,2025-12-18
Derwyn,308691.0,169396.0,Solar,4.664,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Sutor,372494.0,127168.0,Solar,4.992,Anesco,England,South West,dukes_5.11,2025-12-18
Biglis,313916.0,170097.0,Solar,4.973,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Chard,333734.0,110028.0,Solar,3.043,Anesco,England,South West,dukes_5.11,2025-12-18
Spear Hill,513382.0,117346.0,Solar,4.951,Anesco,England,South East,dukes_5.11,2025-12-18
Nancrossa,172654.0,33891.0,Solar,6.856,Anesco,England,South West,dukes_5.11,2025-12-18
Lincoln Farm,547353.0,362779.0,Solar,10.6848,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Parcstormy,284099.0,180079.0,Solar,0.7,Anesco,Wales,Wales,dukes_5.11,2025-12-18
Swanland,522813.0,200555.0,Solar,4.998,Anesco,England,East of England,dukes_5.11,2025-12-18
Bedford,502549.0,245634.0,Solar,0.62934,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Dragon LNG,192585.0,204781.0,Solar,9.97272,Anesco,Wales,Wales,dukes_5.11,2025-12-18
West Field,349769.0,442088.0,Solar,4.9398,Anesco,England,North West,dukes_5.11,2025-12-18
Whilton,461701.0,264551.0,Solar,0.33,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Littlewood,482105.0,247071.0,Solar,5.0,Anesco,England,North West,dukes_5.11,2025-12-18
Ilmer,477000.0,206500.0,Solar,4.998,Anesco,England,East Midlands,dukes_5.11,2025-12-18
West Hill,251527.0,142091.0,Solar,11.07311,Anesco,England,South West,dukes_5.11,2025-12-18
Majors Hill,532151.0,136216.0,Solar,1.1549,Anesco,England,South East,dukes_5.11,2025-12-18
Malmpit,397429.0,139768.0,Solar,5.0016,Anesco,England,South West,dukes_5.11,2025-12-18
Park Hill,364125.0,745917.0,Solar,4.99676,Anesco,Scotland,Scotland,dukes_5.11,2025-12-18
Beavor Grange,332757.0,98184.0,Solar,19.54152,Anesco,England,South West,dukes_5.11,2025-12-18
Walley Corner,0.0,0.0,Solar,4.997,Anesco,England,South East,dukes_5.11,2025-12-18
Siddington,0.0,0.0,Solar,20.88,Anesco,England,South West,dukes_5.11,2025-12-18
Low Farm,0.0,0.0,Solar,49.9,Anesco,England,South East,dukes_5.11,2025-12-18
Alfreton,0.0,0.0,Solar,19.89,Anesco,England,East Midlands,dukes_5.11,2025-12-18
Broadgate,277641.0,107308.0,Solar,1.1,Atmosclear,England,South West,dukes_5.11,2025-12-18
Barton,307778.0,117118.0,Solar,1.2,Atmosclear,England,South West,dukes_5.11,2025-12-18
Higher Pirzwell,307546.0,109156.0,Solar,1.2,Atmosclear,England,South West,dukes_5.11,2025-12-18
Stables Farm,440920.0,88770.0,Solar,1.0,Atmosclear,England,South East,dukes_5.11,2025-12-18
Yeowood,344385.0,162232.0,Solar,1.2,Atmosclear,England,South West,dukes_5.11,2025-12-18
Kia-Ora Farm,300975.0,107058.0,Solar,1.8,Atmosclear,England,South West,dukes_5.11,2025-12-18
Luson,262016.0,53112.0,Solar,1.9,Atmosclear,England,South West,dukes_5.11,2025-12-18
Copley Wood (Renewables (SW)),351843.0,132305.0,Solar,1.5,Atmosclear,England,South West,dukes_5.11,2025-12-18
Long Ash Lane Solar Park ,360928.0,102540.0,Solar,5.0,Atmosclear,England,South West,dukes_5.11,2025-12-18
Maentwrog,267297.8,337806.9,Hydro,35.3,Babcock International and Fluor Inc,Wales,Wales,dukes_5.11,2025-12-18
Tir Mostyn & Foel Goch Ltd,300300.0,358800.0,Wind,21.25,BayWa R.E,Wales,Wales,dukes_5.11,2025-12-18
Scout Moor Wind Farm Ltd,382400.0,419200.0,Wind,65.0,BayWa R.E,England,North West,dukes_5.11,2025-12-18
Bagmoor Wind Ltd,488240.0,415400.0,Wind,16.0,BayWa R.E,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Bradenstoke Solar Park Ltd,402315.0,178635.0,Solar,69.7884,Bluefield Services,England,South West,dukes_5.11,2025-12-18
Severn Power Ltd,333250.0,185006.0,Fossil Fuel,850.0,Calon Energy,Wales,Wales,dukes_5.11,2025-12-18
Rymes,374052.0,225256.0,Solar,4.9908,Capital Dynamics UK,England,South West,dukes_5.11,2025-12-18
Home Farm,310310.0,175854.0,Solar,3.06,Capital Dynamics UK,Wales,Wales,dukes_5.11,2025-12-18
Ysgellog,240490.0,391238.0,Wind,4.6,Capital Dynamics UK,Wales,Wales,dukes_5.11,2025-12-18
Garlenick,194662.0,49203.0,Wind,4.0,Capital Dynamics UK,England,South West,dukes_5.11,2025-12-18
Daintree,457545.0,272243.0,Wind,4.0,Capital Dynamics UK,England,East Midlands,dukes_5.11,2025-12-18
Wythegill,301881.0,532072.0,Wind,2.3,Capital Dynamics UK,England,North West,dukes_5.11,2025-12-18
East Youlstone,227610.0,115654.0,Wind,4.0,Capital Dynamics UK,England,South West,dukes_5.11,2025-12-18
Mossmorran,318109.0,689419.0,Wind,4.6,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Watford Lodge ,460960.0,270200.0,Wind,10.25,Capital Dynamics UK,England,East Midlands,dukes_5.11,2025-12-18
Seegronan,32714.0,544451.0,Wind,13.8,Capital Dynamics UK,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Potato Pot,303000.0,524100.0,Wind,7.05,Capital Dynamics UK,England,North West,dukes_5.11,2025-12-18
Middle Balbeggie,327760.0,696279.0,Wind,6.4,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Shantavny,69686.0,522810.0,Wind,16.1,Capital Dynamics UK,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Airfield Poddington,495095.0,260698.0,Wind,8.55,Capital Dynamics UK,England,East of England,dukes_5.11,2025-12-18
Red Gap,443942.0,528174.0,Wind,12.5,Capital Dynamics UK,England,North East,dukes_5.11,2025-12-18
Falkirk Tod Hill,284064.0,683742.0,Wind,11.4,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Harthill Torrance,291163.0,664768.0,Wind,5.7,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Westnewton (BEGL4),313505.0,543564.0,Wind,6.15,Capital Dynamics UK,England,North West,dukes_5.11,2025-12-18
Dunmore,88015.0,585846.0,Wind,21.0,Capital Dynamics UK,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Crockandun,96025.0,550873.0,Wind,15.0,Capital Dynamics UK,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Elginny,131511.0,567821.0,Wind,23.0,Capital Dynamics UK,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Whiteside Hill,271440.0,608920.0,Wind,28.5,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Sorbie,224800.0,645170.0,Wind,12.6,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Longhill,298189.0,658735.0,Wind,50.0,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Pines Burn,354081.0,606737.0,Wind,33.6,Capital Dynamics UK,Scotland,Scotland,dukes_5.11,2025-12-18
Aikengall,369468.0,669455.0,Wind,48.0,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Aikengall II,369468.0,669455.0,Wind,60.8,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Aikengall IIA,371793.0,666791.0,Wind,81.7,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Calder Water,260869.0,640428.0,Wind,39.0,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Millour Hill,225843.0,652080.0,Wind,18.0,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Millour Hill Ext.,225696.0,652415.0,Wind,6.4,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Sanquhar,270311.0,607479.0,Wind,31.05,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Wardlaw Wood,224900.0,651200.0,Wind,18.0,Community Wind Power,Scotland,Scotland,dukes_5.11,2025-12-18
Seabank Power Ltd,343425.0,161749.0,Fossil Fuel,1234.0,Co-owned by SSE Group and Cheung Kong Infrastructure Ltd,England,South West,dukes_5.11,2025-12-18
FM1,447490.0,424684.0,Bioenergy,79.0,Co-owned by SSE Group and Wheelabrator Technologies Inc,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
FM2,447490.0,424684.0,Bioenergy,79.0,Co-owned by SSE Group and Wheelabrator Technologies Inc,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Broxted,572387.0,251110.0,Solar,31.59,Cubico Sustainable Investments,England,East of England,dukes_5.11,2025-12-18
Owls Hatch,615860.0,165945.0,Solar,51.9376,Cubico Sustainable Investments,England,South East,dukes_5.11,2025-12-18
Hadlow Place,562879.0,145736.0,Solar,18.92176,Cubico Sustainable Investments,England,South East,dukes_5.11,2025-12-18
Barton Close,247374.0,141403.0,Solar,4.61032,Cubico Sustainable Investments,England,South West,dukes_5.11,2025-12-18
Grantham,507000.0,392000.0,Solar,4.87872,Cubico Sustainable Investments,England,East Midlands,dukes_5.11,2025-12-18
Overton,450500.0,150500.0,Solar,3.75232,Cubico Sustainable Investments,England,South East,dukes_5.11,2025-12-18
Guynd,356230.0,742772.0,Solar,9.5,Cubico Sustainable Investments,Scotland,Scotland,dukes_5.11,2025-12-18
Wisbech,546000.0,307000.0,Solar,3.40472,Cubico Sustainable Investments,England,East of England,dukes_5.11,2025-12-18
Newlands,365099.0,81019.0,Solar,4.99928,Cubico Sustainable Investments,England,South West,dukes_5.11,2025-12-18
Bake Farm,233036.0,58842.0,Solar,4.99928,Cubico Sustainable Investments,Scotland,Scotland,dukes_5.11,2025-12-18
Kinblethmont,363182.0,746857.0,Solar,4.99928,Cubico Sustainable Investments,Scotland,Scotland,dukes_5.11,2025-12-18
Southfield,357089.0,124014.0,Solar,9.7614,Cubico Sustainable Investments,England,South West,dukes_5.11,2025-12-18
Wandylaw,414989.0,625121.0,Wind,20.5,Cubico Sustainable Investments,England,North East,dukes_5.11,2025-12-18
Middlewick,600140.0,200001.0,Wind,20.7,Cubico Sustainable Investments,England,East of England,dukes_5.11,2025-12-18
Kelmarsh,472527.0,278054.0,Wind,12.3,Cubico Sustainable Investments,England,East Midlands,dukes_5.11,2025-12-18
Chiplow,581286.0,333548.0,Wind,8.2,Cubico Sustainable Investments,England,East of England,dukes_5.11,2025-12-18
Penmanshiel,380006.0,667129.0,Wind,28.7,Cubico Sustainable Investments,Scotland,Scotland,dukes_5.11,2025-12-18
Winwick,464374.0,274095.0,Wind,12.3,Cubico Sustainable Investments,England,East Midlands,dukes_5.11,2025-12-18
Steven's Croft,312100.0,585100.0,Bioenergy,46.0,E.ON,Scotland,Scotland,dukes_5.11,2025-12-18
Blackburn Meadows,440075.0,391650.0,Bioenergy,34.0,E.ON,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Fen Farm Solar,537585.0,393825.0,Solar,0.9,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Bulkworthy Solar,240512.0,114816.0,Solar,6.235,Ecotricity,England,South West,dukes_5.11,2025-12-18
Dalby Solar,464870.0,323180.0,Solar,6.88,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Lynch Knoll,381600.0,200400.0,Wind,0.5,Ecotricity,England,South West,dukes_5.11,2025-12-18
Ecotech,0.0,0.0,Wind,1.5,Ecotricity,England,East of England,dukes_5.11,2025-12-18
Somerton,646900.0,318800.0,Wind,1.8,Ecotricity,England,East of England,dukes_5.11,2025-12-18
East Kilbride,264500.0,652000.0,Wind,0.6,Ecotricity,Scotland,Scotland,dukes_5.11,2025-12-18
Mablethorpe,548900.0,382500.0,Wind,1.2,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Swaffham II,582197.0,309324.0,Wind,1.8,Ecotricity,England,East of England,dukes_5.11,2025-12-18
Dagenham,550300.0,181600.0,Wind,5.9,Ecotricity,England,London,dukes_5.11,2025-12-18
Bambers,549500.0,383600.0,Wind,9.6,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Green Park,470755.0,169271.0,Wind,2.0,Ecotricity,England,South East,dukes_5.11,2025-12-18
Dundee,269652.0,688422.0,Wind,4.0,Ecotricity,Scotland,Scotland,dukes_5.11,2025-12-18
Bristol Port,350907.0,179457.0,Wind,6.0,Ecotricity,England,South West,dukes_5.11,2025-12-18
Fen Farm,537585.0,393825.0,Wind,16.0,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Shooters,359380.0,150740.0,Wind,2.0,Ecotricity,England,South West,dukes_5.11,2025-12-18
Worksop,461695.0,378487.0,Wind,2.0,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
Cardiff,323460.0,179215.0,Wind,2.3,Ecotricity,Wales,Wales,dukes_5.11,2025-12-18
Ballymena,130743.0,561194.0,Wind,4.6,Ecotricity,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Galsworthy,240007.0,115922.0,Wind,9.2,Ecotricity,England,South West,dukes_5.11,2025-12-18
Dalby,465397.0,322239.0,Wind,7.29,Ecotricity,England,East Midlands,dukes_5.11,2025-12-18
H&H,0.0,0.0,Wind,0.81,Ecotricity,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
QEH,565228.0,320492.0,Wind,0.81,Ecotricity,England,East of England,dukes_5.11,2025-12-18
RSPB,0.0,0.0,Wind,0.81,Ecotricity,England,East of England,dukes_5.11,2025-12-18
Alveston,365450.0,186055.0,Wind,6.9,Ecotricity,England,South West,dukes_5.11,2025-12-18
Hartlepool,451747.0,531078.0,Nuclear,1185.0,EDF Energy,England,North East,dukes_5.11,2025-12-18
Heysham 1,341498.0,461449.0,Nuclear,1060.0,EDF Energy,England,North West,dukes_5.11,2025-12-18
Heysham 2,341498.0,461449.0,Nuclear,1240.0,EDF Energy,England,North West,dukes_5.11,2025-12-18
Torness,218252.0,651517.0,Nuclear,1200.0,EDF Energy,Scotland,Scotland,dukes_5.11,2025-12-18
Sizewell B,647453.0,260420.0,Nuclear,1198.0,EDF Energy,England,East of England,dukes_5.11,2025-12-18
Burwell,557000.0,268000.0,Solar,69.9,EDF Energy,England,East of England,dukes_5.11,2025-12-18
Porth Wen,239947.0,393525.0,Solar,69.1,EDF Energy,Wales,Wales,dukes_5.11,2025-12-18
Sutton Bridge,548096.0,319978.0,Solar,73.1,EDF Energy,England,East Midlands,dukes_5.11,2025-12-18
Teesside,458470.0,528174.0,Wind,62.0,EDF Energy,England,North East,dukes_5.11,2025-12-18
Blyth,438227.0,582010.0,Wind,40.0,EDF Energy,England,North East,dukes_5.11,2025-12-18
NNG,384645.0,708429.0,Wind,448.0,EDF Energy,Scotland,Scotland,dukes_5.11,2025-12-18
Great Orton,331300.0,553400.0,Wind,3.96,EDF Energy,England,North west,dukes_5.11,2025-12-18
Kirkheaton,400800.0,576900.0,Wind,1.8,EDF Energy,England,North East,dukes_5.11,2025-12-18
High Hedley I,415700.0,541000.0,Wind,2.4,EDF Energy,England,North East,dukes_5.11,2025-12-18
Cemmaes,286800.0,306000.0,Wind,15.3,EDF Energy,Wales,Wales,dukes_5.11,2025-12-18
Llangwyryfon,261752.0,269577.0,Wind,9.35,EDF Energy,Wales,Wales,dukes_5.11,2025-12-18
Glassmoor I,543128.0,292192.0,Wind,16.0,EDF Energy,England,East of England,dukes_5.11,2025-12-18
Deeping,519905.0,316471.0,Wind,16.0,EDF Energy,England,East Midlands,dukes_5.11,2025-12-18
Red House,542000.0,329000.0,Wind,12.0,EDF Energy,England,East Midlands,dukes_5.11,2025-12-18
Red Tile,523939.0,271933.0,Wind,24.0,EDF Energy,England,East of England,dukes_5.11,2025-12-18
Bicker Fen,519870.0,339325.0,Wind,26.0,EDF Energy,England,East Midlands,dukes_5.11,2025-12-18
High Hedley II,415700.0,541000.0,Wind,5.2,EDF Energy,England,North East,dukes_5.11,2025-12-18
